| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1021 | SPAT0708-SLIT1021-DET01 |       708.0 |        0.345 |      3.00 |   11.567 |  3.50 |  0.051 |
| 1021 | SPAT0722-SLIT1021-DET01 |       722.4 |        0.352 |      3.00 |   10.989 |  3.87 |  0.051 |
| 1021 | SPAT0730-SLIT1021-DET01 |       729.5 |        0.356 |      3.00 |   11.539 |  3.82 |  0.051 |
| 1021 | SPAT0741-SLIT1021-DET01 |       741.3 |        0.362 |      3.00 |   10.885 |  3.76 |  0.051 |
| 1021 | SPAT0755-SLIT1021-DET01 |       755.3 |        0.368 |      3.00 |   11.128 |  3.59 |  0.051 |
| 1021 | SPAT0899-SLIT1021-DET01 |       898.6 |        0.440 |      3.00 |    0.710 | 24.54 |  0.051 |
| 1021 | SPAT1195-SLIT1021-DET01 |      1194.6 |        0.586 |      3.00 |    1.267 |  1.38 |  0.051 |
| 1021 | SPAT1285-SLIT1021-DET01 |      1284.7 |        0.631 |      3.00 |   10.685 |  2.63 |  0.051 |
| 1021 | SPAT1313-SLIT1021-DET01 |      1312.6 |        0.644 |      3.00 |   10.554 |  2.96 |  0.051 |
| 1021 | SPAT1333-SLIT1021-DET01 |      1332.7 |        0.655 |      3.00 |   14.955 |  2.68 |  0.051 |
