| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1021 | SPAT0921-SLIT1021-DET01 |       921.1 |        0.451 |      3.00 |    0.698 | 22.09 |  0.051 |
| 1021 | SPAT1035-SLIT1021-DET01 |      1035.3 |        0.507 |      3.00 |   11.702 |  5.59 |  0.051 |
| 1021 | SPAT1048-SLIT1021-DET01 |      1048.5 |        0.513 |      3.00 |   10.492 |  5.53 |  0.051 |
| 1021 | SPAT1057-SLIT1021-DET01 |      1057.1 |        0.518 |      3.00 |   11.143 |  5.48 |  0.051 |
| 1021 | SPAT1068-SLIT1021-DET01 |      1068.1 |        0.523 |      3.00 |   11.226 |  5.57 |  0.051 |
| 1021 | SPAT1217-SLIT1021-DET01 |      1216.5 |        0.597 |      3.00 |    2.087 |  3.80 |  0.051 |
| 1021 | SPAT1611-SLIT1021-DET01 |      1610.8 |        0.792 |      3.00 |    9.992 |  4.42 |  0.051 |
| 1021 | SPAT1632-SLIT1021-DET01 |      1631.7 |        0.802 |      3.00 |   10.111 |  4.31 |  0.051 |
| 1021 | SPAT1654-SLIT1021-DET01 |      1653.9 |        0.813 |      3.00 |   10.223 |  3.90 |  0.051 |
| 1021 | SPAT1983-SLIT1021-DET01 |      1983.2 |        0.976 |      3.00 |    1.012 |  1.54 |  0.051 |
