| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1049 | SPAT0151-SLIT1049-DET01 |       151.4 |        0.068 |      3.00 |   21.510 |  5.18 |
| 1049 | SPAT0168-SLIT1049-DET01 |       168.2 |        0.076 |      3.00 |   21.980 |  5.71 |
| 1049 | SPAT0260-SLIT1049-DET01 |       259.7 |        0.120 |      3.00 |   15.453 |  8.24 |
| 1049 | SPAT0265-SLIT1049-DET01 |       265.1 |        0.123 |      3.00 |   13.326 |  8.40 |
| 1049 | SPAT0286-SLIT1049-DET01 |       285.5 |        0.133 |      3.00 |   13.859 | 10.34 |
| 1049 | SPAT0322-SLIT1049-DET01 |       321.7 |        0.150 |      3.00 |   20.372 |  7.96 |
| 1049 | SPAT0332-SLIT1049-DET01 |       332.0 |        0.155 |      3.00 |   21.820 |  8.04 |
| 1049 | SPAT0347-SLIT1049-DET01 |       346.5 |        0.162 |      3.00 |   21.999 |  7.96 |
| 1049 | SPAT0364-SLIT1049-DET01 |       364.1 |        0.170 |      3.00 |   25.441 |  7.58 |
| 1049 | SPAT0770-SLIT1049-DET01 |       769.8 |        0.366 |      3.00 |    0.479 | 15.51 |
