| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1032 | SPAT0202-SLIT1032-DET01 |       201.7 |        0.094 |      3.00 |    4.105 | 0.81 |
| 1032 | SPAT0385-SLIT1032-DET01 |       384.9 |        0.183 |      3.00 |   10.678 | 1.54 |
| 1032 | SPAT0393-SLIT1032-DET01 |       393.3 |        0.187 |      3.00 |   11.552 | 1.38 |
| 1032 | SPAT0645-SLIT1032-DET01 |       644.5 |        0.310 |      3.00 |    4.164 | 0.77 |
| 1032 | SPAT0720-SLIT1032-DET01 |       720.3 |        0.348 |      3.00 |    0.449 | 2.47 |
| 1032 | SPAT1033-SLIT1032-DET01 |      1033.2 |        0.500 |      3.00 |    9.551 | 2.03 |
| 1032 | SPAT1042-SLIT1032-DET01 |      1042.3 |        0.505 |      3.00 |    9.568 | 2.12 |
| 1032 | SPAT1672-SLIT1032-DET01 |      1672.4 |        0.813 |      3.00 |    8.692 | 2.03 |
| 1032 | SPAT2038-SLIT1032-DET01 |      2037.8 |        0.992 |      3.00 |    2.402 | 1.04 |
| 1032 | SPAT2047-SLIT1032-DET01 |      2046.9 |        0.997 |      3.00 |    6.151 | 1.34 |
