| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1171 | SPAT0565-SLIT1171-DET01 |       565.4 |        0.239 |      3.00 |    5.795 | 0.92 |
| 1171 | SPAT0950-SLIT1171-DET01 |       950.1 |        0.405 |      3.00 |    3.414 | 2.96 |
| 1171 | SPAT1113-SLIT1171-DET01 |      1113.0 |        0.475 |      3.00 |   14.436 | 1.26 |
| 1171 | SPAT1778-SLIT1171-DET01 |      1778.5 |        0.762 |      3.00 |    3.696 | 1.46 |
| 1171 | SPAT1862-SLIT1171-DET01 |      1862.3 |        0.798 |      3.00 |    4.065 | 1.74 |
| 1171 | SPAT1870-SLIT1171-DET01 |      1869.5 |        0.801 |      3.00 |    2.348 | 2.87 |
| 1171 | SPAT1910-SLIT1171-DET01 |      1909.9 |        0.818 |      3.00 |    1.396 | 2.12 |
| 1171 | SPAT2036-SLIT1171-DET01 |      2035.7 |        0.873 |      3.00 |    4.974 | 3.17 |
| 1171 | SPAT2177-SLIT1171-DET01 |      2176.9 |        0.933 |      3.00 |   10.001 | 1.95 |
| 1171 | SPAT2208-SLIT1171-DET01 |      2207.8 |        0.947 |      3.00 |   10.133 | 1.68 |
