| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1039 | SPAT0852-SLIT1039-DET01 |       851.6 |        0.209 |      3.00 |    1.984 |  3.38 |  0.054 |
| 1039 | SPAT0877-SLIT1039-DET01 |       876.7 |        0.249 |      3.00 |    2.659 |  0.07 |  0.054 |
| 1039 | SPAT0942-SLIT1039-DET01 |       942.2 |        0.351 |      3.00 |    1.322 |  2.15 |  0.054 |
| 1039 | SPAT0954-SLIT1039-DET01 |       953.7 |        0.368 |      3.00 |    1.010 | 12.55 |  0.054 |
| 1039 | SPAT0983-SLIT1039-DET01 |       983.1 |        0.414 |      3.00 |    0.706 |  0.13 |  0.054 |
| 1039 | SPAT1148-SLIT1039-DET01 |      1147.9 |        0.671 |      3.00 |    1.368 |  0.64 |  0.054 |
| 1039 | SPAT1189-SLIT1039-DET01 |      1188.7 |        0.735 |      3.00 |   13.525 |  0.63 |  0.054 |
| 1039 | SPAT1249-SLIT1039-DET01 |      1248.9 |        0.828 |      3.00 |   14.025 |  0.43 |  0.054 |
| 1039 | SPAT1271-SLIT1039-DET01 |      1271.3 |        0.863 |      3.00 |   14.138 |  0.55 |  0.054 |
| 1039 | SPAT1291-SLIT1039-DET01 |      1290.9 |        0.895 |      3.00 |    3.336 |  0.55 |  0.054 |
