| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1039 | SPAT0742-SLIT1039-DET01 |       742.0 |        0.039 |      3.00 |    1.991 |  1.41 |  0.054 |
| 1039 | SPAT0847-SLIT1039-DET01 |       847.4 |        0.203 |      3.00 |    1.688 |  1.04 |  0.054 |
| 1039 | SPAT0917-SLIT1039-DET01 |       917.3 |        0.313 |      3.00 |    0.851 |  0.26 |  0.054 |
| 1039 | SPAT0944-SLIT1039-DET01 |       944.5 |        0.354 |      3.00 |    1.527 |  0.58 |  0.054 |
| 1039 | SPAT0974-SLIT1039-DET01 |       973.7 |        0.401 |      3.00 |    0.615 |  0.12 |  0.054 |
| 1039 | SPAT1065-SLIT1039-DET01 |      1064.6 |        0.541 |      3.00 |    0.863 | 26.10 |  0.054 |
| 1039 | SPAT1235-SLIT1039-DET01 |      1234.9 |        0.807 |      3.00 |    1.424 |  0.48 |  0.054 |
| 1039 | SPAT1262-SLIT1039-DET01 |      1262.1 |        0.849 |      3.00 |    2.390 |  0.23 |  0.054 |
| 1039 | SPAT1276-SLIT1039-DET01 |      1275.7 |        0.871 |      3.00 |    7.044 |  0.13 |  0.054 |
| 1039 | SPAT1295-SLIT1039-DET01 |      1294.7 |        0.900 |      3.00 |    1.543 |  0.11 |  0.054 |
