| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1039 | SPAT0911-SLIT1039-DET01 |       910.8 |        0.302 |      3.00 |    3.593 | 1.34 |  0.054 |
| 1039 | SPAT0945-SLIT1039-DET01 |       945.1 |        0.355 |      3.00 |    0.615 | 0.06 |  0.054 |
| 1039 | SPAT0964-SLIT1039-DET01 |       963.5 |        0.385 |      3.00 |    0.813 | 0.09 |  0.054 |
| 1039 | SPAT1028-SLIT1039-DET01 |      1027.7 |        0.484 |      3.00 |    1.050 | 0.42 |  0.054 |
| 1039 | SPAT1137-SLIT1039-DET01 |      1136.7 |        0.654 |      3.00 |    1.721 | 0.11 |  0.054 |
| 1039 | SPAT1215-SLIT1039-DET01 |      1214.6 |        0.775 |      3.00 |    1.898 | 0.06 |  0.054 |
| 1039 | SPAT1259-SLIT1039-DET01 |      1258.6 |        0.843 |      3.00 |    2.432 | 0.14 |  0.054 |
| 1039 | SPAT1277-SLIT1039-DET01 |      1277.3 |        0.872 |      3.00 |    3.802 | 0.15 |  0.054 |
| 1039 | SPAT1300-SLIT1039-DET01 |      1299.5 |        0.907 |      3.00 |    1.451 | 0.13 |  0.054 |
| 1039 | SPAT1326-SLIT1039-DET01 |      1326.1 |        0.949 |      3.00 |    0.615 | 0.16 |  0.054 |
