6570.0749     0.012973319
6573.1835     0.022818769
6576.2887     0.032433240
6579.3944     0.041974693
6582.5026     0.050946523
6585.6108     0.059727635
6589.4969     0.070502301
6592.6036     0.078959509
6595.7133     0.087224321
6598.8229     0.095111390
6601.9335      0.10271257
6605.0431      0.11028923
6608.1532      0.11781780
6611.2658      0.12455104
6614.3788      0.13129026
6617.4889      0.13815842
6621.3814      0.14591529
6624.4935      0.15227855
6627.6061      0.15896746
6630.7196      0.16511124
6633.8341      0.17045171
6636.9506      0.17537780
6640.0651      0.18099859
6643.1810      0.18623511
6646.2960      0.19167105
6649.4130      0.19684766
6652.5285      0.20162577
6656.4264      0.20699977
6659.5448      0.21143380
6662.6622      0.21572291
6665.7806      0.21987004
6668.9005      0.22360041
6672.0204      0.22704476
6675.1408      0.23077411
6678.2606      0.23466769
6681.3805      0.23829597
6684.5023      0.24165324
6687.6237      0.24488885
6691.5265      0.24860883
6694.6498      0.25110902
6697.7731      0.25380588
6700.8964      0.25670522
6704.0197      0.25933906
6707.1435      0.26187216
6710.2687      0.26429997
6713.3930      0.26679239
6716.5187      0.26869042
6719.6445      0.27116342
6723.5526      0.27336274
6726.6788      0.27580715
6729.8065      0.27713308
6732.9333      0.27923557
6736.0614      0.28090705
6739.1891      0.28267908
6742.3188      0.28383833
6745.4484      0.28509490
6748.5776      0.28680883
6751.7072      0.28791651
6754.8383      0.28877219
6758.7519      0.29055422
6761.8835      0.29125255
6765.0146      0.29243243
6768.1472      0.29299877
6771.2797      0.29368475
6774.4123      0.29486271
6777.5464      0.29524812
6780.6794      0.29631378
6783.8140      0.29658632
6786.9480      0.29754564
6790.0840      0.29752901
6794.0029      0.29794516
6797.1379      0.29892840
6800.2754      0.29875273
6803.4119      0.29927816
6806.5488      0.29957016
6809.6858      0.30001127
6812.8238      0.30040942
6815.9617      0.30020623
6819.1006      0.30034328
6822.2401      0.30006890
6826.1634      0.30051831
6829.3033      0.30035312
6832.4432      0.30052958
6835.5850      0.29992801
6838.7259      0.30041930
6841.8668      0.30013395
6845.0086      0.30019539
6848.1505      0.29985749
6851.2938      0.29930956
6854.4371      0.29892139
6857.5805      0.29869888
6861.5101      0.29857465
6864.6544      0.29830382
6867.7992      0.29745913
6870.9435      0.29789092
6874.0898      0.29700822
6877.2355      0.29648458
6880.3808      0.29667627
6883.5280      0.29593605
6886.6748      0.29554913
6889.8225      0.29496702
6892.9702      0.29455281
6896.9047      0.29402385
6900.0534      0.29358638
6903.2026      0.29332336
6906.3518      0.29268752
6909.5015      0.29186067
6912.6511      0.29175533
6915.8023      0.29109593
6918.9529      0.29043284
6922.1046      0.28994562
6925.2552      0.28945277
6929.1951      0.28865462
6932.3467      0.28851084
6935.5003      0.28782813
6938.6529      0.28767835
6941.8080      0.28645984
6944.9611      0.28630692
6948.1151      0.28579863
6951.2687      0.28529114
6954.4247      0.28478457
6957.5798      0.28374996
6960.7343      0.28394720
6964.6816      0.28244327
6967.8371      0.28229214
6970.9941      0.28197016
6974.1516      0.28112944
6977.3095      0.28046727
6980.4670      0.27981031
6983.6265      0.27933022
6986.7840      0.27937429
6989.9439      0.27821591
6993.1019      0.27878445
6997.0510      0.27821358
7000.2120      0.27724661
7003.3719      0.27713610
7006.5338      0.27583467
7009.6956      0.27539549
7012.8561      0.27564486
7016.0184      0.27471199
7019.1798      0.27497636
7022.3446      0.27338335
7025.5065      0.27366078
7028.6699      0.27293453
7032.6230      0.27347456
7035.7888      0.27192466
7038.9545      0.27139714
7042.1179      0.27222290
7045.2837      0.27070728
7048.4495      0.27054647
7051.6153      0.26989216
7054.7820      0.26958374
7057.9478      0.26995050
7061.1151      0.26916270
7064.2833      0.26871805
7068.2423      0.26822117
7071.4110      0.26813216
7074.5782      0.26822093
7077.7470      0.26782230
7080.9171      0.26727280
7084.0873      0.26673608
7087.2541      0.26785619
7090.4262      0.26618771
7093.5974      0.26650375
7096.7666      0.26716129
7100.7324      0.26598488
7103.9031      0.26601061
7107.0732      0.26654150
7110.2473      0.26527675
7113.4205      0.26533611
7116.5926      0.26573364
7119.7652      0.26565293
7122.9398      0.26492806
7126.1139      0.26470684
7129.2880      0.26498570
7132.4606      0.26609436
7136.4303      0.26524683
7139.6073      0.26458443
7142.7805      0.26556527
7145.9565      0.26557408
7149.1340      0.26429365
7152.3110      0.26433018
7155.4885      0.26469781
7158.6651      0.26491806
7161.8402      0.26629489
7165.0196      0.26506317
7168.1986      0.26450184
7172.1727      0.26527788
7175.3502      0.26604464
7178.5282      0.26600392
7181.7091      0.26548474
7184.8901      0.26497700
7188.0700      0.26561791
7191.2514      0.26578248
7194.4324      0.26579298
7197.6118      0.26663115
7200.7932      0.26698844
7204.7717      0.26577480
7207.9541      0.26631440
7211.1375      0.26637852
7214.3199      0.26710102
7217.5028      0.26734479
7220.6862      0.26776154
7223.8705      0.26753075
7227.0524      0.26845652
7230.2363      0.26906860
7233.4201      0.26968795
7236.6055      0.26965301
7240.5898      0.26871331
7243.7756      0.26902789
7246.9609      0.26968013
7250.1487      0.26934915
7253.3345      0.27001750
7256.5218      0.27036193
7259.7096      0.27038358
7262.8959      0.27140694
7266.0841      0.27160748
7269.2724      0.27198241
7272.4611      0.27203031
7276.4455      0.27335309
7279.6357      0.27358130
7282.8249      0.27415138
7286.0142      0.27422592
7289.2049      0.27430531
7292.3946      0.27506149
7295.5843      0.27599663
7298.7755      0.27575285
7301.9677      0.27619131
7305.1598      0.27612791
7309.1481      0.27753705
7312.3407      0.27782199
7315.5334      0.27794352
7318.7265      0.27789660
7321.9187      0.27819515
7325.1128      0.27832774
7328.3045      0.27931520
7331.4986      0.27996661
7334.6913      0.28114000
7337.8863      0.28145795
7341.0819      0.28143606
7345.0751      0.28222766
7348.2707      0.28273037
7351.4662      0.28358244
7354.6628      0.28374332
7357.8584      0.28442841
7361.0569      0.28372613
7364.2520      0.28441477
7367.4476      0.28615125
7370.6451      0.28632343
7373.8436      0.28667188
7377.0416      0.28719723
7381.0392      0.28785771
7384.2392      0.28820789
7387.4372      0.28838738
7390.6352      0.28874310
7393.8332      0.28998300
7397.0342      0.28998770
7400.2337      0.29123414
7403.4356      0.29070462
7406.6351      0.29106298
7409.8341      0.29266971
7413.8351      0.29334603
7417.0380      0.29334921
7420.2384      0.29460722
7423.4413      0.29425082
7426.6438      0.29425123
7429.8437      0.29587003
7433.0471      0.29659244
7436.2515      0.29640783
7439.4539      0.29640543
7442.6554      0.29803069
7445.8602      0.29802429
7449.8646      0.29906018
7453.0700      0.29941507
7456.2739      0.29940185
7459.4782      0.30011794
7462.6826      0.30138582
7465.8899      0.30118327
7469.0938      0.30171255
7472.3001      0.30205834
7475.5064      0.30276993
7478.7133      0.30274165
7482.7206      0.30320947
7485.9264      0.30447134
7489.1342      0.30536134
7492.3425      0.30476595
7495.5488      0.30602471
7498.7556      0.30653650
7501.9659      0.30611610
7505.1722      0.30774361
7508.3819      0.30825144
7511.5907      0.30800156
7514.7975      0.30906698
7518.8107      0.30931158
7522.0199      0.31018387
7525.2302      0.31010790
7528.4394      0.31078571
7531.6507      0.31126948
7534.8614      0.31137351
7538.0701      0.31261082
7541.2833      0.31232548
7544.4931      0.31298863
7547.7048      0.31326773
7550.9179      0.31354156
7554.9311      0.31450083
7558.1443      0.31476593
7561.3569      0.31522076
7564.5686      0.31528826
7567.7823      0.31630868
7570.9950      0.31656115
7574.2081      0.31680823
7577.4228      0.31685781
7580.6364      0.31709526
7583.8506      0.31829454
7587.8671      0.31882493
7591.0827      0.31904972
7594.2974      0.31946533
7597.5115      0.31987582
7600.7276      0.32047676
7603.9418      0.32068414
7607.1588      0.32088886
7610.3735      0.32147737
7613.5901      0.32147769
7616.8071      0.32186362
7620.0232      0.32224289
7624.0447      0.32291102
7627.2608      0.32347885
7630.4783      0.32384706
7633.6959      0.32401491
7636.9125      0.32496394
7640.1310      0.32472842
7643.3491      0.32547497
7646.5671      0.32503050
7649.7862      0.32537301
7653.0042      0.32630426
7656.2237      0.32643864
7660.2476      0.32685051
7663.4667      0.32717316
7666.6862      0.32729332
7669.9072      0.32721227
7673.1272      0.32752073
7676.3472      0.32822561
7679.5681      0.32812974
7682.7881      0.32882425
7686.0077      0.32911664
7689.2296      0.32900883
7693.2555      0.32976343
7696.4779      0.32964225
7699.6989      0.33011489
7702.9218      0.33018773
7706.1423      0.33085568
7709.3653      0.33071646
7712.5877      0.33097524
7715.8107      0.33142919
7719.0326      0.33228330
7722.2575      0.33132305
7725.4804      0.33156319
7729.5092      0.33186058
7732.7331      0.33249505
7735.9570      0.33252403
7739.1805      0.33294753
7742.4049      0.33296768
7745.6302      0.33278022
7748.8542      0.33380148
7752.0790      0.33360756
7755.3049      0.33320584
7758.5283      0.33421353
