| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1054 | SPAT0268-SLIT1054-DET01 |       268.2 |        0.124 |      3.00 |    4.552 | 3.51 |
| 1054 | SPAT0302-SLIT1054-DET01 |       301.6 |        0.139 |      3.00 |   10.917 | 2.77 |
| 1054 | SPAT0588-SLIT1054-DET01 |       588.5 |        0.277 |      3.00 |   10.160 | 1.59 |
| 1054 | SPAT0603-SLIT1054-DET01 |       602.7 |        0.283 |      3.00 |   10.898 | 1.61 |
| 1054 | SPAT0613-SLIT1054-DET01 |       613.3 |        0.289 |      3.00 |   11.509 | 1.53 |
| 1054 | SPAT0909-SLIT1054-DET01 |       908.5 |        0.430 |      3.00 |    0.635 | 6.09 |
| 1054 | SPAT1854-SLIT1054-DET01 |      1853.6 |        0.883 |      3.00 |   11.601 | 3.19 |
| 1054 | SPAT1871-SLIT1054-DET01 |      1871.2 |        0.891 |      3.00 |   12.563 | 3.36 |
| 1054 | SPAT1897-SLIT1054-DET01 |      1897.0 |        0.903 |      3.00 |   11.748 | 3.19 |
| 1054 | SPAT1907-SLIT1054-DET01 |      1907.2 |        0.908 |      3.00 |   11.524 | 3.21 |
