| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1039 | SPAT0890-SLIT1039-DET01 |       889.9 |        0.269 |      3.00 |    5.793 |  0.28 |  0.054 |
| 1039 | SPAT0903-SLIT1039-DET01 |       902.6 |        0.289 |      3.00 |    1.630 |  0.65 |  0.054 |
| 1039 | SPAT0943-SLIT1039-DET01 |       942.6 |        0.351 |      3.00 |    0.558 |  2.27 |  0.054 |
| 1039 | SPAT0975-SLIT1039-DET01 |       974.8 |        0.402 |      3.00 |    0.787 |  0.20 |  0.054 |
| 1039 | SPAT1092-SLIT1039-DET01 |      1091.9 |        0.583 |      3.00 |    0.739 | 28.04 |  0.054 |
| 1039 | SPAT1109-SLIT1039-DET01 |      1108.7 |        0.611 |      3.00 |    1.552 |  0.09 |  0.054 |
| 1039 | SPAT1158-SLIT1039-DET01 |      1157.8 |        0.687 |      3.00 |    1.468 |  0.15 |  0.054 |
| 1039 | SPAT1240-SLIT1039-DET01 |      1239.5 |        0.814 |      3.00 |    2.443 |  1.09 |  0.054 |
| 1039 | SPAT1303-SLIT1039-DET01 |      1303.1 |        0.913 |      3.00 |   24.231 |  0.46 |  0.054 |
| 1039 | SPAT1313-SLIT1039-DET01 |      1312.9 |        0.929 |      3.00 |   25.489 |  0.40 |  0.054 |
