| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1039 | SPAT0772-SLIT1039-DET01 |       771.7 |        0.085 |      3.00 |    1.520 |  0.10 |  0.054 |
| 1039 | SPAT0788-SLIT1039-DET01 |       787.6 |        0.110 |      3.00 |    0.666 |  0.11 |  0.054 |
| 1039 | SPAT0942-SLIT1039-DET01 |       942.0 |        0.350 |      3.00 |    1.032 |  1.17 |  0.054 |
| 1039 | SPAT0977-SLIT1039-DET01 |       976.6 |        0.404 |      3.00 |    1.059 |  0.23 |  0.054 |
| 1039 | SPAT1029-SLIT1039-DET01 |      1029.4 |        0.487 |      3.00 |   31.028 | -0.07 |  0.054 |
| 1039 | SPAT1040-SLIT1039-DET01 |      1039.9 |        0.503 |      3.00 |   26.213 | -0.05 |  0.054 |
| 1039 | SPAT1080-SLIT1039-DET01 |      1080.0 |        0.565 |      3.00 |    0.882 | 63.31 |  0.054 |
| 1039 | SPAT1126-SLIT1039-DET01 |      1125.9 |        0.638 |      3.00 |   30.409 | -0.08 |  0.054 |
| 1039 | SPAT1139-SLIT1039-DET01 |      1138.8 |        0.658 |      3.00 |   37.100 | -0.32 |  0.054 |
| 1039 | SPAT1316-SLIT1039-DET01 |      1316.4 |        0.934 |      3.00 |    1.376 |  0.12 |  0.054 |
