| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0756-SLIT1038-DET01 |       756.4 |        0.064 |      3.00 |   18.235 |  0.74 |  0.061 |
| 1038 | SPAT0771-SLIT1038-DET01 |       770.9 |        0.086 |      3.00 |    3.486 |  0.55 |  0.061 |
| 1038 | SPAT0798-SLIT1038-DET01 |       798.2 |        0.127 |      3.00 |   17.576 |  0.75 |  0.061 |
| 1038 | SPAT0804-SLIT1038-DET01 |       804.0 |        0.135 |      3.00 |   17.566 |  0.76 |  0.061 |
| 1038 | SPAT0817-SLIT1038-DET01 |       816.9 |        0.157 |      3.00 |    7.335 |  0.51 |  0.061 |
| 1038 | SPAT0939-SLIT1038-DET01 |       939.4 |        0.347 |      3.00 |    0.668 |  0.92 |  0.061 |
| 1038 | SPAT0951-SLIT1038-DET01 |       951.5 |        0.367 |      3.00 |    1.376 |  0.50 |  0.061 |
| 1038 | SPAT1123-SLIT1038-DET01 |      1122.5 |        0.632 |      3.00 |    0.657 | 33.90 |  0.061 |
| 1038 | SPAT1140-SLIT1038-DET01 |      1140.5 |        0.661 |      3.00 |    9.581 |  0.62 |  0.061 |
| 1038 | SPAT1263-SLIT1038-DET01 |      1263.1 |        0.852 |      3.00 |    3.912 |  0.24 |  0.061 |
