| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0804-SLIT1038-DET01 |       804.0 |        0.152 |      3.00 |    1.094 | 7.27 |  0.061 |
| 1038 | SPAT1034-SLIT1038-DET01 |      1034.3 |        0.511 |      3.00 |    0.931 | 0.11 |  0.061 |
| 1038 | SPAT1068-SLIT1038-DET01 |      1067.7 |        0.562 |      3.00 |    3.348 | 0.09 |  0.061 |
| 1038 | SPAT1100-SLIT1038-DET01 |      1099.7 |        0.612 |      3.00 |    2.689 | 0.13 |  0.061 |
| 1038 | SPAT1148-SLIT1038-DET01 |      1147.7 |        0.687 |      3.00 |    7.067 | 0.17 |  0.061 |
| 1038 | SPAT1158-SLIT1038-DET01 |      1158.2 |        0.703 |      3.00 |    8.504 | 0.19 |  0.061 |
| 1038 | SPAT1192-SLIT1038-DET01 |      1191.6 |        0.757 |      3.00 |    4.305 | 0.04 |  0.061 |
| 1038 | SPAT1238-SLIT1038-DET01 |      1238.3 |        0.829 |      3.00 |    2.062 | 0.10 |  0.061 |
| 1038 | SPAT1250-SLIT1038-DET01 |      1250.0 |        0.847 |      3.00 |    1.481 | 0.12 |  0.061 |
| 1038 | SPAT1276-SLIT1038-DET01 |      1275.6 |        0.887 |      3.00 |    1.282 | 0.23 |  0.061 |
