| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0755-SLIT1038-DET01 |       755.0 |        0.059 |      3.00 |    4.415 | 0.39 |  0.061 |
| 1038 | SPAT0832-SLIT1038-DET01 |       831.7 |        0.181 |      3.00 |    1.464 | 0.02 |  0.061 |
| 1038 | SPAT0854-SLIT1038-DET01 |       854.0 |        0.215 |      3.00 |    0.660 | 0.18 |  0.061 |
| 1038 | SPAT0938-SLIT1038-DET01 |       938.0 |        0.345 |      3.00 |    2.164 | 0.45 |  0.061 |
| 1038 | SPAT1073-SLIT1038-DET01 |      1072.5 |        0.554 |      3.00 |    0.828 | 6.28 |  0.061 |
| 1038 | SPAT1149-SLIT1038-DET01 |      1149.3 |        0.674 |      3.00 |    1.210 | 1.02 |  0.061 |
| 1038 | SPAT1156-SLIT1038-DET01 |      1155.9 |        0.686 |      3.00 |    4.015 | 0.77 |  0.061 |
| 1038 | SPAT1196-SLIT1038-DET01 |      1196.1 |        0.747 |      3.00 |    1.147 | 2.01 |  0.061 |
| 1038 | SPAT1258-SLIT1038-DET01 |      1258.3 |        0.844 |      3.00 |    5.576 | 0.32 |  0.061 |
| 1038 | SPAT1269-SLIT1038-DET01 |      1269.4 |        0.862 |      3.00 |    9.837 | 0.38 |  0.061 |
