| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0726-SLIT1038-DET01 |       725.9 |        0.028 |      3.00 |    1.039 |  7.94 |  0.061 |
| 1038 | SPAT0785-SLIT1038-DET01 |       784.9 |        0.121 |      3.00 |    1.776 |  0.49 |  0.061 |
| 1038 | SPAT0927-SLIT1038-DET01 |       926.6 |        0.342 |      3.00 |    5.082 |  0.99 |  0.061 |
| 1038 | SPAT0937-SLIT1038-DET01 |       936.8 |        0.356 |      3.00 |    0.996 |  1.61 |  0.061 |
| 1038 | SPAT0979-SLIT1038-DET01 |       979.5 |        0.423 |      3.00 |    0.819 | 20.99 |  0.061 |
| 1038 | SPAT0999-SLIT1038-DET01 |       998.8 |        0.454 |      3.00 |    8.945 |  0.25 |  0.061 |
| 1038 | SPAT1016-SLIT1038-DET01 |      1016.3 |        0.482 |      3.00 |    2.161 |  0.41 |  0.061 |
| 1038 | SPAT1037-SLIT1038-DET01 |      1037.0 |        0.512 |      3.00 |    0.952 |  0.24 |  0.061 |
| 1038 | SPAT1133-SLIT1038-DET01 |      1132.9 |        0.662 |      3.00 |    1.073 |  1.06 |  0.061 |
| 1038 | SPAT1263-SLIT1038-DET01 |      1263.2 |        0.865 |      3.00 |    9.037 |  0.31 |  0.061 |
