| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0776-SLIT1038-DET01 |       776.4 |        0.109 |      3.00 |    3.065 |  0.17 |  0.061 |
| 1038 | SPAT0781-SLIT1038-DET01 |       780.8 |        0.117 |      3.00 |    3.198 |  0.14 |  0.061 |
| 1038 | SPAT0802-SLIT1038-DET01 |       802.0 |        0.149 |      3.00 |    0.757 |  0.06 |  0.061 |
| 1038 | SPAT0871-SLIT1038-DET01 |       870.7 |        0.255 |      3.00 |    3.556 |  0.08 |  0.061 |
| 1038 | SPAT0921-SLIT1038-DET01 |       920.7 |        0.333 |      3.00 |    7.555 |  0.51 |  0.061 |
| 1038 | SPAT0937-SLIT1038-DET01 |       937.3 |        0.359 |      3.00 |    1.495 | 10.17 |  0.061 |
| 1038 | SPAT0976-SLIT1038-DET01 |       976.2 |        0.420 |      3.00 |    1.428 |  0.73 |  0.061 |
| 1038 | SPAT1117-SLIT1038-DET01 |      1116.9 |        0.639 |      3.00 |    0.615 |  0.10 |  0.061 |
| 1038 | SPAT1210-SLIT1038-DET01 |      1209.7 |        0.784 |      3.00 |    2.469 |  0.06 |  0.061 |
| 1038 | SPAT1256-SLIT1038-DET01 |      1256.0 |        0.856 |      3.00 |    3.910 |  0.09 |  0.061 |
