| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0709-SLIT1038-DET01 |       709.2 |        0.010 |      3.00 |    0.340 | 0.74 |  0.061 |
| 1038 | SPAT0804-SLIT1038-DET01 |       804.1 |        0.156 |      3.00 |    1.098 | 9.14 |  0.061 |
| 1038 | SPAT0870-SLIT1038-DET01 |       870.3 |        0.261 |      3.00 |    2.147 | 0.18 |  0.061 |
| 1038 | SPAT1017-SLIT1038-DET01 |      1016.7 |        0.487 |      3.00 |    6.044 | 0.18 |  0.061 |
| 1038 | SPAT1031-SLIT1038-DET01 |      1031.4 |        0.510 |      3.00 |    6.358 | 0.14 |  0.061 |
| 1038 | SPAT1096-SLIT1038-DET01 |      1095.5 |        0.609 |      3.00 |    2.850 | 0.10 |  0.061 |
| 1038 | SPAT1145-SLIT1038-DET01 |      1145.1 |        0.687 |      3.00 |    3.706 | 0.22 |  0.061 |
| 1038 | SPAT1162-SLIT1038-DET01 |      1162.1 |        0.714 |      3.00 |    7.494 | 0.20 |  0.061 |
| 1038 | SPAT1196-SLIT1038-DET01 |      1195.7 |        0.766 |      3.00 |    2.558 | 0.13 |  0.061 |
| 1038 | SPAT1240-SLIT1038-DET01 |      1239.7 |        0.834 |      3.00 |    1.412 | 0.08 |  0.061 |
