| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0750-SLIT1038-DET01 |       750.5 |        0.056 |      3.00 |    3.701 | 0.29 |  0.061 |
| 1038 | SPAT0753-SLIT1038-DET01 |       752.6 |        0.058 |      3.00 |    3.793 | 0.30 |  0.061 |
| 1038 | SPAT0854-SLIT1038-DET01 |       854.2 |        0.216 |      3.00 |    0.958 | 0.21 |  0.061 |
| 1038 | SPAT0938-SLIT1038-DET01 |       938.3 |        0.346 |      3.00 |    2.143 | 0.37 |  0.061 |
| 1038 | SPAT1073-SLIT1038-DET01 |      1072.6 |        0.554 |      3.00 |    0.873 | 6.04 |  0.061 |
| 1038 | SPAT1149-SLIT1038-DET01 |      1149.2 |        0.674 |      3.00 |    1.204 | 0.92 |  0.061 |
| 1038 | SPAT1157-SLIT1038-DET01 |      1156.7 |        0.686 |      3.00 |    4.049 | 0.71 |  0.061 |
| 1038 | SPAT1196-SLIT1038-DET01 |      1196.1 |        0.747 |      3.00 |    1.128 | 1.97 |  0.061 |
| 1038 | SPAT1258-SLIT1038-DET01 |      1258.4 |        0.844 |      3.00 |    4.322 | 0.23 |  0.061 |
| 1038 | SPAT1265-SLIT1038-DET01 |      1265.0 |        0.855 |      3.00 |    5.586 | 0.25 |  0.061 |
