| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0817-SLIT1038-DET01 |       817.4 |        0.177 |      3.00 |    1.714 |  0.13 |  0.061 |
| 1038 | SPAT0870-SLIT1038-DET01 |       870.3 |        0.259 |      3.00 |    2.527 |  0.21 |  0.061 |
| 1038 | SPAT0891-SLIT1038-DET01 |       891.4 |        0.291 |      3.00 |    1.492 |  0.16 |  0.061 |
| 1038 | SPAT0919-SLIT1038-DET01 |       919.2 |        0.336 |      3.00 |    8.827 |  0.49 |  0.061 |
| 1038 | SPAT0937-SLIT1038-DET01 |       937.5 |        0.364 |      3.00 |    1.514 | 10.56 |  0.061 |
| 1038 | SPAT0976-SLIT1038-DET01 |       976.3 |        0.425 |      3.00 |    1.440 |  0.85 |  0.061 |
| 1038 | SPAT0995-SLIT1038-DET01 |       995.3 |        0.454 |      3.00 |    1.627 |  0.10 |  0.061 |
| 1038 | SPAT1019-SLIT1038-DET01 |      1018.7 |        0.490 |      3.00 |    2.503 |  0.10 |  0.061 |
| 1038 | SPAT1032-SLIT1038-DET01 |      1031.8 |        0.512 |      3.00 |    1.296 |  0.13 |  0.061 |
| 1038 | SPAT1258-SLIT1038-DET01 |      1257.7 |        0.863 |      3.00 |    2.990 |  0.13 |  0.061 |
