| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0796-SLIT1038-DET01 |       795.7 |        0.123 |      3.00 |    0.690 | 9.90 |  0.061 |
| 1038 | SPAT0831-SLIT1038-DET01 |       831.3 |        0.179 |      3.00 |    3.911 | 0.18 |  0.061 |
| 1038 | SPAT0836-SLIT1038-DET01 |       836.4 |        0.188 |      3.00 |    3.843 | 0.14 |  0.061 |
| 1038 | SPAT0940-SLIT1038-DET01 |       940.1 |        0.349 |      3.00 |    0.741 | 0.89 |  0.061 |
| 1038 | SPAT1185-SLIT1038-DET01 |      1185.4 |        0.730 |      3.00 |    1.372 | 0.56 |  0.061 |
| 1038 | SPAT1213-SLIT1038-DET01 |      1213.1 |        0.774 |      3.00 |    4.233 | 0.01 |  0.061 |
| 1038 | SPAT1216-SLIT1038-DET01 |      1215.5 |        0.778 |      3.00 |    4.012 | 0.01 |  0.061 |
| 1038 | SPAT1260-SLIT1038-DET01 |      1260.0 |        0.848 |      3.00 |    7.202 | 0.25 |  0.061 |
| 1038 | SPAT1277-SLIT1038-DET01 |      1276.7 |        0.874 |      3.00 |    7.821 | 0.18 |  0.061 |
| 1038 | SPAT1298-SLIT1038-DET01 |      1297.9 |        0.906 |      3.00 |    4.114 | 0.17 |  0.061 |
