| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n | wv_rms |
| 1038 | SPAT0870-SLIT1038-DET01 |       870.5 |        0.241 |      3.00 |    1.013 | 1.55 |  0.049 |
| 1038 | SPAT0879-SLIT1038-DET01 |       879.5 |        0.255 |      3.00 |    5.286 | 0.61 |  0.049 |
| 1038 | SPAT0897-SLIT1038-DET01 |       897.0 |        0.284 |      3.00 |    3.573 | 0.01 |  0.049 |
| 1038 | SPAT0905-SLIT1038-DET01 |       904.8 |        0.295 |      3.00 |    3.128 | 0.03 |  0.049 |
| 1038 | SPAT0933-SLIT1038-DET01 |       932.9 |        0.338 |      3.00 |    5.674 | 0.04 |  0.049 |
| 1038 | SPAT0943-SLIT1038-DET01 |       942.8 |        0.354 |      3.00 |    1.433 | 0.22 |  0.049 |
| 1038 | SPAT0977-SLIT1038-DET01 |       977.0 |        0.407 |      3.00 |    0.928 | 0.03 |  0.049 |
| 1038 | SPAT0999-SLIT1038-DET01 |       999.5 |        0.442 |      3.00 |    2.274 | 0.12 |  0.049 |
| 1038 | SPAT1016-SLIT1038-DET01 |      1016.1 |        0.468 |      3.00 |    1.211 | 0.07 |  0.049 |
| 1038 | SPAT1251-SLIT1038-DET01 |      1251.4 |        0.834 |      3.00 |    2.190 | 0.08 |  0.049 |
