| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0770-SLIT1038-DET01 |       769.6 |        0.084 |      3.00 |    0.984 |  0.20 |  0.049 |
| 1038 | SPAT0817-SLIT1038-DET01 |       817.4 |        0.158 |      3.00 |    0.834 |  2.12 |  0.049 |
| 1038 | SPAT0896-SLIT1038-DET01 |       895.6 |        0.281 |      3.00 |    1.781 |  0.12 |  0.049 |
| 1038 | SPAT0936-SLIT1038-DET01 |       936.1 |        0.343 |      3.00 |    1.010 |  1.05 |  0.049 |
| 1038 | SPAT0951-SLIT1038-DET01 |       951.5 |        0.366 |      3.00 |    1.777 |  0.41 |  0.049 |
| 1038 | SPAT1016-SLIT1038-DET01 |      1016.2 |        0.468 |      3.00 |    0.668 | 95.28 |  0.049 |
| 1038 | SPAT1016-SLIT1038-DET01 |      1016.2 |        0.485 |      3.00 |    7.050 | 30.96 |  0.049 |
| 1038 | SPAT1059-SLIT1038-DET01 |      1059.0 |        0.536 |      3.00 |   25.327 |  1.10 |  0.049 |
| 1038 | SPAT1138-SLIT1038-DET01 |      1138.4 |        0.659 |      3.00 |    0.615 |  0.12 |  0.049 |
| 1038 | SPAT1259-SLIT1038-DET01 |      1258.7 |        0.847 |      3.00 |    4.762 |  0.22 |  0.049 |
