| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0803-SLIT1038-DET01 |       803.5 |        0.137 |      3.00 |    4.331 |  0.08 |  0.049 |
| 1038 | SPAT0900-SLIT1038-DET01 |       900.2 |        0.286 |      3.00 |    1.762 |  0.21 |  0.049 |
| 1038 | SPAT0940-SLIT1038-DET01 |       940.2 |        0.350 |      3.00 |    0.807 |  0.68 |  0.049 |
| 1038 | SPAT0983-SLIT1038-DET01 |       983.2 |        0.416 |      3.00 |    0.609 | 11.85 |  0.049 |
| 1038 | SPAT1211-SLIT1038-DET01 |      1210.6 |        0.770 |      3.00 |    1.381 |  1.07 |  0.049 |
| 1038 | SPAT1235-SLIT1038-DET01 |      1235.2 |        0.809 |      3.00 |    1.298 |  0.25 |  0.049 |
| 1038 | SPAT1242-SLIT1038-DET01 |      1242.1 |        0.821 |      3.00 |   13.305 |  0.28 |  0.049 |
| 1038 | SPAT1263-SLIT1038-DET01 |      1262.6 |        0.853 |      3.00 |    6.203 |  0.30 |  0.049 |
| 1038 | SPAT1272-SLIT1038-DET01 |      1272.0 |        0.866 |      3.00 |    6.646 |  0.26 |  0.049 |
| 1038 | SPAT1285-SLIT1038-DET01 |      1284.9 |        0.887 |      3.00 |    9.821 |  0.21 |  0.049 |
