| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0770-SLIT1038-DET01 |       770.0 |        0.103 |      3.00 |    0.805 |  0.20 |  0.049 |
| 1038 | SPAT0818-SLIT1038-DET01 |       817.6 |        0.176 |      3.00 |    0.960 |  1.88 |  0.049 |
| 1038 | SPAT0866-SLIT1038-DET01 |       865.7 |        0.251 |      3.00 |    3.441 | -0.12 |  0.049 |
| 1038 | SPAT0936-SLIT1038-DET01 |       936.1 |        0.361 |      3.00 |    1.120 |  0.68 |  0.049 |
| 1038 | SPAT0950-SLIT1038-DET01 |       950.5 |        0.384 |      3.00 |    2.421 |  0.04 |  0.049 |
| 1038 | SPAT0966-SLIT1038-DET01 |       966.2 |        0.408 |      3.00 |   13.108 | -0.15 |  0.049 |
| 1038 | SPAT1016-SLIT1038-DET01 |      1016.2 |        0.485 |      3.00 |    0.719 | 93.31 |  0.049 |
| 1038 | SPAT1061-SLIT1038-DET01 |      1060.9 |        0.555 |      3.00 |   12.881 |  0.08 |  0.049 |
| 1038 | SPAT1072-SLIT1038-DET01 |      1072.1 |        0.574 |      3.00 |   12.004 | -0.21 |  0.049 |
| 1038 | SPAT1098-SLIT1038-DET01 |      1097.6 |        0.613 |      3.00 |    3.916 | -0.27 |  0.049 |
