| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0725-SLIT1038-DET01 |       725.4 |        0.016 |      3.00 |   29.416 | -1.06 |  0.049 |
| 1038 | SPAT0736-SLIT1038-DET01 |       735.6 |        0.031 |      3.00 |  112.333 |  0.00 |  0.049 |
| 1038 | SPAT0753-SLIT1038-DET01 |       752.7 |        0.058 |      3.00 |   85.391 | -2.27 |  0.049 |
| 1038 | SPAT0776-SLIT1038-DET01 |       776.5 |        0.097 |      3.00 |   34.782 | -0.22 |  0.049 |
| 1038 | SPAT0804-SLIT1038-DET01 |       804.5 |        0.138 |      3.00 |   63.167 | -0.28 |  0.049 |
| 1038 | SPAT0816-SLIT1038-DET01 |       816.2 |        0.156 |      3.00 |   31.659 | -0.28 |  0.049 |
| 1038 | SPAT0825-SLIT1038-DET01 |       825.1 |        0.170 |      3.00 |   31.164 | -0.02 |  0.049 |
| 1038 | SPAT0939-SLIT1038-DET01 |       939.3 |        0.348 |      3.00 |    0.649 |  5.72 |  0.049 |
| 1038 | SPAT1023-SLIT1038-DET01 |      1023.3 |        0.479 |      3.00 |    0.695 | 27.34 |  0.049 |
| 1038 | SPAT1186-SLIT1038-DET01 |      1186.0 |        0.732 |      3.00 |    1.844 | 27.54 |  0.049 |
