| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0745-SLIT1038-DET01 |       745.4 |        0.061 |      3.00 |    3.100 |  0.15 |  0.049 |
| 1038 | SPAT0777-SLIT1038-DET01 |       776.8 |        0.111 |      3.00 |    3.761 |  0.17 |  0.049 |
| 1038 | SPAT0783-SLIT1038-DET01 |       783.4 |        0.119 |      3.00 |    3.607 |  0.14 |  0.049 |
| 1038 | SPAT0820-SLIT1038-DET01 |       819.8 |        0.177 |      3.00 |    1.239 |  0.32 |  0.049 |
| 1038 | SPAT0872-SLIT1038-DET01 |       871.9 |        0.258 |      3.00 |    2.336 |  0.28 |  0.049 |
| 1038 | SPAT0931-SLIT1038-DET01 |       930.6 |        0.348 |      3.00 |    0.719 |  1.70 |  0.049 |
| 1038 | SPAT0973-SLIT1038-DET01 |       972.9 |        0.414 |      3.00 |    0.742 |  1.92 |  0.049 |
| 1038 | SPAT1035-SLIT1038-DET01 |      1034.7 |        0.512 |      3.00 |    0.812 |  0.07 |  0.049 |
| 1038 | SPAT1068-SLIT1038-DET01 |      1068.0 |        0.562 |      3.00 |    0.646 | 63.70 |  0.049 |
| 1038 | SPAT1262-SLIT1038-DET01 |      1262.2 |        0.865 |      3.00 |    2.476 |  0.31 |  0.049 |
