| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0720-SLIT1038-DET01 |       720.5 |        0.009 |      3.00 |    0.756 |  0.17 |  0.049 |
| 1038 | SPAT0764-SLIT1038-DET01 |       764.0 |        0.075 |      3.00 |    0.994 |  4.68 |  0.049 |
| 1038 | SPAT0788-SLIT1038-DET01 |       787.8 |        0.112 |      3.00 |    1.959 |  0.09 |  0.049 |
| 1038 | SPAT0891-SLIT1038-DET01 |       891.0 |        0.274 |      3.00 |    4.230 |  0.12 |  0.049 |
| 1038 | SPAT0931-SLIT1038-DET01 |       930.7 |        0.336 |      3.00 |    3.438 |  0.16 |  0.049 |
| 1038 | SPAT0938-SLIT1038-DET01 |       937.9 |        0.347 |      3.00 |    1.019 |  0.25 |  0.049 |
| 1038 | SPAT1072-SLIT1038-DET01 |      1072.3 |        0.555 |      3.00 |    0.705 | 26.68 |  0.049 |
| 1038 | SPAT1184-SLIT1038-DET01 |      1184.3 |        0.731 |      3.00 |    0.966 |  0.25 |  0.049 |
| 1038 | SPAT1227-SLIT1038-DET01 |      1226.5 |        0.795 |      3.00 |    1.775 |  0.16 |  0.049 |
| 1038 | SPAT1265-SLIT1038-DET01 |      1264.8 |        0.855 |      3.00 |    2.562 |  0.10 |  0.049 |
