| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0721-SLIT1038-DET01 |       720.5 |        0.010 |      3.00 |    1.294 |  0.24 |  0.049 |
| 1038 | SPAT0764-SLIT1038-DET01 |       763.7 |        0.075 |      3.00 |    0.959 |  4.71 |  0.049 |
| 1038 | SPAT0792-SLIT1038-DET01 |       791.7 |        0.118 |      3.00 |    1.981 |  0.06 |  0.049 |
| 1038 | SPAT0932-SLIT1038-DET01 |       932.3 |        0.336 |      3.00 |    3.421 |  0.23 |  0.049 |
| 1038 | SPAT0938-SLIT1038-DET01 |       938.4 |        0.346 |      3.00 |    2.757 |  0.30 |  0.049 |
| 1038 | SPAT1072-SLIT1038-DET01 |      1072.0 |        0.555 |      3.00 |    0.698 | 26.00 |  0.049 |
| 1038 | SPAT1185-SLIT1038-DET01 |      1185.0 |        0.730 |      3.00 |    1.346 |  0.34 |  0.049 |
| 1038 | SPAT1225-SLIT1038-DET01 |      1224.8 |        0.794 |      3.00 |    1.758 |  0.20 |  0.049 |
| 1038 | SPAT1268-SLIT1038-DET01 |      1268.0 |        0.860 |      3.00 |    5.405 |  0.12 |  0.049 |
| 1038 | SPAT1279-SLIT1038-DET01 |      1279.0 |        0.878 |      3.00 |    7.324 |  0.14 |  0.049 |
