| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1035 | SPAT0017-SLIT1035-DET01 |        16.9 |        0.004 |      3.00 |   20.862 | 4.57 |
| 1035 | SPAT0034-SLIT1035-DET01 |        33.9 |        0.012 |      3.00 |   16.208 | 4.95 |
| 1035 | SPAT0058-SLIT1035-DET01 |        57.7 |        0.023 |      3.00 |    7.017 | 5.95 |
| 1035 | SPAT0059-SLIT1035-DET01 |        59.4 |        0.025 |      3.00 |    6.920 | 5.95 |
| 1035 | SPAT0312-SLIT1035-DET01 |       311.8 |        0.148 |      3.00 |    4.221 | 2.99 |
| 1035 | SPAT0699-SLIT1035-DET01 |       698.8 |        0.337 |      3.00 |    1.590 | 0.28 |
| 1035 | SPAT0831-SLIT1035-DET01 |       831.0 |        0.401 |      3.00 |    2.541 | 0.73 |
| 1035 | SPAT1611-SLIT1035-DET01 |      1610.5 |        0.781 |      3.00 |    0.889 | 5.37 |
| 1035 | SPAT1984-SLIT1035-DET01 |      1984.4 |        0.963 |      3.00 |    7.151 | 2.88 |
| 1035 | SPAT2002-SLIT1035-DET01 |      2001.6 |        0.971 |      3.00 |    6.807 | 3.58 |
