| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1030 | SPAT0059-SLIT1030-DET01 |        59.2 |        0.024 |      3.00 |    1.118 | 0.24 |
| 1030 | SPAT0833-SLIT1030-DET01 |       833.0 |        0.403 |      3.00 |    2.078 | 0.38 |
| 1030 | SPAT1080-SLIT1030-DET01 |      1079.8 |        0.524 |      3.00 |    2.492 | 0.44 |
| 1030 | SPAT1168-SLIT1030-DET01 |      1167.6 |        0.567 |      3.00 |    1.157 | 0.31 |
| 1030 | SPAT1343-SLIT1030-DET01 |      1343.5 |        0.653 |      3.00 |    2.941 | 0.03 |
| 1030 | SPAT1601-SLIT1030-DET01 |      1601.5 |        0.780 |      3.00 |    3.310 | 0.82 |
| 1030 | SPAT1605-SLIT1030-DET01 |      1605.4 |        0.782 |      3.00 |    3.254 | 0.85 |
| 1030 | SPAT1668-SLIT1030-DET01 |      1667.7 |        0.812 |      3.00 |    1.121 | 0.82 |
| 1030 | SPAT1918-SLIT1030-DET01 |      1917.8 |        0.935 |      3.00 |    0.724 | 0.26 |
| 1030 | SPAT2037-SLIT1030-DET01 |      2036.6 |        0.993 |      3.00 |    0.970 | 1.05 |
