| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1032 | SPAT0244-SLIT1032-DET01 |       244.2 |        0.115 |      3.00 |    2.283 | 0.68 |
| 1032 | SPAT0577-SLIT1032-DET01 |       576.8 |        0.278 |      3.00 |   10.856 | 5.35 |
| 1032 | SPAT0588-SLIT1032-DET01 |       587.9 |        0.283 |      3.00 |    9.358 | 5.61 |
| 1032 | SPAT0609-SLIT1032-DET01 |       608.9 |        0.293 |      3.00 |   10.346 | 4.92 |
| 1032 | SPAT0624-SLIT1032-DET01 |       623.6 |        0.300 |      3.00 |   11.340 | 4.92 |
| 1032 | SPAT0703-SLIT1032-DET01 |       703.2 |        0.339 |      3.00 |   15.614 | 1.79 |
| 1032 | SPAT0710-SLIT1032-DET01 |       710.1 |        0.342 |      3.00 |   12.511 | 1.73 |
| 1032 | SPAT0714-SLIT1032-DET01 |       713.6 |        0.344 |      3.00 |   11.791 | 1.69 |
| 1032 | SPAT0886-SLIT1032-DET01 |       886.1 |        0.429 |      3.00 |    0.558 | 5.27 |
| 1032 | SPAT1798-SLIT1032-DET01 |      1797.9 |        0.875 |      3.00 |    4.034 | 1.06 |
