| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1066 | SPAT0073-SLIT1066-DET01 |        72.6 |        0.030 |      3.00 |    3.914 |  0.60 |
| 1066 | SPAT0280-SLIT1066-DET01 |       280.4 |        0.128 |      3.00 |    2.168 |  0.88 |
| 1066 | SPAT0469-SLIT1066-DET01 |       468.8 |        0.217 |      3.00 |   11.423 |  1.28 |
| 1066 | SPAT0474-SLIT1066-DET01 |       474.4 |        0.220 |      3.00 |   11.418 |  1.38 |
| 1066 | SPAT0484-SLIT1066-DET01 |       483.9 |        0.224 |      3.00 |   11.461 |  1.38 |
| 1066 | SPAT0512-SLIT1066-DET01 |       511.5 |        0.237 |      3.00 |   11.511 |  0.97 |
| 1066 | SPAT0921-SLIT1066-DET01 |       920.6 |        0.431 |      3.00 |    0.610 | 18.59 |
| 1066 | SPAT1082-SLIT1066-DET01 |      1081.6 |        0.507 |      3.00 |    1.467 |  0.73 |
| 1066 | SPAT1755-SLIT1066-DET01 |      1755.5 |        0.826 |      3.00 |    1.050 |  0.97 |
| 1066 | SPAT2018-SLIT1066-DET01 |      2018.2 |        0.951 |      3.00 |    3.687 |  0.86 |
