| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1044 | SPAT0106-SLIT1044-DET01 |       106.3 |        0.047 |      3.00 |    2.894 |  1.03 |
| 1044 | SPAT0412-SLIT1044-DET01 |       412.2 |        0.195 |      3.00 |    0.503 |  2.55 |
| 1044 | SPAT0476-SLIT1044-DET01 |       475.7 |        0.225 |      3.00 |    4.434 |  1.43 |
| 1044 | SPAT0581-SLIT1044-DET01 |       581.4 |        0.276 |      3.00 |    7.603 |  2.08 |
| 1044 | SPAT0602-SLIT1044-DET01 |       601.7 |        0.286 |      3.00 |    7.411 |  2.18 |
| 1044 | SPAT0942-SLIT1044-DET01 |       942.2 |        0.451 |      3.00 |    0.483 | 41.92 |
| 1044 | SPAT1041-SLIT1044-DET01 |      1040.7 |        0.499 |      3.00 |    7.256 |  3.13 |
| 1044 | SPAT1059-SLIT1044-DET01 |      1058.7 |        0.507 |      3.00 |    6.593 |  3.37 |
| 1044 | SPAT1496-SLIT1044-DET01 |      1495.8 |        0.719 |      3.00 |    7.808 |  1.63 |
| 1044 | SPAT1839-SLIT1044-DET01 |      1839.5 |        0.885 |      3.00 |    0.739 |  0.82 |
