| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1066 | SPAT0956-SLIT1066-DET01 |       956.1 |        0.448 |      3.00 |    0.657 |  0.20 |
| 1066 | SPAT1082-SLIT1066-DET01 |      1081.6 |        0.508 |      3.00 |    0.449 |  0.33 |
| 1066 | SPAT1112-SLIT1066-DET01 |      1111.6 |        0.521 |      3.00 |    3.502 |  0.43 |
| 1066 | SPAT1118-SLIT1066-DET01 |      1118.3 |        0.525 |      3.00 |    3.192 |  0.45 |
| 1066 | SPAT1134-SLIT1066-DET01 |      1134.0 |        0.533 |      3.00 |    3.809 |  0.54 |
| 1066 | SPAT1144-SLIT1066-DET01 |      1143.9 |        0.537 |      3.00 |    3.687 |  0.47 |
| 1066 | SPAT1344-SLIT1066-DET01 |      1344.0 |        0.632 |      3.00 |    0.930 |  1.37 |
| 1066 | SPAT1405-SLIT1066-DET01 |      1404.6 |        0.661 |      3.00 |    0.550 | 53.00 |
| 1066 | SPAT1468-SLIT1066-DET01 |      1468.2 |        0.690 |      3.00 |    2.876 |  0.17 |
| 1066 | SPAT1593-SLIT1066-DET01 |      1592.8 |        0.750 |      3.00 |    3.604 |  1.80 |
