| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1044 | SPAT0765-SLIT1044-DET01 |       764.8 |        0.365 |      3.00 |    1.441 |  0.22 |
| 1044 | SPAT0780-SLIT1044-DET01 |       780.3 |        0.373 |      3.00 |    5.557 |  0.54 |
| 1044 | SPAT0790-SLIT1044-DET01 |       790.1 |        0.378 |      3.00 |    5.545 |  0.55 |
| 1044 | SPAT0798-SLIT1044-DET01 |       798.3 |        0.381 |      3.00 |    5.669 |  0.40 |
| 1044 | SPAT0903-SLIT1044-DET01 |       903.4 |        0.432 |      3.00 |    7.916 |  0.91 |
| 1044 | SPAT0925-SLIT1044-DET01 |       924.8 |        0.443 |      3.00 |    7.668 |  0.87 |
| 1044 | SPAT0952-SLIT1044-DET01 |       951.7 |        0.455 |      3.00 |    0.664 |  0.08 |
| 1044 | SPAT1059-SLIT1044-DET01 |      1058.7 |        0.507 |      3.00 |    0.918 |  0.97 |
| 1044 | SPAT1127-SLIT1044-DET01 |      1126.7 |        0.540 |      3.00 |    0.550 | 35.96 |
| 1044 | SPAT1225-SLIT1044-DET01 |      1224.7 |        0.588 |      3.00 |    1.061 |  2.48 |
