| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1060 | SPAT0215-SLIT1060-DET01 |       215.4 |        0.098 |      3.00 |    0.878 |  2.05 |
| 1060 | SPAT0324-SLIT1060-DET01 |       324.4 |        0.150 |      3.00 |   10.849 |  0.80 |
| 1060 | SPAT0645-SLIT1060-DET01 |       645.5 |        0.302 |      3.00 |    2.024 |  0.84 |
| 1060 | SPAT0818-SLIT1060-DET01 |       817.9 |        0.385 |      3.00 |    3.564 |  0.69 |
| 1060 | SPAT0953-SLIT1060-DET01 |       953.3 |        0.449 |      3.00 |    0.600 | 39.65 |
| 1060 | SPAT1117-SLIT1060-DET01 |      1117.3 |        0.527 |      3.00 |   11.368 |  1.18 |
| 1060 | SPAT1137-SLIT1060-DET01 |      1136.9 |        0.536 |      3.00 |   11.150 |  1.16 |
| 1060 | SPAT1631-SLIT1060-DET01 |      1631.0 |        0.772 |      3.00 |    3.734 | 10.14 |
| 1060 | SPAT1736-SLIT1060-DET01 |      1736.2 |        0.822 |      3.00 |    0.779 |  0.83 |
| 1060 | SPAT2011-SLIT1060-DET01 |      2011.3 |        0.953 |      3.00 |    8.134 |  1.10 |
