| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1035 | SPAT0062-SLIT1035-DET01 |        62.1 |        0.025 |      3.00 |   11.275 |  1.23 |
| 1035 | SPAT0076-SLIT1035-DET01 |        75.8 |        0.032 |      3.00 |   11.135 |  1.21 |
| 1035 | SPAT0085-SLIT1035-DET01 |        85.4 |        0.037 |      3.00 |   11.592 |  0.97 |
| 1035 | SPAT0351-SLIT1035-DET01 |       350.8 |        0.166 |      3.00 |    2.172 |  0.58 |
| 1035 | SPAT0387-SLIT1035-DET01 |       387.0 |        0.184 |      3.00 |    3.431 |  0.66 |
| 1035 | SPAT0393-SLIT1035-DET01 |       393.5 |        0.187 |      3.00 |    3.302 |  0.72 |
| 1035 | SPAT0928-SLIT1035-DET01 |       928.4 |        0.448 |      3.00 |    0.572 | 24.34 |
| 1035 | SPAT1050-SLIT1035-DET01 |      1049.7 |        0.508 |      3.00 |    4.759 |  0.46 |
| 1035 | SPAT2013-SLIT1035-DET01 |      2013.5 |        0.977 |      3.00 |    0.655 |  1.71 |
| 1035 | SPAT2031-SLIT1035-DET01 |      2030.6 |        0.985 |      3.00 |    1.163 |  0.36 |
