| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1044 | SPAT0750-SLIT1044-DET01 |       749.9 |        0.358 |      3.00 |    0.449 |  0.00 |
| 1044 | SPAT0794-SLIT1044-DET01 |       793.6 |        0.379 |      3.00 |    3.454 | -0.04 |
| 1044 | SPAT0796-SLIT1044-DET01 |       795.8 |        0.380 |      3.00 |    3.523 | -0.28 |
| 1044 | SPAT0852-SLIT1044-DET01 |       852.4 |        0.408 |      3.00 |    0.465 |  5.59 |
| 1044 | SPAT0871-SLIT1044-DET01 |       871.2 |        0.417 |      3.00 |    0.455 | 51.62 |
| 1044 | SPAT0933-SLIT1044-DET01 |       932.6 |        0.447 |      3.00 |    4.594 | -2.24 |
| 1044 | SPAT0950-SLIT1044-DET01 |       950.1 |        0.455 |      3.00 |    4.741 |  0.34 |
| 1044 | SPAT1057-SLIT1044-DET01 |      1057.0 |        0.506 |      3.00 |    0.481 |  0.20 |
| 1044 | SPAT1089-SLIT1044-DET01 |      1089.4 |        0.522 |      3.00 |    2.035 |  0.14 |
| 1044 | SPAT1109-SLIT1044-DET01 |      1108.6 |        0.532 |      3.00 |    4.635 |  0.14 |
| 1044 | SPAT1120-SLIT1044-DET01 |      1120.2 |        0.537 |      3.00 |    4.329 |  0.23 |
| 1044 | SPAT1123-SLIT1044-DET01 |      1123.4 |        0.538 |      3.00 |    4.270 |  0.18 |
| 1044 | SPAT1215-SLIT1044-DET01 |      1215.3 |        0.583 |      3.00 |   14.407 |  0.06 |
| 1044 | SPAT1222-SLIT1044-DET01 |      1222.5 |        0.587 |      3.00 |    2.693 |  0.03 |
| 1044 | SPAT1239-SLIT1044-DET01 |      1239.2 |        0.595 |      3.00 |    6.231 |  0.22 |
| 1044 | SPAT1251-SLIT1044-DET01 |      1251.3 |        0.600 |      3.00 |    8.366 |  0.30 |
| 1044 | SPAT1262-SLIT1044-DET01 |      1262.2 |        0.606 |      3.00 |    6.303 |  0.24 |
| 1044 | SPAT1273-SLIT1044-DET01 |      1272.8 |        0.611 |      3.00 |    9.524 |  0.20 |
| 1044 | SPAT1288-SLIT1044-DET01 |      1287.9 |        0.618 |      3.00 |   14.470 |  0.07 |
| 1044 | SPAT1333-SLIT1044-DET01 |      1333.5 |        0.640 |      3.00 |    1.432 |  0.05 |
