| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1044 | SPAT0771-SLIT1044-DET01 |       771.2 |        0.368 |      3.00 |    3.875 |  0.42 |
| 1044 | SPAT0780-SLIT1044-DET01 |       779.9 |        0.373 |      3.00 |    3.966 |  0.00 |
| 1044 | SPAT0842-SLIT1044-DET01 |       841.7 |        0.402 |      3.00 |    0.505 | 30.04 |
| 1044 | SPAT0905-SLIT1044-DET01 |       905.3 |        0.433 |      3.00 |    1.974 |  0.14 |
| 1044 | SPAT0967-SLIT1044-DET01 |       966.7 |        0.463 |      3.00 |    1.087 |  1.36 |
| 1044 | SPAT0989-SLIT1044-DET01 |       989.4 |        0.474 |      3.00 |    7.786 |  0.51 |
| 1044 | SPAT0999-SLIT1044-DET01 |       999.2 |        0.479 |      3.00 |    8.014 |  0.04 |
| 1044 | SPAT1060-SLIT1044-DET01 |      1059.8 |        0.508 |      3.00 |    0.449 |  0.35 |
| 1044 | SPAT1077-SLIT1044-DET01 |      1076.5 |        0.516 |      3.00 |    3.905 |  0.24 |
| 1044 | SPAT1087-SLIT1044-DET01 |      1087.4 |        0.521 |      3.00 |    1.905 |  0.19 |
| 1044 | SPAT1148-SLIT1044-DET01 |      1148.2 |        0.551 |      3.00 |    1.465 |  0.40 |
| 1044 | SPAT1165-SLIT1044-DET01 |      1165.0 |        0.559 |      3.00 |    5.434 |  0.37 |
| 1044 | SPAT1218-SLIT1044-DET01 |      1217.5 |        0.584 |      3.00 |    1.156 |  0.23 |
| 1044 | SPAT1232-SLIT1044-DET01 |      1232.3 |        0.591 |      3.00 |    8.677 |  0.63 |
| 1044 | SPAT1244-SLIT1044-DET01 |      1244.5 |        0.597 |      3.00 |    1.884 |  0.52 |
| 1044 | SPAT1269-SLIT1044-DET01 |      1268.7 |        0.609 |      3.00 |    8.717 |  0.08 |
| 1044 | SPAT1346-SLIT1044-DET01 |      1345.7 |        0.646 |      3.00 |    8.122 |  1.06 |
| 1044 | SPAT1355-SLIT1044-DET01 |      1354.7 |        0.651 |      3.00 |    8.009 |  1.40 |
| 1044 | SPAT1365-SLIT1044-DET01 |      1364.8 |        0.656 |      3.00 |    7.961 |  1.49 |
| 1044 | SPAT1365-SLIT1044-DET01 |      1365.2 |        0.656 |      3.00 |    7.968 |  1.52 |
