| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1035 | SPAT0623-SLIT1035-DET01 |       622.9 |        0.299 |      3.00 |    2.535 |  0.18 |
| 1035 | SPAT0684-SLIT1035-DET01 |       684.2 |        0.329 |      3.00 |    3.499 |  0.31 |
| 1035 | SPAT0694-SLIT1035-DET01 |       694.4 |        0.334 |      3.00 |    3.858 |  0.15 |
| 1035 | SPAT0733-SLIT1035-DET01 |       732.5 |        0.353 |      3.00 |    0.677 |  0.06 |
| 1035 | SPAT0908-SLIT1035-DET01 |       907.7 |        0.438 |      3.00 |    4.760 |  0.38 |
| 1035 | SPAT0914-SLIT1035-DET01 |       913.8 |        0.441 |      3.00 |    4.767 |  0.34 |
| 1035 | SPAT0934-SLIT1035-DET01 |       933.5 |        0.451 |      3.00 |    5.469 |  0.02 |
| 1035 | SPAT0946-SLIT1035-DET01 |       945.6 |        0.456 |      3.00 |    5.202 |  0.07 |
| 1035 | SPAT0954-SLIT1035-DET01 |       953.6 |        0.460 |      3.00 |    5.511 |  0.06 |
| 1035 | SPAT0977-SLIT1035-DET01 |       977.3 |        0.472 |      3.00 |    5.414 |  0.07 |
| 1035 | SPAT0987-SLIT1035-DET01 |       987.3 |        0.476 |      3.00 |    3.434 |  0.06 |
| 1035 | SPAT1051-SLIT1035-DET01 |      1051.4 |        0.508 |      3.00 |    1.214 |  0.33 |
| 1035 | SPAT1072-SLIT1035-DET01 |      1071.9 |        0.518 |      3.00 |    1.616 |  0.25 |
| 1035 | SPAT1213-SLIT1035-DET01 |      1212.6 |        0.587 |      3.00 |    1.198 |  0.10 |
| 1035 | SPAT1294-SLIT1035-DET01 |      1294.3 |        0.627 |      3.00 |    1.753 |  0.08 |
| 1035 | SPAT1308-SLIT1035-DET01 |      1308.2 |        0.633 |      3.00 |    1.889 |  0.09 |
| 1035 | SPAT1363-SLIT1035-DET01 |      1362.8 |        0.660 |      3.00 |    0.727 | 12.09 |
| 1035 | SPAT1476-SLIT1035-DET01 |      1476.3 |        0.716 |      3.00 |    4.756 |  0.47 |
| 1035 | SPAT1490-SLIT1035-DET01 |      1490.0 |        0.722 |      3.00 |    5.057 |  0.46 |
| 1035 | SPAT1524-SLIT1035-DET01 |      1524.1 |        0.738 |      3.00 |    1.448 |  0.08 |
