| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1044 | SPAT0641-SLIT1044-DET01 |       641.5 |        0.305 |      3.00 |    7.994 |  0.23 |
| 1044 | SPAT0655-SLIT1044-DET01 |       655.1 |        0.313 |      3.00 |    6.429 |  0.35 |
| 1044 | SPAT0657-SLIT1044-DET01 |       657.4 |        0.314 |      3.00 |    6.346 |  0.36 |
| 1044 | SPAT0670-SLIT1044-DET01 |       669.8 |        0.320 |      3.00 |    6.075 |  0.27 |
| 1044 | SPAT0741-SLIT1044-DET01 |       741.1 |        0.354 |      3.00 |    0.552 | 18.53 |
| 1044 | SPAT0803-SLIT1044-DET01 |       802.7 |        0.383 |      3.00 |    2.163 |  0.11 |
| 1044 | SPAT0817-SLIT1044-DET01 |       817.4 |        0.391 |      3.00 |    4.670 |  0.06 |
| 1044 | SPAT0900-SLIT1044-DET01 |       900.4 |        0.430 |      3.00 |    7.280 |  0.30 |
| 1044 | SPAT0903-SLIT1044-DET01 |       902.7 |        0.432 |      3.00 |    7.067 |  0.30 |
| 1044 | SPAT0924-SLIT1044-DET01 |       923.8 |        0.442 |      3.00 |    7.688 |  0.19 |
| 1044 | SPAT0961-SLIT1044-DET01 |       961.3 |        0.461 |      3.00 |    8.212 |  0.28 |
| 1044 | SPAT0977-SLIT1044-DET01 |       977.0 |        0.468 |      3.00 |    7.758 |  0.55 |
| 1044 | SPAT0984-SLIT1044-DET01 |       984.2 |        0.471 |      3.00 |    7.761 |  0.50 |
| 1044 | SPAT0997-SLIT1044-DET01 |       996.9 |        0.478 |      3.00 |    8.159 |  0.35 |
| 1044 | SPAT1059-SLIT1044-DET01 |      1059.5 |        0.508 |      3.00 |    0.449 |  0.16 |
| 1044 | SPAT1081-SLIT1044-DET01 |      1080.7 |        0.518 |      3.00 |    2.373 |  0.00 |
| 1044 | SPAT1096-SLIT1044-DET01 |      1095.8 |        0.526 |      3.00 |    0.928 |  0.00 |
| 1044 | SPAT1159-SLIT1044-DET01 |      1159.0 |        0.556 |      3.00 |    3.434 |  0.11 |
| 1044 | SPAT1163-SLIT1044-DET01 |      1162.6 |        0.558 |      3.00 |    3.828 |  0.12 |
| 1044 | SPAT1180-SLIT1044-DET01 |      1179.6 |        0.566 |      3.00 |    1.628 |  0.08 |
