| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1032 | SPAT0112-SLIT1032-DET01 |       112.2 |        0.050 |      3.00 |    2.342 |  0.66 |
| 1032 | SPAT0196-SLIT1032-DET01 |       196.3 |        0.091 |      3.00 |    2.363 |  2.18 |
| 1032 | SPAT0449-SLIT1032-DET01 |       449.0 |        0.215 |      3.00 |    3.733 |  1.21 |
| 1032 | SPAT0456-SLIT1032-DET01 |       456.4 |        0.218 |      3.00 |    3.869 |  1.14 |
| 1032 | SPAT0513-SLIT1032-DET01 |       512.6 |        0.246 |      3.00 |    3.850 |  0.46 |
| 1032 | SPAT0842-SLIT1032-DET01 |       842.0 |        0.407 |      3.00 |    0.807 | 19.86 |
| 1032 | SPAT1538-SLIT1032-DET01 |      1537.7 |        0.747 |      3.00 |    1.744 |  1.06 |
| 1032 | SPAT1572-SLIT1032-DET01 |      1571.8 |        0.764 |      3.00 |    0.777 |  7.15 |
| 1032 | SPAT1671-SLIT1032-DET01 |      1671.4 |        0.813 |      3.00 |    3.345 |  1.57 |
| 1032 | SPAT1782-SLIT1032-DET01 |      1782.3 |        0.867 |      3.00 |    1.993 |  0.55 |
