| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1077 | SPAT0290-SLIT1077-DET01 |       290.4 |        0.131 |      3.00 |    0.391 |  0.92 |
| 1077 | SPAT0324-SLIT1077-DET01 |       324.3 |        0.147 |      3.00 |    3.153 |  1.93 |
| 1077 | SPAT0623-SLIT1077-DET01 |       622.7 |        0.287 |      3.00 |    4.806 |  3.50 |
| 1077 | SPAT0629-SLIT1077-DET01 |       628.6 |        0.290 |      3.00 |    4.959 |  3.52 |
| 1077 | SPAT0931-SLIT1077-DET01 |       931.1 |        0.432 |      3.00 |    0.636 | 13.21 |
| 1077 | SPAT1519-SLIT1077-DET01 |      1519.1 |        0.707 |      3.00 |   11.677 |  3.21 |
| 1077 | SPAT1861-SLIT1077-DET01 |      1861.4 |        0.867 |      3.00 |   17.637 |  7.17 |
| 1077 | SPAT1874-SLIT1077-DET01 |      1874.3 |        0.874 |      3.00 |   19.032 |  7.57 |
| 1077 | SPAT1889-SLIT1077-DET01 |      1888.5 |        0.880 |      3.00 |   17.067 |  7.61 |
| 1077 | SPAT2032-SLIT1077-DET01 |      2031.8 |        0.947 |      3.00 |   13.581 |  7.21 |
