| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1066 | SPAT0134-SLIT1066-DET01 |       134.1 |        0.059 |      3.00 |    8.703 |  3.21 |
| 1066 | SPAT0142-SLIT1066-DET01 |       142.5 |        0.063 |      3.00 |    9.062 |  2.87 |
| 1066 | SPAT0455-SLIT1066-DET01 |       455.2 |        0.211 |      3.00 |    8.087 |  2.55 |
| 1066 | SPAT0587-SLIT1066-DET01 |       586.6 |        0.273 |      3.00 |    5.353 |  4.33 |
| 1066 | SPAT0877-SLIT1066-DET01 |       877.4 |        0.411 |      3.00 |    0.520 | 21.74 |
| 1066 | SPAT1214-SLIT1066-DET01 |      1213.8 |        0.570 |      3.00 |    8.432 |  2.28 |
| 1066 | SPAT1704-SLIT1066-DET01 |      1703.6 |        0.802 |      3.00 |    3.428 |  6.86 |
| 1066 | SPAT1724-SLIT1066-DET01 |      1724.0 |        0.811 |      3.00 |    9.075 |  3.64 |
| 1066 | SPAT1737-SLIT1066-DET01 |      1737.2 |        0.818 |      3.00 |    8.778 |  3.82 |
| 1066 | SPAT1837-SLIT1066-DET01 |      1836.7 |        0.865 |      3.00 |    9.161 |  2.16 |
