| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1049 | SPAT0384-SLIT1049-DET01 |       384.2 |        0.180 |      3.00 |    5.637 | 0.39 |
| 1049 | SPAT0392-SLIT1049-DET01 |       392.1 |        0.184 |      3.00 |    4.073 | 0.32 |
| 1049 | SPAT0786-SLIT1049-DET01 |       786.5 |        0.374 |      3.00 |    1.014 | 0.90 |
| 1049 | SPAT0866-SLIT1049-DET01 |       865.8 |        0.412 |      3.00 |    1.424 | 0.47 |
| 1049 | SPAT1063-SLIT1049-DET01 |      1063.2 |        0.507 |      3.00 |    0.494 | 5.14 |
| 1049 | SPAT1501-SLIT1049-DET01 |      1500.5 |        0.717 |      3.00 |    1.741 | 0.16 |
| 1049 | SPAT1882-SLIT1049-DET01 |      1881.6 |        0.900 |      3.00 |    1.816 | 0.25 |
| 1049 | SPAT1986-SLIT1049-DET01 |      1986.4 |        0.951 |      3.00 |    3.190 | 0.09 |
| 1049 | SPAT2030-SLIT1049-DET01 |      2030.0 |        0.971 |      3.00 |    0.502 | 0.26 |
