| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1035 | SPAT0067-SLIT1035-DET01 |        67.0 |        0.028 |      3.00 |    4.643 | 1.00 |
| 1035 | SPAT0375-SLIT1035-DET01 |       375.5 |        0.178 |      3.00 |    1.002 | 0.28 |
| 1035 | SPAT0528-SLIT1035-DET01 |       528.3 |        0.253 |      3.00 |    4.277 | 0.84 |
| 1035 | SPAT1051-SLIT1035-DET01 |      1051.2 |        0.508 |      3.00 |    0.962 | 0.35 |
| 1035 | SPAT1127-SLIT1035-DET01 |      1127.0 |        0.545 |      3.00 |    0.668 | 2.23 |
| 1035 | SPAT1168-SLIT1035-DET01 |      1167.8 |        0.565 |      3.00 |    2.507 | 0.36 |
| 1035 | SPAT1534-SLIT1035-DET01 |      1534.5 |        0.743 |      3.00 |    1.316 | 0.42 |
| 1035 | SPAT1680-SLIT1035-DET01 |      1679.5 |        0.814 |      3.00 |    3.918 | 0.78 |
| 1035 | SPAT1723-SLIT1035-DET01 |      1722.8 |        0.835 |      3.00 |    0.971 | 0.35 |
| 1035 | SPAT1807-SLIT1035-DET01 |      1806.7 |        0.877 |      3.00 |    4.379 | 1.34 |
