| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1036 | SPAT0031-SLIT1036-DET01 |        30.5 |        0.010 |      3.00 |    3.171 | 0.27 |
| 1036 | SPAT0145-SLIT1036-DET01 |       144.8 |        0.065 |      3.00 |    2.875 | 0.42 |
| 1036 | SPAT0514-SLIT1036-DET01 |       514.1 |        0.246 |      3.00 |    5.797 | 0.60 |
| 1036 | SPAT0531-SLIT1036-DET01 |       531.4 |        0.254 |      3.00 |    4.882 | 0.97 |
| 1036 | SPAT0621-SLIT1036-DET01 |       621.1 |        0.298 |      3.00 |    1.215 | 1.30 |
| 1036 | SPAT0639-SLIT1036-DET01 |       639.5 |        0.307 |      3.00 |    1.835 | 0.46 |
| 1036 | SPAT0659-SLIT1036-DET01 |       659.0 |        0.316 |      3.00 |    1.332 | 0.44 |
| 1036 | SPAT1050-SLIT1036-DET01 |      1050.4 |        0.507 |      3.00 |    0.438 | 2.55 |
| 1036 | SPAT1555-SLIT1036-DET01 |      1554.7 |        0.753 |      3.00 |    5.142 | 0.72 |
| 1036 | SPAT2000-SLIT1036-DET01 |      1999.6 |        0.970 |      3.00 |    4.802 | 0.68 |
