| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0795-SLIT1037-DET01 |       795.5 |        0.125 |      3.00 |    2.801 |  1.09 |  0.055 |
| 1037 | SPAT0807-SLIT1037-DET01 |       806.5 |        0.142 |      3.00 |    0.829 | 16.90 |  0.055 |
| 1037 | SPAT0897-SLIT1037-DET01 |       897.1 |        0.284 |      3.00 |    3.493 |  0.05 |  0.055 |
| 1037 | SPAT0936-SLIT1037-DET01 |       936.0 |        0.343 |      3.00 |    0.697 |  1.84 |  0.055 |
| 1037 | SPAT0984-SLIT1037-DET01 |       983.6 |        0.418 |      3.00 |    1.621 |  0.26 |  0.055 |
| 1037 | SPAT1012-SLIT1037-DET01 |      1011.5 |        0.461 |      3.00 |    1.143 |  0.13 |  0.055 |
| 1037 | SPAT1173-SLIT1037-DET01 |      1173.0 |        0.713 |      3.00 |    0.850 |  0.21 |  0.055 |
| 1037 | SPAT1222-SLIT1037-DET01 |      1222.0 |        0.791 |      3.00 |    5.957 |  0.11 |  0.055 |
| 1037 | SPAT1304-SLIT1037-DET01 |      1304.4 |        0.917 |      3.00 |    0.913 |  0.26 |  0.055 |
| 1037 | SPAT1347-SLIT1037-DET01 |      1346.6 |        0.983 |      3.00 |    0.942 |  0.96 |  0.055 |
