| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0749-SLIT1037-DET01 |       749.0 |        0.053 |      3.00 |    1.442 |  0.17 |  0.055 |
| 1037 | SPAT0843-SLIT1037-DET01 |       843.0 |        0.199 |      3.00 |    1.667 |  0.34 |  0.055 |
| 1037 | SPAT0941-SLIT1037-DET01 |       940.7 |        0.351 |      3.00 |    1.132 |  1.05 |  0.055 |
| 1037 | SPAT1029-SLIT1037-DET01 |      1029.2 |        0.488 |      3.00 |    0.797 | 17.26 |  0.055 |
| 1037 | SPAT1145-SLIT1037-DET01 |      1144.9 |        0.669 |      3.00 |    2.334 |  0.25 |  0.055 |
| 1037 | SPAT1224-SLIT1037-DET01 |      1223.7 |        0.793 |      3.00 |    3.513 |  0.11 |  0.055 |
| 1037 | SPAT1260-SLIT1037-DET01 |      1259.6 |        0.847 |      3.00 |    7.361 |  0.21 |  0.055 |
| 1037 | SPAT1263-SLIT1037-DET01 |      1262.9 |        0.853 |      3.00 |    3.795 |  0.23 |  0.055 |
| 1037 | SPAT1275-SLIT1037-DET01 |      1275.0 |        0.872 |      3.00 |    7.907 |  0.23 |  0.055 |
| 1037 | SPAT1312-SLIT1037-DET01 |      1311.7 |        0.928 |      3.00 |    1.272 |  0.09 |  0.055 |
