| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0941-SLIT1037-DET01 |       940.6 |        0.351 |      3.00 |    1.096 |  0.79 |  0.055 |
| 1037 | SPAT0956-SLIT1037-DET01 |       956.0 |        0.375 |      3.00 |    6.696 |  0.11 |  0.055 |
| 1037 | SPAT0974-SLIT1037-DET01 |       974.4 |        0.403 |      3.00 |   18.695 |  0.15 |  0.055 |
| 1037 | SPAT1022-SLIT1037-DET01 |      1022.4 |        0.478 |      3.00 |    0.886 | 40.78 |  0.055 |
| 1037 | SPAT1055-SLIT1037-DET01 |      1055.1 |        0.531 |      3.00 |   10.459 |  0.20 |  0.055 |
| 1037 | SPAT1077-SLIT1037-DET01 |      1076.6 |        0.563 |      3.00 |   10.057 |  0.29 |  0.055 |
| 1037 | SPAT1087-SLIT1037-DET01 |      1086.9 |        0.579 |      3.00 |    6.422 |  0.19 |  0.055 |
| 1037 | SPAT1262-SLIT1037-DET01 |      1262.4 |        0.852 |      3.00 |    5.255 |  0.17 |  0.055 |
| 1037 | SPAT1272-SLIT1037-DET01 |      1272.4 |        0.869 |      3.00 |    5.269 |  0.19 |  0.055 |
| 1037 | SPAT1328-SLIT1037-DET01 |      1327.9 |        0.955 |      3.00 |    1.653 |  0.13 |  0.055 |
