| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0777-SLIT1037-DET01 |       776.8 |        0.095 |      3.00 |    1.923 |  1.19 |  0.055 |
| 1037 | SPAT0807-SLIT1037-DET01 |       806.7 |        0.142 |      3.00 |    0.825 | 18.60 |  0.055 |
| 1037 | SPAT0905-SLIT1037-DET01 |       905.1 |        0.295 |      3.00 |    1.286 |  0.19 |  0.055 |
| 1037 | SPAT0928-SLIT1037-DET01 |       928.0 |        0.331 |      3.00 |    0.853 |  0.46 |  0.055 |
| 1037 | SPAT0961-SLIT1037-DET01 |       961.5 |        0.383 |      3.00 |    1.697 |  0.33 |  0.055 |
| 1037 | SPAT1075-SLIT1037-DET01 |      1074.9 |        0.560 |      3.00 |    1.102 |  0.26 |  0.055 |
| 1037 | SPAT1212-SLIT1037-DET01 |      1211.9 |        0.772 |      3.00 |    5.209 |  0.09 |  0.055 |
| 1037 | SPAT1244-SLIT1037-DET01 |      1243.7 |        0.823 |      3.00 |    2.311 |  0.22 |  0.055 |
| 1037 | SPAT1263-SLIT1037-DET01 |      1262.7 |        0.853 |      3.00 |    9.266 |  0.25 |  0.055 |
| 1037 | SPAT1285-SLIT1037-DET01 |      1285.2 |        0.888 |      3.00 |    3.301 |  0.12 |  0.055 |
