| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n |
| 1066 | SPAT0136-SLIT1066-DET01 |       135.5 |        0.060 |      3.00 |    7.383 |  0.75 |
| 1066 | SPAT0145-SLIT1066-DET01 |       145.1 |        0.064 |      3.00 |    7.439 |  0.60 |
| 1066 | SPAT0889-SLIT1066-DET01 |       889.2 |        0.416 |      3.00 |    0.824 |  1.66 |
| 1066 | SPAT0948-SLIT1066-DET01 |       947.5 |        0.444 |      3.00 |    0.603 | 16.88 |
| 1066 | SPAT1081-SLIT1066-DET01 |      1081.4 |        0.507 |      3.00 |    0.914 |  0.71 |
| 1066 | SPAT1694-SLIT1066-DET01 |      1694.5 |        0.798 |      3.00 |   11.405 |  1.74 |
| 1066 | SPAT1706-SLIT1066-DET01 |      1706.1 |        0.803 |      3.00 |    9.222 |  1.68 |
| 1066 | SPAT1714-SLIT1066-DET01 |      1713.7 |        0.807 |      3.00 |   11.611 |  1.48 |
| 1066 | SPAT2092-SLIT1066-DET01 |      2091.9 |        0.984 |      3.00 |    8.682 |  2.09 |
| 1066 | SPAT2109-SLIT1066-DET01 |      2108.5 |        0.994 |      3.00 |    9.029 |  1.72 |
