| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0816-SLIT1037-DET01 |       816.0 |        0.175 |      3.00 |   15.948 |  0.48 |  0.055 |
| 1037 | SPAT0832-SLIT1037-DET01 |       831.8 |        0.199 |      3.00 |    0.703 | 16.56 |  0.055 |
| 1037 | SPAT0849-SLIT1037-DET01 |       849.1 |        0.227 |      3.00 |    1.294 |  0.55 |  0.055 |
| 1037 | SPAT0860-SLIT1037-DET01 |       860.3 |        0.244 |      3.00 |   15.980 |  0.53 |  0.055 |
| 1037 | SPAT0870-SLIT1037-DET01 |       869.6 |        0.258 |      3.00 |   15.953 |  0.26 |  0.055 |
| 1037 | SPAT0935-SLIT1037-DET01 |       934.8 |        0.359 |      3.00 |    0.628 |  2.37 |  0.055 |
| 1037 | SPAT0951-SLIT1037-DET01 |       951.3 |        0.385 |      3.00 |    2.111 |  0.13 |  0.055 |
| 1037 | SPAT1013-SLIT1037-DET01 |      1013.1 |        0.481 |      3.00 |    1.290 |  1.95 |  0.055 |
| 1037 | SPAT1259-SLIT1037-DET01 |      1258.5 |        0.864 |      3.00 |    1.264 |  1.12 |  0.055 |
| 1037 | SPAT1260-SLIT1037-DET01 |      1259.5 |        0.873 |      3.00 |    3.755 |  0.99 |  0.055 |
