| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0789-SLIT1037-DET01 |       789.5 |        0.115 |      3.00 |    0.877 | 42.55 |  0.055 |
| 1037 | SPAT0807-SLIT1037-DET01 |       807.1 |        0.142 |      3.00 |    8.024 |  1.84 |  0.055 |
| 1037 | SPAT0851-SLIT1037-DET01 |       850.7 |        0.210 |      3.00 |    1.218 |  0.88 |  0.055 |
| 1037 | SPAT0944-SLIT1037-DET01 |       944.2 |        0.356 |      3.00 |    1.012 |  0.81 |  0.055 |
| 1037 | SPAT1051-SLIT1037-DET01 |      1050.7 |        0.523 |      3.00 |    1.452 |  0.07 |  0.055 |
| 1037 | SPAT1098-SLIT1037-DET01 |      1097.7 |        0.596 |      3.00 |    1.387 |  0.10 |  0.055 |
| 1037 | SPAT1121-SLIT1037-DET01 |      1121.1 |        0.632 |      3.00 |    2.246 |  0.22 |  0.055 |
| 1037 | SPAT1197-SLIT1037-DET01 |      1196.8 |        0.750 |      3.00 |    2.760 |  0.12 |  0.055 |
| 1037 | SPAT1225-SLIT1037-DET01 |      1225.2 |        0.795 |      3.00 |    3.120 |  0.34 |  0.055 |
| 1037 | SPAT1263-SLIT1037-DET01 |      1262.6 |        0.853 |      3.00 |    4.598 |  0.33 |  0.055 |
