| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0776-SLIT1037-DET01 |       776.0 |        0.112 |      3.00 |    1.670 |  0.48 |  0.055 |
| 1037 | SPAT0807-SLIT1037-DET01 |       806.5 |        0.159 |      3.00 |    0.813 |  8.48 |  0.055 |
| 1037 | SPAT0904-SLIT1037-DET01 |       903.8 |        0.311 |      3.00 |    0.615 |  0.05 |  0.055 |
| 1037 | SPAT0927-SLIT1037-DET01 |       927.3 |        0.347 |      3.00 |    0.990 |  0.19 |  0.055 |
| 1037 | SPAT0966-SLIT1037-DET01 |       966.2 |        0.408 |      3.00 |    1.576 |  0.10 |  0.055 |
| 1037 | SPAT1075-SLIT1037-DET01 |      1075.1 |        0.577 |      3.00 |    1.557 |  0.01 |  0.055 |
| 1037 | SPAT1101-SLIT1037-DET01 |      1100.8 |        0.617 |      3.00 |    1.689 |  0.02 |  0.055 |
| 1037 | SPAT1247-SLIT1037-DET01 |      1246.9 |        0.845 |      3.00 |    3.661 | -0.00 |  0.055 |
| 1037 | SPAT1254-SLIT1037-DET01 |      1254.1 |        0.856 |      3.00 |    3.734 | -0.02 |  0.055 |
| 1037 | SPAT1264-SLIT1037-DET01 |      1264.0 |        0.872 |      3.00 |    0.615 |  0.01 |  0.055 |
