| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0781-SLIT1037-DET01 |       780.8 |        0.117 |      3.00 |    0.752 | 65.95 |  0.055 |
| 1037 | SPAT0814-SLIT1037-DET01 |       814.2 |        0.169 |      3.00 |   14.566 |  0.68 |  0.055 |
| 1037 | SPAT0872-SLIT1037-DET01 |       872.5 |        0.261 |      3.00 |    2.954 |  0.10 |  0.055 |
| 1037 | SPAT0931-SLIT1037-DET01 |       930.7 |        0.350 |      3.00 |    0.676 |  2.19 |  0.055 |
| 1037 | SPAT0968-SLIT1037-DET01 |       968.0 |        0.408 |      3.00 |    0.910 |  0.45 |  0.055 |
| 1037 | SPAT1071-SLIT1037-DET01 |      1070.6 |        0.570 |      3.00 |    3.794 |  0.09 |  0.055 |
| 1037 | SPAT1200-SLIT1037-DET01 |      1200.0 |        0.770 |      3.00 |    0.835 |  2.66 |  0.055 |
| 1037 | SPAT1254-SLIT1037-DET01 |      1253.6 |        0.854 |      3.00 |    3.656 |  0.25 |  0.055 |
| 1037 | SPAT1261-SLIT1037-DET01 |      1260.5 |        0.866 |      3.00 |    4.222 |  0.23 |  0.055 |
| 1037 | SPAT1334-SLIT1037-DET01 |      1334.4 |        0.980 |      3.00 |    0.615 |  0.14 |  0.055 |
