| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1037 | SPAT0750-SLIT1037-DET01 |       750.2 |        0.055 |      3.00 |    1.395 |  0.28 |  0.055 |
| 1037 | SPAT0769-SLIT1037-DET01 |       769.5 |        0.084 |      3.00 |    2.898 |  0.28 |  0.055 |
| 1037 | SPAT0939-SLIT1037-DET01 |       938.8 |        0.348 |      3.00 |    0.919 |  0.59 |  0.055 |
| 1037 | SPAT0993-SLIT1037-DET01 |       993.3 |        0.434 |      3.00 |    2.423 |  0.16 |  0.055 |
| 1037 | SPAT1074-SLIT1037-DET01 |      1074.1 |        0.559 |      3.00 |    1.654 |  0.18 |  0.055 |
| 1037 | SPAT1108-SLIT1037-DET01 |      1108.4 |        0.612 |      3.00 |    1.213 |  3.26 |  0.055 |
| 1037 | SPAT1161-SLIT1037-DET01 |      1161.4 |        0.694 |      3.00 |    1.025 | 92.15 |  0.055 |
| 1037 | SPAT1189-SLIT1037-DET01 |      1189.3 |        0.738 |      3.00 |    8.155 |  1.65 |  0.055 |
| 1037 | SPAT1212-SLIT1037-DET01 |      1212.0 |        0.774 |      3.00 |   31.837 |  1.12 |  0.055 |
| 1037 | SPAT1260-SLIT1037-DET01 |      1259.6 |        0.849 |      3.00 |    5.999 |  0.34 |  0.055 |
