t1_name,t1_redshift,t1_radeg,t1_decdeg,t1_japermag3,t1_japermag3err,flux_g,flux_ivar_g,flux_ivar_r,flux_ivar_w1,flux_ivar_w2,flux_ivar_z,flux_r,flux_w1,flux_w2,flux_z,mag_g,mag_r,mag_w1,mag_w2,mag_z,dist_arcsec
SDSSJ120737.43+063010.1  ,6.04 ,181.9059583,6.5028056,19.350891,0.141817,-0.046178,1194.4536,406.3822,2.712002,0.576068,44.147606,0.049527,11.155071,13.345029,9.992013,NaN,25.762888,19.881319,19.6867,20.000868,0.07523517604145503
ULASJ131911.29+095051.40 ,6.13 ,199.7970417,9.8476111,18.693014,0.053171,0.000636,2171.8315,664.52466,3.280091,0.761749,98.3022,0.120981,14.473145,14.102757,11.215811,30.490866,24.793205,19.598593,19.62674,19.875423,0.08493257127208276
PSOJ184.3389+01.5284     ,6.2  ,184.3389167,1.5284639,20.209135,0.158745,0.058938,1172.4393,224.86993,2.951689,0.609616,62.61534,0.039005,6.400956,9.404844,4.809727,25.574007,26.022202,20.484388,20.066622,20.794699,0.10298009391628724
ULASJ114803.29+070208.30 ,6.29 ,177.0137083,7.0356389,19.360973,0.113388,-0.011436,910.4138,327.0099,2.658568,0.584462,22.09931,0.081878,19.103386,24.30846,6.275401,NaN,25.217075,19.297224,19.035606,20.505896,0.1404224657543715
HSCJ1152+0055            ,6.37 ,178.088625,0.9268333,20.743647,0.222994,-0.037406,1001.833,226.8671,2.881903,0.601072,32.484863,-0.077724,4.85745,7.954255,1.84764,NaN,NaN,20.78398,20.2485,21.833456,0.2562862473458555
PSOJ183.1124+05.0926     ,6.45 ,183.1124167,5.0926389,-999999500,-999999500,0.024499,1173.127,326.9886,2.843992,0.58491,91.13258,-0.069016,14.073675,12.895283,5.240229,26.527145,NaN,19.62898,19.723923,20.701624,0.08003972340331166
DUJ104819.09-010940.2    ,6.6  ,162.0795417,-1.1611694,19.71481,0.173288,-0.085725,928.68054,414.5631,3.017034,0.62983,103.82659,-0.05876,5.804067,9.032374,1.589417,NaN,NaN,20.59067,20.110495,21.996904,0.2378525716659281
ULASJ112001.48+064124.30 ,7.08 ,170.0061667,6.6900833,19.407145,0.149513,-0.017426,2467.8848,782.823,2.719214,0.586641,197.24185,-0.002114,13.389936,10.720925,1.191311,NaN,NaN,19.683054,19.92442,22.309937,0.5900377973058663
J125656.74+014615.9      ,L    ,194.2364167,1.771083333,14.48,0.03,0.261633,1523.139,366.81506,0.382427,0.178444,28.870007,5.070378,940.1132,673.72235,153.43007,23.955767,20.7374,15.06705,15.428798,17.035223,0.9923939992115061
J125737.34-011336.5      ,L    ,194.4055833,-1.226805556,15.941,0.084,0.036873,1141.1216,337.54456,0.868918,0.329622,48.45521,1.199846,311.73892,238.0036,40.980396,26.083216,22.302187,16.265522,16.55854,18.46856,0.3548064715536331
PSO_J167.1132+08.6331    ,L    ,167.1132,8.6331,16.56,0.01,-0.062878,2536.077,818.74036,1.303828,0.394132,80.04768,0.144567,168.43964,145.58144,19.810623,NaN,24.59983,16.93389,17.092236,19.257755,1.8297974648141546
PSO_J175.2003+16.1403    ,L    ,175.2003,16.1403,16.82,0.02,0.023592,3163.76,602.7596,1.631327,0.499897,143.29402,0.385467,122.16179,89.460556,15.849962,26.568102,23.53503,17.282661,17.62092,19.49993,0.5255422069751816
PSO_J186.5342+21.8364    ,M    ,186.5342,21.8364,16.92,0.02,0.021638,2547.1858,757.0967,2.329497,0.636606,135.64607,0.510026,51.84796,37.522793,22.490133,26.661957,23.23102,18.213171,18.564262,19.12002,0.5320593628518984
J104829.08+091939.4      ,T    ,162.1211667,9.327611111,16.594,0.151,-0.000745,1348.8809,432.725,2.022503,0.473801,97.948685,-0.029946,62.978603,85.40431,17.57038,NaN,NaN,18.002018,17.6713,19.388046,2.4035724410233543
J111009.86+011608.7      ,T    ,167.5410833,1.269083333,16.343,0.115,-0.018348,1979.807,497.52704,2.169335,0.425831,88.69419,-0.012271,54.663666,119.183784,13.790852,NaN,NaN,18.155752,17.309458,19.651022,1.286845318162286
J115323.23-014828.0      ,T    ,178.3467917,-1.807777778,17.59,0.02,0.544521,1039.1558,386.7758,2.601015,0.537771,77.10401,0.991647,17.118198,31.363104,1.565089,23.159962,22.509108,19.416355,18.758953,22.013653,0.9342710360300622
J115700.56+061103.2      ,T    ,179.2523333,6.184222222,16.926,0.2,-0.040076,1960.3517,680.44385,2.010608,0.498459,118.73194,-0.034408,59.741806,66.64785,9.605881,NaN,NaN,18.059303,17.940535,20.043657,0.888224165488673
J120257.02+090158.1      ,T    ,180.7375833,9.032805556,16.71,0.03,0.02443,2213.431,687.2735,2.600752,0.555476,136.42274,0.008618,18.18936,44.01059,7.829406,26.530186,27.661446,19.350456,18.391108,20.265678,0.1668228465374421
J120746.83+024426.3      ,T    ,181.945125,2.740638889,15.58,0.071,0.021079,2451.9966,690.3614,0.866354,0.282575,71.05412,0.484829,210.34338,250.53381,44.875816,26.690395,23.286028,16.692678,16.502834,18.369968,2.6219713068785695
J123828.37+095352.5      ,T    ,189.6182083,9.897916667,18.95,0.02,5.1e-05,687.948,261.07874,3.074533,0.597235,63.66608,0.134481,4.397582,27.987934,1.338632,33.23982,24.678345,20.891966,18.882572,22.183348,2.352046356066202
J125453.57-012245.8      ,T    ,193.7232083,-1.379388889,14.891,0.035,0.811422,0,0,0.803538,0.229312,0,3.146999,379.647,476.66095,17.983034,22.726883,21.255259,16.05155,15.804476,19.362843,2.6121045180437124
J131106.24+012252.4      ,T    ,197.776,1.381222222,20.2,0.13,0.015986,1758.0012,778.69214,3.057351,0.553445,113.89604,0.020656,3.220309,49.3713,0.692086,26.99067,26.712389,21.230257,18.266314,22.899601,3.703184976070735
SDSSJ171437.67+272223.8  ,4.5  ,258.6569583,27.3732861,18.923367,0.148308,0.65918,1055.0321,313.5995,3.600608,1.013286,95.80648,6.391697,28.489328,25.15577,12.471457,22.95249,20.48596,18.863295,18.998405,19.760206,0.04570877415636028
SDSSJ144231.71+011055.3  ,4.507,220.6321667,1.1820361,19.031393,0.033752,0.877739,1032.4236,232.64856,3.199443,0.698476,60.89491,5.593024,8.235601,6.4543,10.213847,22.641586,20.630884,20.210762,20.475378,19.977026,0.05423524997594131
SDSSJ134012.12+201219.5  ,4.51 ,205.0505417,20.2054306,19.084675,0.155909,0.638315,1862.1016,396.7282,3.645115,0.901152,144.64781,4.39596,8.931685,4.692691,9.516262,22.987413,20.892366,20.122667,20.821445,20.053835,0.08537587958927453
SDSSJ162840.63+204546.1  ,4.515,247.1692917,20.7628222,19.185287,0.147132,0.460436,1272.3242,382.10925,3.577682,0.940354,82.37596,4.063026,13.480515,11.621093,9.358718,23.342077,20.977877,19.675734,19.836882,20.071959,0.060021032794548436
SDSSJ134702.28-004207.0  ,4.517,206.7595,-0.7019472,19.781487,0.059513,0.48121,1281.3763,518.2774,2.955738,0.675927,61.180187,3.916382,9.910213,11.247256,6.12471,23.294165,21.017788,20.009792,19.872383,20.532286,0.024184783270375012
SDSSJ144717.97+040112.4  ,4.518,221.8249167,4.0201333,17.856483,0.053889,0.827198,638.5436,217.7443,2.549266,0.656997,46.1807,10.038067,44.48074,38.942894,24.124725,22.705976,19.995874,18.37957,18.52393,19.043844,0.09948192223417797
SDSSJ132757.81+240421.7  ,4.523,201.9909167,24.0727111,18.88685,0.086172,0.67096,1353.9565,274.2685,3.449268,0.795259,119.29239,5.917398,14.358826,15.68125,9.564309,22.933258,20.569674,19.607203,19.511549,20.048367,0.09463023044663946
SDSSJ154508.25+242846.1  ,4.525,236.2844167,24.4794861,19.063507,0.149104,0.559691,1913.16,560.7974,3.657311,0.988805,98.75136,4.229639,22.338675,20.682554,7.656191,23.130129,20.934242,19.127356,19.210989,20.289968,0.15093488717091338
SDSSJ150631.75+113149.7  ,4.53 ,226.6322917,11.530475,18.065733,0.033161,0.170635,1084.2292,424.3494,2.375021,0.657204,91.705925,4.340525,62.72378,53.38771,16.279486,24.419832,20.906145,18.00642,18.181396,19.470898,0.12406766112732716
SDSSJ171509.96+294555.0  ,4.535,258.7915417,29.7652889,18.498566,0.073616,1.218867,861.6347,215.6394,3.730649,1.088964,51.394455,12.24369,29.978746,25.39212,17.734253,22.285109,19.78022,18.807966,18.988253,19.377968,0.06210238547750861
SDSSJ144407.63-010152.7  ,4.54 ,221.0317917,-1.0313278,18.07473,0.022115,1.549997,1640.492,287.76974,2.503001,0.630314,147.58275,12.221951,33.549522,27.447306,22.58652,22.024172,19.782148,18.685783,18.903751,19.115377,0.029137118679828437
SDSSJ160651.01+085037.5  ,4.542,241.7125417,8.8437528,19.084557,0.13822,0.751518,1476.8213,341.21442,3.028364,0.76671,115.65194,7.67708,22.970076,19.919508,13.807673,22.81015,20.28701,19.097094,19.251804,19.649698,0.043547857115431424
SDSSJ155051.20+110418.9  ,4.545,237.7133333,11.0719278,18.651932,0.16109,0.76733,831.0051,251.59229,3.444229,0.821236,43.583885,6.192544,11.597955,9.421071,11.559813,22.787544,20.520327,19.839046,20.064749,19.842623,0.07311558724634941
SDSSJ161105.64+084435.4  ,4.548,242.7735417,8.7431722,18.03132,0.051275,1.714962,583.8842,179.104,2.783601,0.798111,75.667015,15.379017,36.159977,26.282305,22.79768,21.914364,19.532679,18.60443,18.950842,19.105274,0.05739134040728629
SDSSJ152028.16+210039.6  ,4.55 ,230.1173333,21.0110111,19.204464,0.135214,1.219237,1092.2161,450.81042,3.987482,0.977235,61.88548,5.437073,9.213739,8.037467,10.310759,22.284779,20.661587,20.088911,20.237202,19.966774,0.058031275419446145
SDSSJ152132.89+003252.2  ,4.55 ,230.3870417,0.54785,18.276594,0.06182,2.214145,1121.4446,431.098,2.791896,0.654433,55.75729,11.836989,26.069767,24.118292,20.59565,21.636984,19.816896,18.959658,19.044134,19.21556,0.07267776423527318
SDSSJ140935.00+122657.3  ,4.551,212.3958333,12.4492583,19.454365,0.140832,0.581524,754.05536,210.8471,3.3741,0.785972,59.261314,5.577403,12.074347,11.333117,8.972839,23.088581,20.63392,19.795341,19.864126,20.117676,0.0184550303659474
SDSSJ161859.06+263000.3  ,4.554,244.7460833,26.5000917,18.959686,0.081881,0.666197,1207.6594,333.2974,3.872573,1.018593,96.58573,5.797112,14.551601,13.362046,13.595632,22.940992,20.59197,19.592724,19.685318,19.666502,0.09953379841178374
SDSSJ142046.88+100206.3  ,4.556,215.195375,10.0351083,18.90213,0.065317,0.481788,1428.6189,475.24854,3.206461,0.737106,89.50431,5.168227,16.531252,10.761275,9.909541,23.29286,20.716646,19.454235,19.920341,20.009867,0.11875043251621176
SDSSJ135547.72+181957.7  ,4.56 ,208.948875,18.3327139,18.594425,0.086016,1.784934,1318.033,258.7491,3.676717,0.886283,120.13389,11.380175,13.125626,10.912898,18.59787,21.870945,19.859627,19.7047,19.90515,19.326342,0.1582889773153676
SDSSJ141914.19-015012.6  ,4.56 ,214.809125,-1.8368417,17.47108,0.020462,0.663839,1754.3875,437.29446,1.974855,0.557518,81.39293,13.388609,80.88582,69.07575,30.530737,22.944843,19.68316,17.73032,17.901686,18.788157,0.1118982840646707
SDSSJ163411.81+215325.0  ,4.56 ,248.54925,21.8903,17.728241,0.03521,2.343775,1122.3605,330.01953,2.697015,0.82233,131.5244,12.141921,55.90231,44.87109,31.719904,21.57521,19.789282,18.131426,18.370083,18.74667,0.0090504144072887
SDSSJ134910.08+212208.6  ,4.562,207.2920417,21.3690806,18.475447,0.082089,0.918616,1819.433,310.7092,3.1814,0.80387,73.70424,7.261704,17.078823,11.796581,16.443363,22.592165,20.347404,19.418856,19.82061,19.460024,0.06934069353789916
SDSSJ165248.64+174345.7  ,4.57 ,253.2026667,17.7293694,18.620525,0.096893,0.450113,1152.7146,252.10556,3.23801,0.89089,48.235115,6.588274,32.42008,23.404629,12.263055,23.366697,20.453072,18.722965,19.076746,19.778503,0.027398469372216797
SDSSJ145448.07+220924.6  ,4.574,223.7003333,22.1568361,19.328568,0.188179,0.32794,1778.7161,181.88681,3.412145,0.849166,57.757065,4.382674,20.536137,16.619947,10.332544,23.710516,20.895653,19.218702,19.448425,19.964481,0.10775691389339874
AGESJ143105.50+342717.8  ,4.576,217.7729583,34.4549639,19.22115,0.160929,0.605858,575.5438,111.14779,3.912707,1.039304,64.76906,3.722982,18.223152,16.737333,8.412383,23.044073,21.072773,19.348442,19.440784,20.187702,0.9344041474786592
SDSSJ134056.53+111044.9  ,4.579,205.2355833,11.1791583,18.964167,0.105213,0.697002,1024.7977,215.05576,3.197197,0.748983,65.692764,4.890486,18.64738,18.23928,8.826889,22.891914,20.776619,19.323456,19.34748,20.13548,0.15722472222544465
SDSSJ133156.30+073240.8  ,4.58 ,202.984625,7.544675,18.991932,0.102392,0.95133,1590.1788,389.74698,2.94199,0.679947,84.67505,8.551134,22.2259,17.199638,14.990647,22.554173,20.16994,19.13285,19.411201,19.56045,0.04746535145305685
SDSSJ153010.81+202027.4  ,4.585,232.5450833,20.3409528,19.185602,0.157212,0.247983,1557.5398,435.02893,3.268797,0.875311,125.63739,3.07835,21.245066,20.128698,8.570146,24.013943,21.279205,19.181854,19.240461,20.16753,0.021820392828184786
SDSSJ155426.15+193703.0  ,4.612,238.609,19.6175111,16.776176,0.020392,7.27529,594.49506,141.36914,1.897907,0.630554,51.364445,38.03128,114.098366,95.552086,74.4386,20.345375,18.549648,17.356802,17.5494,17.820505,0.03878623105593179
SDSSJ151320.89+105807.3  ,4.617,228.3370833,10.9687056,18.244364,0.04069,1.189496,717.61804,217.76715,2.869716,0.72805,44.142036,8.487023,36.183792,32.774452,19.429499,22.311592,20.178112,18.603714,18.71116,19.278847,0.02866310128994784
SDSSJ151601.00+134545.0  ,4.62 ,229.0042083,13.7625222,18.690912,0.120539,0.584425,1040.0294,461.1129,3.061201,0.754406,24.120823,5.806883,17.083525,16.042278,11.931341,23.08318,20.590143,19.418556,19.486835,19.808277,0.10309525464598411
SDSSJ153259.96-003944.1  ,4.62 ,233.2498333,-0.66225,18.239914,0.090916,0.451875,2127.8472,693.0987,2.317665,0.615618,101.485,5.240761,25.450779,27.257189,15.512282,23.362453,20.701513,18.985746,18.911297,19.523312,0.2650307838382988
SDSSJ143352.21+022713.9  ,4.623,218.4675417,2.4538806,17.294855,0.010826,2.283767,1009.2156,190.3433,2.097444,0.537221,43.614334,20.866045,79.16277,86.92087,46.665092,21.60337,19.201399,17.753698,17.65219,18.32752,0.020349557112730045
SDSSJ143658.89+223737.2  ,4.631,219.245375,22.627025,19.675726,0.213579,0.056889,1475.7504,260.62497,4.049773,0.965011,62.28283,3.514251,4.647402,5.085214,6.728396,25.612429,21.135418,20.831974,20.734226,20.430222,0.0725168852615141
SDSSJ150619.21+045553.9  ,4.644,226.5800417,4.9316389,19.4802,0.167713,0.12205,239.94958,153.83643,3.303985,0.73638,51.716248,2.580738,13.790915,11.96403,4.444904,24.783655,21.47064,19.651018,19.805305,20.880344,0.32967640913206586
SDSSJ134134.20+014157.6  ,4.65 ,205.3925,1.6993556,17.679926,0.03208,1.212053,1165.0531,174.2388,2.233589,0.563893,32.346714,15.380908,40.69417,33.287243,35.684624,22.291195,19.532545,18.47617,18.694305,18.618797,0.04134626473967265
SDSSJ151155.98+040802.9  ,4.65 ,227.98325,4.1341667,18.854866,0.12834,0.849585,1282.5725,346.2486,2.747366,0.667977,64.529236,10.026309,28.332945,20.789272,23.695332,22.676983,19.997147,18.86927,19.205402,19.063343,0.06093570877897122
SDSSJ152638.12+061402.5  ,4.653,231.6588333,6.2340333,18.7983,0.079754,0.65351,1349.7036,362.6651,3.044434,0.723063,91.42201,7.111925,20.84432,15.962212,16.864595,22.961868,20.370031,19.20253,19.492268,19.43256,0.07913340983326705
SDSSJ134453.51+294519.6  ,4.66 ,206.2229583,29.7554556,17.879366,0.036012,1.097671,1170.5559,306.97046,3.380956,0.903883,65.034615,7.902906,23.839281,27.46777,22.066439,22.398819,20.255533,19.056767,18.90294,19.140669,0.03975153898775679
SDSSJ144827.81+281059.5  ,4.66 ,222.1159167,28.1832056,17.507778,0.043661,0.654052,863.03894,150.95352,2.25047,0.731941,75.700294,14.752425,82.79874,64.09892,34.05166,22.96097,19.57784,17.70494,17.982874,18.669655,0.057908117617507186
SDSSJ133211.90+031556.3  ,4.665,203.0495833,3.2656417,18.418339,0.05627,1.054451,1189.7831,338.11963,2.627345,0.635266,54.743435,10.684663,31.553143,28.398434,22.378412,22.442434,19.928099,18.752394,18.866764,19.125427,0.060128695306449466
SDSSJ155243.04+255229.2  ,4.667,238.1793333,25.8747861,18.383198,0.044752,0.6969,1650.8413,599.8988,2.671306,0.875399,83.959496,7.791678,32.63609,25.9378,18.821777,22.892075,20.270922,18.715755,18.965168,19.313349,0.12498279288570173
SDSSJ145118.77-010446.2  ,4.672,222.8282083,-1.0795,19.310438,0.050213,0.186354,516.8206,389.51843,3.157215,0.671922,64.04067,2.375389,10.800804,7.161061,6.984549,24.324152,21.560663,19.916359,20.362556,20.389654,0.228238084724174
SDSSJ155103.40+165324.5  ,4.676,237.7642083,16.8901556,19.56226,0.201609,0.352748,1417.8519,286.4574,3.753394,0.882072,69.46935,3.856996,10.892803,8.568048,7.689297,23.63134,21.034376,19.90715,20.167795,20.285284,0.17597375077831584
SDSSJ170424.77+252236.6  ,4.685,256.10325,25.3768472,,,0.116778,1405.6274,570.5288,4.565281,1.142245,84.882645,3.152511,8.32939,7.928029,6.248559,24.8316,21.253359,20.198467,20.252087,20.51055,0.08600511724292842
SDSSJ155726.74+242116.1  ,4.69 ,239.3614583,24.3544889,19.436697,0.171367,0.378489,881.8935,498.78418,3.867661,1.01548,46.23853,4.341812,17.842035,11.863752,8.083277,23.554869,20.905823,19.37139,19.814445,20.231031,0.1568084933754826
SDSSJ132853.66-022441.6  ,4.695,202.2235833,-2.411575,18.757666,0.087184,0.348639,1504.4843,470.73517,2.752614,0.648995,93.75678,5.84227,21.232752,16.251461,12.683398,23.64406,20.583546,19.182484,19.472769,19.74191,0.12307421379594909
SDSSJ165436.85+222733.8  ,4.696,253.6535417,22.4593889,17.458858,0.031912,1.560892,428.90613,4.728511,2.508204,0.786764,53.735588,19.721043,99.151024,92.3983,44.033436,22.016567,19.262676,17.509256,17.58584,18.390543,0.13281801035886512
SDSSJ134546.96-015940.3  ,4.7  ,206.4457083,-1.99455,18.690538,0.080478,0.403223,928.8613,404.33258,2.456725,0.667104,108.97531,4.273522,40.367645,12.126542,9.257266,23.486137,20.923035,18.484917,19.790657,20.083794,0.1746193157693634
SDSSJ143003.95+144354.8  ,4.7  ,217.5165,14.7319,18.8073,0.112274,0.161944,1178.934,329.89908,2.521376,0.712545,77.58108,3.623363,37.02866,30.260422,12.366903,24.476585,21.10222,18.578655,18.797813,19.769348,0.02638502310311482
SDSSJ153715.42+072128.7  ,4.705,234.3142917,7.357975,18.159489,0.054239,0.587192,753.1628,290.4244,3.046246,0.748148,52.99215,6.094374,25.482447,21.368017,18.572874,23.07805,20.537678,18.984398,19.175589,19.327803,0.0333749956177018
SDSSJ153024.82+241913.0  ,4.708,232.6034167,24.3202833,18.799099,0.139435,0.34913,1198.6188,238.16595,3.697129,0.986555,57.071182,4.549676,20.326061,13.629556,12.066444,23.64253,20.85505,19.229866,19.663795,19.796051,0.09009938138973313
SDSSJ134831.67+172138.9  ,4.71 ,207.1319583,17.3608167,18.82572,0.104836,0.057344,1320.9924,408.7907,3.041225,0.69125,89.49645,2.973341,19.794638,15.549233,10.509322,25.603786,21.316889,19.25863,19.520727,19.946064,0.05260816409654596
SDSSJ154814.20+202908.6  ,4.716,237.0592083,20.4857222,18.088612,0.067432,0.057779,544.28467,73.89744,2.981766,0.823015,18.557318,3.14856,38.265575,34.837227,12.772193,25.595573,21.25472,18.54298,18.644892,19.734337,0.09026931590912333
SDSSJ135249.82-031354.2  ,4.72 ,208.2075833,-3.2317389,,,0.228964,879.3708,282.90762,2.292407,0.602035,43.766068,3.705732,43.66306,42.787907,18.351587,24.10058,21.077814,18.399715,18.421698,19.340816,0.059388992113196544
SDSSJ135135.70+284014.8  ,4.723,207.8987917,28.6707778,19.133368,0.159407,0.533522,1694.3007,380.60687,3.570675,0.903589,154.16748,6.913961,10.474648,7.290591,12.590797,23.18212,20.400682,19.949652,20.343094,19.749866,0.04862003804156839
SDSSJ133125.56+025535.5  ,4.728,202.8565417,2.9265417,-999999500,-999999500,0.664766,806.38794,258.08795,3.243535,0.709645,42.06502,4.501381,8.199102,4.791452,10.684051,22.943327,20.866636,20.215584,20.798832,19.92816,0.060855633377966616
SDSSJ160329.14+090218.3  ,4.73 ,240.8714167,9.0384194,19.246117,0.170411,0.51752,920.7648,125.814316,3.383804,0.802372,45.01946,4.838392,14.422799,11.74582,10.473789,23.215183,20.788248,19.602377,19.825293,19.949741,0.12790930311177334
SDSSJ142535.97-023934.4  ,4.75 ,216.3999167,-2.6595611,18.199518,0.020222,0.12227,1601.6996,358.70078,2.459223,0.58786,106.005356,5.367048,41.118965,39.15257,16.453535,24.7817,20.675661,18.464895,18.518099,19.459352,0.17653578215781832
SDSSJ152244.34-003412.9  ,4.75 ,230.6847917,-0.5702639,19.084131,0.139619,0.162416,886.2683,451.99222,3.095526,0.712363,20.120028,3.351777,13.438397,9.136684,8.840558,24.473427,21.186811,19.67913,20.098028,20.1338,0.18984211002430232
SDSSJ154424.26+140922.5  ,4.75 ,236.1010833,14.1562583,,,0.172544,1186.4546,510.39032,4.03802,0.910561,89.12552,1.875402,5.493592,6.659023,3.98093,24.407753,21.817265,20.650358,20.441473,21.000038,0.12112070023167883
SDSSJ160734.22+160417.4  ,4.76 ,241.892625,16.0715111,18.164696,0.057334,1.041746,1304.9084,249.18515,3.074229,0.787149,49.157043,10.042662,31.381004,32.60598,22.490948,22.455595,19.995378,18.758333,18.716757,19.11998,0.11307151539317016
SWJ163810.39+150058.26   ,4.76 ,249.5432917,15.0161833,17.346588,0.030868,0.204115,813.30804,248.64934,2.210602,0.658702,30.997257,10.70586,69.16236,64.23524,40.30158,24.225315,19.925945,17.900326,17.980566,18.486694,0.07863792759774031
SDSSJ161931.58+123844.4  ,4.77 ,244.881625,12.6456944,19.1958,0.16287,0.436406,708.0788,326.87836,2.942865,0.767002,51.91021,4.850687,15.890426,19.617994,13.112336,23.400274,20.785492,19.497162,19.268364,19.7058,0.0943515105566925
SDSSJ172326.68+262055.7  ,4.771,260.8612083,26.3488278,18.735767,0.097948,0.615635,2094.213,503.3281,4.305897,1.173794,157.4454,5.63456,14.21286,13.138963,16.232515,23.026691,20.62285,19.618296,19.703598,19.474035,0.08206539336096905
SDSSJ144029.45+190800.6  ,4.774,220.1227083,19.1335167,18.912424,0.130908,0.230719,970.2847,455.9899,3.694297,0.966291,81.01777,3.653354,18.784214,16.183447,10.447364,24.092293,21.093271,19.315517,19.477322,19.952484,0.021581511835385744
SDSSJ143629.94+063507.9  ,4.779,219.12475,6.5855361,,,0.509049,781.2865,239.1477,3.273964,0.756643,132.05573,5.254751,16.81285,15.989879,14.847258,23.2331,20.69862,19.435896,19.490387,19.570885,0.09704119692044662
SDSSJ144413.26+004836.7  ,4.78 ,221.0552917,0.8102694,20.049707,0.089523,0.158365,1530.3646,396.46866,3.174356,0.702393,58.61016,1.847252,5.791003,5.314533,5.793586,24.500853,21.833685,20.593115,20.686337,20.592632,0.21802462711265688
SDSSJ132536.24+232823.8  ,4.79 ,201.4010417,23.4732833,19.14635,0.102966,0.162712,1657.0427,434.64908,3.243651,0.773791,126.23935,4.25507,15.9365,13.154778,11.444112,24.47145,20.927732,19.494019,19.702291,19.853544,0.11330100883142773
SDSSJ141741.56+253702.0  ,4.791,214.4231667,25.6172278,19.219814,0.150874,0.741232,1226.2913,371.46262,3.926784,0.966962,63.19294,3.295897,9.367117,9.944921,8.059962,22.825115,21.205067,20.070986,20.005997,20.234167,0.0979866304357815
SDSSJ152404.23+134417.5  ,4.792,231.017625,13.7382056,18.779768,0.136925,0.285689,2134.1143,453.1902,3.075732,0.786077,72.60084,6.709765,17.175175,18.627447,14.886002,23.860266,20.433231,19.412746,19.324617,19.568054,0.057099023758033
SDSSJ153229.11+160949.7  ,4.795,233.1212917,16.163825,,,0.306572,1532.8566,490.37195,3.792917,0.887183,64.10745,3.452244,7.806758,7.529276,7.428089,23.783669,21.154747,20.268824,20.308117,20.322807,0.0908416193010767
AGESJ143540.96+350325.6  ,4.8  ,218.9206667,35.0571111,,,0.066734,476.14905,239.701,4.865696,1.188047,108.01348,0.638239,3.38419,1.67502,2.779598,25.439138,22.987541,21.176363,21.93995,21.390045,0.40873467637505484
SDSSJ142634.33+204336.3  ,4.82 ,216.6430417,20.7267722,17.707623,0.043361,0.701659,1692.382,422.61246,2.747332,0.761723,99.31778,5.633145,48.424145,44.65219,26.98207,22.884686,20.623123,18.287346,18.375393,18.922312,0.0383451984079435
SDSSJ155700.16+101841.7  ,4.829,239.2507083,10.3116028,18.403467,0.06963,0.09577,575.0205,327.15082,2.976428,0.759471,97.728264,3.241223,26.933693,24.9077,14.776067,25.04692,21.223228,18.924261,19.009167,19.576103,0.033172224232670425
SDSSJ141551.58+120445.0  ,4.83 ,213.9649167,12.0791694,-999999500,-999999500,0.071845,1400.1693,264.2615,3.745013,0.848656,51.572777,1.989019,5.625395,4.625094,5.441561,25.359003,21.753403,20.624617,20.837198,20.660692,0.07397520938852929
SDSSJ165913.23+210115.8  ,4.83 ,254.805125,21.0210667,18.938793,0.118459,0.117872,1575.8529,416.55264,3.346467,0.8683,96.26242,3.339402,24.37129,23.440964,11.507851,24.821476,21.190828,19.032804,19.075062,19.847515,0.04109780635321112
SDSSJ143250.16+001756.3  ,4.838,218.209,0.2989917,20.134235,0.091459,0.089467,1245.8419,462.79688,3.36477,0.722078,126.60591,1.817649,8.494486,6.313671,5.264908,25.120838,21.851225,20.177156,20.499294,20.696524,0.27526516053815714
BTC40J1429+0119          ,4.84 ,217.3604167,1.3316667,18.88317,0.043078,0.449172,951.39465,206.11996,2.951447,0.685694,67.96916,5.589732,18.238937,16.667953,14.004728,23.368967,20.631523,19.347502,19.445293,19.634314,1.2309359048758668
SDSSJ155422.97+303214.4  ,4.84 ,238.5957083,30.5373333,18.227652,0.069141,0.001298,1132.284,277.32883,3.551275,0.988164,34.052788,1.184053,24.103565,22.367653,8.980019,29.716398,22.316572,19.044796,19.12595,20.116806,0.10090299952904555
SWJ162838.83+063859.14   ,4.85 ,247.1617917,6.6497611,18.501799,0.056999,0.110186,1667.7762,386.5965,3.231097,0.792929,130.18367,3.611818,17.612112,12.922683,15.246497,24.894688,21.105686,19.385471,19.721619,19.542074,0.07287252507813845
SDSSJ144853.29+190205.7  ,4.865,222.2220417,19.0349389,19.17218,0.185555,0.114778,1283.2803,374.4903,3.418046,0.839782,62.67273,3.695049,17.473902,15.8475,11.233768,24.850353,21.08095,19.394026,19.500097,19.873686,0.031681815868924275
SDSSJ134408.61+152125.0  ,4.871,206.0359167,15.3569583,18.461964,0.057045,0.236367,1760.9835,328.91833,2.905398,0.702133,83.454865,3.002036,28.007309,28.479893,14.248181,24.066032,21.30646,18.88182,18.863653,19.6156,0.12068862263545398
SDSSJ161622.10+050127.7  ,4.872,244.092125,5.024375,17.73945,0.044735,0.831582,1171.1613,517.319,2.817629,0.696992,69.79426,8.311077,34.026714,36.261646,32.77328,22.700237,20.200857,18.67045,18.601381,18.7112,0.025278927965373517
SDSSJ153627.09+143717.1  ,4.88 ,234.112875,14.6214306,18.987915,0.124484,0.040858,1913.4038,659.74567,3.221522,0.835,77.622955,3.036928,12.940658,11.12402,10.868575,25.9718,21.293913,19.72011,19.884346,19.909569,0.06931748610916622
