t1_name,t1_redshift,t1_radeg,t1_decdeg,t1_japermag3,t1_japermag3err,flux_g,flux_ivar_g,flux_ivar_r,flux_ivar_w1,flux_ivar_w2,flux_ivar_z,flux_r,flux_w1,flux_w2,flux_z,mag_g,mag_r,mag_w1,mag_w2,mag_z,dist_arcsec
J090347.54+011445.2      ,L    ,135.9480833,1.245888889,16.449,0.139,0.036232,1325.5457,659.77466,1.608871,0.512738,74.90436,0.711386,127.67478,91.81907,27.063875,26.102276,22.869736,17.234737,17.592669,18.919025,0.7966333160041869
J091303.23+184147.9      ,L    ,138.2634583,18.69663889,15.966,0.055,0.059499,928.30273,367.2878,1.018943,0.368686,30.001413,1.440191,258.61642,184.24405,36.692974,25.56372,22.103949,16.468359,16.836515,18.588543,1.0085755022445335
J091534.08+042205.1      ,L    ,138.892,4.368083333,14.548,0.03,-0.612168,2682.9685,774.53296,0.318425,0.147045,58.01681,1.067433,503.27905,410.18427,84.250534,NaN,22.429148,15.745478,15.967552,17.686068,0.4758379907267752
J091838.44+213404.1      ,L    ,139.6601667,21.56780556,15.662,0.061,,,,,,,,,,,,,,,,
PSO_J127.4696+10.5777    ,L    ,127.4696,10.5777,17.07,0.03,0.058056,889.79663,268.56213,1.47821,0.425645,65.26204,0.396665,115.81722,96.82141,12.064311,25.59039,23.50394,17.340567,17.535072,19.796244,0.5116256798142885
PSO_J146.0144+05.1319    ,L    ,146.0144,5.1319,16.74,0.02,0.013276,2182.267,844.58575,1.920434,0.536897,92.48351,0.507044,73.66448,50.8923,22.074774,27.192305,23.237387,17.831854,18.23337,19.140259,0.6624612654852952
PSO_J158.1597+05.2231    ,L    ,158.1597,5.2231,16.62,0.01,0.041757,2109.9395,717.699,1.779697,0.498502,116.51145,0.575941,86.22504,62.825706,22.409397,25.948172,23.099056,17.660917,18.004656,19.123924,1.2689339247408713
J070037.46+280122.5      ,M    ,105.1560833,28.02291667,15.638,0.046,0,0,0,1.388324,0.468637,19.530315,0,133.03911,88.54396,147.43658,Infinity,Infinity,17.190052,17.632103,17.078487,0.9727990962259994
J075059.51+280415.4      ,M    ,117.7479583,28.07094444,15.366,0.047,3.870649,1339.6853,253.66083,1.35978,0.465607,61.55869,16.57642,145.25098,100.70233,167.63533,21.03054,19.451273,17.094702,17.492401,16.939087,0.277642829961369
J075353.10+085359.9      ,M    ,118.47125,8.899972222,12.627,0.021,21.5121,96.255356,64.38951,0.221709,0.115157,0.051483,100.63598,1858.8,1317.7651,2004.6062,19.168293,17.493116,14.326919,14.700405,14.244927,2.6089570412192007
J075809.36+280329.2      ,M    ,119.539,28.05811111,14.977,0.034,9.671776,1482.88,167.29268,1.055603,0.408427,34.993244,40.118855,235.79907,147.77473,282.73224,20.036234,18.491629,16.568645,17.076,16.371561,0.2542104639686825
J085335.80-032934.2      ,M    ,133.3991667,-3.492833333,11.212,0.023,0.048623,2073.8,639.379,0.112739,0.049259,149.2397,-0.064435,28.557165,129.1331,0.647157,25.782885,NaN,18.860712,17.222406,22.972475,2.3379354212717103
J090206.59+003318.5      ,M    ,135.5274583,0.555138889,12.106,0.021,15.110621,0.905232,27.807447,0.133451,0.074512,0.100763,93.43112,3341.059,2329.9702,2477.8467,19.551794,17.57377,13.690289,14.081624,14.014814,2.470873127499614
J091800.96+280220.5      ,M    ,139.504,28.03902778,15.411,0.057,0.804182,1071.4163,201.85449,1.315874,0.479472,25.920155,4.65,178.86258,116.56648,118.518265,22.736614,20.831367,16.868702,17.333567,17.315536,0.3124851632352602
J092507.00+275727.8      ,M    ,141.2791667,27.95772222,12.692,0.018,185.65744,68.3907,13.233895,0.254199,0.144452,0.111051,635.3359,1611.278,1020.24,1861.1836,16.828218,15.492492,14.482074,14.978244,14.325527,0.4208684917322302
J092623.81+275700.9      ,M    ,141.5992083,27.95025,15.324,0.049,1.09315,816.3801,428.69064,1.288352,0.46527,37.485806,5.740443,190.42978,127.655495,160.97916,22.4033,20.602636,16.800663,17.234901,16.983076,0.7105037579320773
J093714.90+275913.2      ,M    ,144.3120833,27.987,12.237,0.021,218.59264,83.00442,25.084263,0.161587,0.096423,0.116354,818.1787,2664.7122,1660.6198,2300.2505,16.650911,15.217879,13.935874,14.449325,14.095562,0.4979741995704279
J095723.93+263250.6      ,M    ,149.3497083,26.54738889,13.485,0.021,25.218065,194.53464,46.549526,0.438489,0.216034,2.653769,111.54022,852.80945,586.83673,1083.0442,18.99572,17.381422,15.17287,15.578707,14.913384,1.7997610805743787
J101634.54+275144.1      ,M    ,154.1439167,27.86225,11.987,0.015,14.893608,355.68372,0.181421,0.11075,0.063802,0.051261,75.94462,4040.1409,2771.0151,2237.7424,19.567501,17.798758,13.484009,13.893403,14.125475,2.629068641422873
PSO_J133.8302+06.0160    ,M    ,133.8302,6.016,16.34,0.01,0.115818,795.8691,334.61053,1.47026,0.466512,20.839138,0.868958,122.795135,81.70863,35.612896,24.84056,22.652502,17.277046,17.71933,18.620981,0.541530517618032
J074148.97+235124.0      ,T    ,115.4540417,23.85666667,16.158,0.101,0.113743,2087.0635,432.06064,2.388542,0.510938,91.03262,0.183523,26.84591,71.40734,0.168855,24.860188,24.340775,18.927805,17.865643,24.431217,4.344002598923823
J075547.93+221214.4      ,T    ,118.9497083,22.204,15.728,0.064,4.818965,488.52542,108.34383,1.794514,0.36925,18.493698,7.942124,13.724528,37.04385,10.869163,20.792616,20.250158,19.656256,18.578209,19.90951,1.484976250858801
J075840.16+324721.0      ,T    ,119.6673333,32.78916667,14.947,0.044,0.072714,554.52106,213.44267,0.655151,0.200783,28.95733,0.096887,320.5784,503.3594,66.30166,25.345957,25.034338,16.235165,15.745304,17.94619,2.3995127784156822
J085910.62+101013.8      ,T    ,134.79425,10.1705,17.88,0.06,0.099639,948.36633,233.01582,2.923268,0.63581,86.403114,0.156918,4.320315,4.579863,1.578439,25.003923,24.510815,20.911211,20.847868,22.00443,3.6145614843572944
J092624.75+071138.3      ,T    ,141.603125,7.193972222,17.48,0.02,-0.075746,1916.3157,798.65063,2.746712,0.571404,53.292377,-0.008227,14.595581,42.7117,5.356559,NaN,NaN,19.589447,18.423634,20.677786,2.3354700894062965
J092906.77+040957.9      ,T    ,142.2782083,4.166083333,16.67,0.09,0.340919,927.21063,280.56555,2.723972,0.537444,58.06424,0.334036,1.939165,11.314153,0.53034,23.668371,23.690517,21.780962,19.865946,23.188614,1.6240880467386254
J102109.57-030421.5      ,T    ,155.289875,-3.072638889,16.253,0.091,0.175777,1874.7253,512.6345,1.884486,0.447914,125.31555,0.467239,12.668948,16.294455,0.829589,24.387594,23.32615,19.743149,19.4699,22.702843,0.8712711357431616
PSO_J133.8016-02.5658    ,T    ,133.8016,-2.5658,16,0.02,-0.002242,2240.8992,419.56494,1.303869,0.414849,54.938385,0.487363,177.97597,162.13875,29.72866,NaN,23.280369,16.874096,16.975283,18.817062,1.2336646269272753
PSO_J136.3401+10.1151    ,T    ,136.3401,10.1151,17.08,0.02,0.043711,1385.8068,485.07123,1.981328,0.485848,103.2361,0.13153,20.570143,18.17507,1.032196,25.898523,24.70244,19.216908,19.35131,22.465595,0.39029287768397325
SDSSJ121329.07+181029.1  ,4.5  ,183.371125,18.1747639,19.175486,0.132251,1.251835,1183.2861,428.70016,3.219564,0.70769,86.85181,5.189737,6.456237,5.116552,9.636799,22.256132,20.712137,20.475052,20.727556,20.040169,0.13370546433908886
SDSSJ130216.13+003032.1  ,4.505,195.5672083,0.5089278,18.475512,0.024097,0.907064,1485.1532,478.61548,2.718313,0.635747,119.983345,5.885367,19.671543,12.148506,13.650002,22.605906,20.575565,19.265404,19.788692,19.662169,0.09996264674557442
SDSSJ120247.22+071722.0  ,4.508,180.6967917,7.2894528,18.732525,0.098018,0.51806,848.63965,190.11389,2.765252,0.62303,64.6785,4.63303,14.94624,13.544523,8.291716,23.214048,20.835337,19.56367,19.670591,20.203388,0.047374492966677666
SDSSJ125147.91+041831.1  ,4.508,192.949625,4.3086444,19.167246,0.098547,0.317402,1582.2373,386.36823,2.540945,0.572697,94.16993,4.138256,23.096085,17.453379,6.350566,23.745977,20.957956,19.091154,19.395302,20.49297,0.07804118780124164
SDSSJ131016.42+053042.0  ,4.51 ,197.5684167,5.5116778,19.172535,0.114589,0.684655,1260.7217,242.3205,3.014601,0.716924,66.57376,6.159776,16.461056,12.800729,11.066166,22.91132,20.526087,19.458857,19.731913,19.890007,0.11814627000654229
SDSSJ112317.83+253506.4  ,4.527,170.8242917,25.5851167,18.611406,0.098772,0.448788,943.791,186.1922,2.575634,0.672638,41.45218,11.623575,41.348064,33.660847,12.101985,23.369896,19.83665,18.458862,18.682188,19.792858,0.07472370358697769
SDSSJ113703.19+104312.1  ,4.534,174.2632917,10.7200361,17.930056,0.02845,1.939047,1452.9147,299.7648,2.367296,0.597261,114.0464,14.130717,42.737064,35.0751,22.701849,21.781029,19.62459,18.422989,18.637503,19.109846,0.0600253195555636
SDSSJ120546.38+264026.1  ,4.541,181.4432917,26.6739417,18.796724,0.087812,0.908783,1172.5221,431.3705,3.510277,0.800901,65.52756,8.006541,12.532874,14.036768,12.804699,22.60385,20.241388,19.754873,19.631832,19.731577,0.12434398912429483
SDSSJ113736.71-001944.8  ,4.542,174.403,-0.3291389,19.988684,0.117003,0.220716,680.86694,219.42166,2.717926,0.60046,22.533278,3.022013,13.156998,8.20753,4.850001,24.140415,21.29926,19.702108,20.214468,20.785645,0.0868440135384705
SWJ122342.16+183955.39   ,4.55 ,185.9256667,18.6653861,17.868828,0.043393,0.369016,1366.0588,374.78336,1.872037,0.512863,68.29857,6.10098,76.07856,72.15454,22.334124,23.582388,20.5365,17.796844,17.854342,19.127577,0.041267770521830054
SDSSJ112253.50+005329.7  ,4.551,170.7229583,0.8916083,18.079096,0.017059,1.548681,1960.9653,228.99606,2.298541,0.590719,62.84507,17.902243,44.19937,34.447617,28.03736,22.025095,19.367731,18.38646,18.657103,18.880657,0.0976096540794358
SDSSJ125025.40+183458.1  ,4.555,192.605875,18.5828222,18.080942,0.068913,1.166186,942.0404,257.4754,2.54237,0.629609,71.94069,10.134733,41.911674,32.39447,20.320358,22.33308,19.98547,18.444162,18.723824,19.230171,0.017767492122496047
SDSSJ114914.88+281308.7  ,4.557,177.3120417,28.2190944,17.476328,0.032519,6.283891,732.94666,159.93372,2.036027,0.607541,110.901474,34.352882,81.11694,64.45868,45.951435,20.504429,18.660091,17.72722,17.976797,18.344252,0.15352286793146705
SDSSJ132304.92+135418.2  ,4.562,200.7705,13.9050667,19.280027,0.07913,0.837533,1372.5793,186.30804,3.430177,0.776056,85.41525,5.069396,11.420065,10.267695,7.946295,22.692495,20.73761,19.85583,19.971317,20.249588,0.12679841028634076
SDSSJ105210.79+062008.7  ,4.575,163.045,6.3357528,18.922834,0.088286,0.137614,990.46265,363.25748,2.573439,0.616812,54.078094,3.782103,25.596296,20.468412,10.982815,24.653347,21.055666,18.979557,19.22229,19.898216,0.13758552514847025
SDSSJ123604.19+030341.8  ,4.577,189.0174583,3.0616333,18.708906,0.071647,0.658259,1694.7213,408.88733,2.152613,0.512313,71.109344,4.250834,16.615602,16.67959,11.190432,22.954008,20.928814,19.44871,19.444536,19.877882,0.12557551398859
SDSSJ120110.31+211758.4  ,4.579,180.2929583,21.2995778,17.288994,0.0313,1.264151,922.0432,148.32071,2.30053,0.627205,30.113165,15.817671,59.434063,51.380108,46.660213,22.245502,19.502144,18.06491,18.223013,18.327633,0.1167029027129874
SDSSJ121409.83+035438.8  ,4.579,183.5409583,3.9107833,18.391087,0.070126,0.818631,650.173,157.84982,2.246038,0.552943,60.15041,10.163664,42.742863,33.039314,16.489792,22.71728,19.982374,18.42284,18.702423,19.456963,0.05555731625685561
SDSSJ120312.63-001118.8  ,4.592,180.802625,-0.1885694,17.92677,0.015603,0.952573,1577.3381,253.49863,2.083829,0.482937,81.427826,11.683187,50.50963,40.99638,24.176922,22.552755,19.831097,18.241564,18.468136,19.041498,0.07771981844695262
SDSSJ114225.31+110217.4  ,4.596,175.6054583,11.0381667,18.289463,0.052361,1.140687,942.5307,186.09047,2.451929,0.609963,85.28766,10.609231,31.233894,23.279415,17.892725,22.357084,19.935791,18.763435,19.08257,19.368309,0.1231851593620807
SDSSJ124144.14+034809.2  ,4.596,190.4339167,3.802575,19.36712,0.18723,0.675268,2172.1865,413.83417,2.740524,0.600283,141.96518,5.498373,12.500339,12.204451,11.46962,22.92631,20.649414,19.757696,19.783705,19.851128,0.07106320554466965
SDSSJ111401.47-005321.2  ,4.6  ,168.5061667,-0.8892278,18.87271,0.035872,0.817199,1796.2004,478.17255,2.757811,0.613504,132.12129,7.583815,18.098848,16.3599,13.19455,22.719181,20.300282,19.355873,19.465548,19.699013,0.13241009887575758
SDSSJ131121.32+222738.6  ,4.609,197.838875,22.4607472,18.87026,0.103485,0.534792,1353.8484,400.98276,3.417819,0.796458,104.84755,4.511016,14.24039,13.431072,8.506379,23.179539,20.864315,19.616196,19.679724,20.175638,0.113940823280863
SDSSJ130002.16+011823.0  ,4.612,195.009,1.3064028,17.706314,0.027807,1.934068,634.6268,156.76334,2.08728,0.558313,42.362183,17.733366,67.346535,57.837196,29.47591,21.783821,19.378021,17.929213,18.094482,18.826332,0.1448378938905373
SDSSJ111523.24+082918.4  ,4.635,168.8468333,8.4884611,18.044186,0.036352,1.350804,1475.2719,325.1073,2.372647,0.598509,80.14565,8.916718,35.119877,29.766708,22.146793,22.17352,20.124487,18.636118,18.815674,19.136723,0.10308902718208753
SDSSJ111741.26+261039.2  ,4.636,169.4219167,26.177575,18.379309,0.085361,0.737285,1603.1167,345.32874,2.880343,0.676428,80.71356,9.334558,22.010063,18.487661,18.260496,22.830912,20.074766,19.143446,19.332794,19.346218,0.07617145108261027
SDSSJ110150.89+240922.4  ,4.64 ,165.4620417,24.1562333,18.273443,0.060614,0.622439,1990.1846,305.10147,2.738108,0.656119,87.895454,9.6199,30.939634,24.845295,21.153524,23.014757,20.042074,18.773712,19.01189,19.186543,0.05273198801624756
SDSSJ130110.95+252738.2  ,4.664,195.295625,25.4606389,18.683231,0.093406,0.935657,1135.8295,229.36296,2.912897,0.76645,100.98762,11.793489,35.135963,25.75248,19.974155,22.572208,19.820894,18.63562,18.972952,19.248829,0.072751642306691
SDSSJ114050.28+281221.1  ,4.667,175.2095417,28.2058667,,,0.206785,1123.5481,314.68927,3.440318,0.766398,90.66146,2.468997,11.323978,9.715973,5.183447,24.211205,21.5187,19.865002,20.031284,20.713453,0.1473758676931033
SDSSJ115744.95+221754.9  ,4.67 ,179.4372917,22.2985889,18.49076,0.086219,0.40609,1422.3157,298.5583,3.142957,0.755452,68.371574,6.765616,23.714064,23.363913,15.453164,23.478445,20.424232,19.062485,19.078636,19.527456,0.17182953794477265
SDSSJ123503.04-000331.7  ,4.685,188.7626667,-0.0588139,19.187275,0.04671,0.470821,1024.9209,388.95532,2.519303,0.557558,70.97484,4.603913,16.985872,17.525028,9.381803,23.317862,20.842182,19.42478,19.390854,20.069284,0.10722595816266817
SDSSJ113906.95-014941.5  ,4.687,174.779,-1.8282139,20.243904,0.124562,0.253709,1736.6736,375.01804,2.865757,0.612632,195.5695,2.390549,4.327716,4.652296,4.682626,23.98916,21.553757,20.909353,20.830832,20.823776,0.04506626633433543
SDSSJ125832.51+141009.1  ,4.693,194.6355,14.1692028,,,0.271829,2132.0623,657.0701,3.550704,0.743488,96.59731,2.12359,3.235767,2.967089,3.498633,23.91426,21.682323,21.225058,21.319174,21.140255,0.03275466578037648
BR1202-0725              ,4.694,181.3463333,-7.7089194,16.842237,0.019321,3.35085,1523.632,292.5015,1.531223,0.424723,110.16122,31.183987,113.94968,93.91654,74.90808,21.187113,18.765171,17.358217,17.568144,17.813679,0.6878561275881976
SDSSJ115158.26+030341.8  ,4.699,177.9927917,3.0616222,-999999500,-999999500,0.375796,1288.4167,469.4808,2.815401,0.628055,129.50854,3.208887,6.169013,3.696213,6.755195,23.56262,21.234114,20.524462,21.080606,20.425905,0.15114912027342658
SDSSJ130917.13+165758.4  ,4.71 ,197.321375,16.9662472,18.03528,0.065278,1.40467,1720.6816,352.39005,2.575338,0.654764,92.11841,11.93959,35.41496,27.642826,27.53081,22.131063,19.807526,18.627033,18.896044,18.900452,0.03458042907885272
SDSSJ132110.81+003821.6  ,4.729,200.2950833,0.6393583,18.844713,0.029248,0.475456,2758.4744,595.9131,2.472131,0.580178,176.79594,5.28865,12.885617,8.979934,11.287233,23.307224,20.691637,19.724737,20.116817,19.868532,0.07218952376010924
SDSSJ105919.22+023428.7  ,4.735,164.8300833,2.5746528,18.567524,0.063821,0.281707,1757.2698,467.76135,2.697807,0.613888,61.43133,5.369728,17.914454,14.681803,16.239897,23.875505,20.67512,19.366991,19.583052,19.473541,0.04425240403925435
SDSSJ110045.23+112239.1  ,4.74 ,165.1884583,11.3775389,17.872402,0.037227,1.197908,1183.7964,154.87738,2.182888,0.586074,39.74477,13.323082,53.98974,40.842155,31.581778,22.303942,19.688488,18.169222,18.472229,18.751408,0.007375294017669931
SDSSJ124735.78+063842.6  ,4.744,191.899125,6.6451833,-999999500,-999999500,0.380405,1924.5212,655.1656,3.046975,0.655125,198.6006,2.791204,6.161161,4.505814,5.837533,23.549385,21.38552,20.525843,20.865566,20.584427,0.18146859905535268
SDSSJ112420.57-010743.6  ,4.77 ,171.0857083,-1.1287944,19.399443,0.223005,0.043852,1476.3313,503.9622,2.88882,0.657551,193.2008,1.641463,8.503057,4.316777,5.216019,25.895027,21.961922,20.176062,20.912102,20.706652,0.3262344228777578
SDSSJ130328.28+214421.3  ,4.772,195.8678333,21.7392528,19.033031,0.128095,0.232551,1612.4421,361.84186,3.48646,0.806539,76.21922,4.686528,12.752518,12.534194,10.117752,24.083706,20.822872,19.73601,19.754759,19.98729,0.12378832725068244
SDSSJ114448.54+055709.7  ,4.788,176.2022917,5.9527167,19.379065,0.143195,0.145135,1890.134,477.99826,2.756854,0.616995,106.92193,3.438328,8.886696,7.949142,7.290882,24.595568,21.159132,20.128149,20.249199,20.34305,0.06499922114857445
SDSSJ112242.98-022905.1  ,4.795,170.6790833,-2.48475,,,0.118982,1640.8291,481.50516,2.677068,0.604638,197.78635,3.140143,15.679663,14.660028,7.227773,24.811295,21.257626,19.511658,19.584663,20.35249,0.13776829536500804
SDSSJ120131.56+053510.1  ,4.795,180.3815417,5.58615,17.721447,0.034844,0.31317,1513.3926,285.97894,2.307235,0.552957,134.61432,5.920407,39.89532,34.2399,27.817282,23.760551,20.56912,18.497696,18.66367,18.889214,0.030217178055702634
SDSSJ130152.55+221012.2  ,4.799,195.469,22.1700583,18.586456,0.086318,0.206681,1526.1781,338.08643,3.240946,0.743128,69.99359,5.079893,18.692604,18.161783,14.968149,24.211752,20.735363,19.320826,19.352104,19.56208,0.042083280864096385
SDSSJ130619.39+023658.9  ,4.8  ,196.5807917,2.6163722,17.83888,0.044072,0.059929,1502.0654,433.90936,2.109602,0.544288,127.706,3.125524,62.216896,57.99339,14.59516,25.555899,21.262693,18.015228,18.091555,19.589478,0.031470963883938094
SDSSJ110131.37-004248.3  ,4.805,165.38075,-0.7134389,19.577408,0.064127,0.063768,2697.102,499.4395,2.895994,0.619112,130.12634,0.966873,8.188438,7.243562,4.225153,25.488493,22.536577,20.216997,20.350119,20.935394,0.14848369330094496
SDSSJ120256.44+072038.9  ,4.807,180.7351667,7.3441611,19.095839,0.13501,0.205364,1423.4764,307.66388,2.465445,0.570117,104.15427,4.524026,23.052206,22.189924,11.129917,24.218687,20.861187,19.093218,19.134611,19.88377,0.14994450839207207
SDSSJ110350.30+245146.6  ,4.837,165.9595833,24.8629639,18.493488,0.083166,1.072641,1346.0559,421.7944,2.757097,0.686602,149.56033,8.955461,28.678736,30.629667,19.758806,22.423864,20.11978,18.8561,18.784645,19.2606,0.12069305379555287
SDSSJ123623.03+182435.8  ,4.85 ,189.096,18.4099472,,,0.070034,1413.9507,430.6938,3.554913,0.755397,81.01064,2.427241,5.705236,5.072246,8.049489,25.38673,21.537218,20.609316,20.737,20.235579,0.07841511786624164
SDSSJ105020.40+262002.3  ,4.864,162.5850417,26.3339806,18.25064,0.07877,0.344312,1228.842,335.84738,2.688245,0.643608,80.1474,5.423993,22.433737,21.483303,20.976662,23.657621,20.664202,19.122746,19.169748,19.19566,0.06519400632757191
SDSSJ112956.09-014212.4  ,4.865,172.4837083,-1.7034556,17.359983,0.036851,-0.018053,808.0971,221.72043,1.871105,0.499806,77.52521,2.870548,72.60618,71.11673,16.767336,NaN,21.355087,17.847567,17.870071,19.438839,0.14688861233836514
SDSSJ111358.32+025333.6  ,4.867,168.493,2.8926806,18.822018,0.061607,0.236255,1251.5618,265.99893,2.643017,0.58372,21.606802,4.379662,22.11884,20.828873,13.145865,24.06655,20.896399,19.138094,19.203335,19.703028,0.1970767350804517
SDSSJ115922.20+262915.5  ,4.88 ,179.8425417,26.4876472,18.597488,0.09602,0.274944,1292.6781,419.68536,3.332107,0.759247,58.35449,3.662353,15.546023,14.069814,13.5864,23.901892,21.0906,19.520952,19.629278,19.667238,0.10946701150524461
SDSSJ120516.55+075100.4  ,4.888,181.319,7.8501306,,,0.048913,1045.6665,367.5503,2.869642,0.612723,71.226395,1.077711,4.638323,5.354043,3.224264,25.776442,22.418745,20.834097,20.678295,21.228924,0.06176152919137271
SDSSJ125353.35+104603.1  ,4.911,193.4722917,10.7675528,18.008984,0.055103,0.14352,1015.0984,445.78937,2.220195,0.556203,44.19688,4.197745,23.199314,24.019247,21.32014,24.607718,20.94246,19.086311,19.048601,19.178024,0.0853673025558561
SDSSJ115207.34+030701.7  ,4.915,178.0305833,3.1171389,-999999500,-999999500,0.173008,969.7331,391.2033,2.66231,0.606882,66.21223,1.581209,10.584282,10.904621,6.760395,24.404835,22.002527,19.938347,19.905973,20.42507,0.11498064502818343
SDSSJ120055.61+181733.0  ,4.998,180.23175,18.2925028,18.485256,0.088189,0.200661,1632.3164,426.46954,2.830883,0.667819,98.91537,3.875461,23.975996,23.03056,16.55044,24.243843,21.029192,19.050558,19.094238,19.452976,0.06803374523812465
SDSSJ110134.35+053133.8  ,5.0  ,165.3931667,5.526075,18.063719,0.039904,0.015508,1270.9152,283.03116,2.572407,0.571549,49.78817,2.796336,19.1405,15.709588,17.202488,27.023611,21.383526,19.295116,19.509588,19.411022,0.0312968630801099
SDSSJ112311.13-004418.5  ,5.0  ,170.7964583,-0.7385111,19.158907,0.063313,0.080211,1514.2422,640.5362,2.827085,0.649016,209.73328,1.586575,11.376533,14.158635,7.4271,25.239418,21.998848,19.859976,19.622446,20.322952,0.06436335404586184
SDSSJ115424.73+134145.7  ,5.005,178.6030417,13.6960528,18.927229,0.095915,0.061592,2026.3043,625.954,2.810267,0.635553,112.98539,2.171704,15.749492,17.015625,10.345015,25.526197,21.657999,19.506834,19.42288,19.963173,0.19670303172256287
SDSSJ115419.91+233357.2  ,5.011,178.583,23.5659083,18.893587,0.109373,0.158171,1326.7749,493.93008,3.255387,0.719138,90.78201,2.283987,16.314894,19.947071,10.150034,24.502186,21.603266,19.46854,19.250301,19.983831,0.13914482726551294
SDSSJ120852.66+211033.9  ,5.06 ,182.2194583,21.1761028,18.443882,0.080281,0.020685,1080.8044,416.04004,2.834557,0.677825,72.98655,0.939376,31.070282,30.783287,9.86902,26.710875,22.567902,18.769136,18.779213,20.014315,0.06590307366874791
SDSSJ120441.73-002149.6  ,5.09 ,181.173875,-0.3637861,18.04625,0.017416,0.123176,1823.7347,338.39087,2.44942,0.528693,85.128174,4.226027,24.725391,27.41463,21.117407,24.773684,20.93517,19.017141,18.905045,19.188398,0.08680716975698184
SDSSJ122237.96+195842.9  ,5.13 ,185.6581667,19.9785917,18.808882,0.122016,-0.01805,1028.2168,285.22247,2.855011,0.677823,54.935898,1.439927,24.328129,22.673641,10.415393,NaN,22.104149,19.034729,19.111197,19.95581,0.11303014202723914
SDSSJ120952.73+183147.2  ,5.148,182.4697083,18.5297806,18.401783,0.095914,0.009269,1955.7751,470.35434,2.793042,0.661407,55.663296,3.660558,25.723381,24.415102,17.8439,27.58245,21.091131,18.97418,19.030853,19.371275,0.26162977672701415
SDSSJ113246.50+120901.6  ,5.167,173.19375,12.1504722,18.203,0.043809,-0.022843,2496.931,448.0637,2.5086,0.558473,60.318123,3.228331,32.08582,37.839073,19.921143,NaN,21.227554,18.734217,18.55515,19.251715,0.05894369208029543
SDSSJ112250.04+134236.4  ,5.187,170.7085,13.710125,-999999500,-999999500,-0.012761,2067.292,874.0245,2.999245,0.662173,135.02599,0.654834,7.452859,7.771442,3.559943,NaN,22.959673,20.319193,20.273746,21.121393,0.08037306481283818
SDSSJ112637.96+173458.5  ,5.216,171.6582083,17.5829306,18.63121,0.082827,0.084954,1793.3866,604.3446,2.776883,0.609802,84.68187,2.364505,17.517227,22.433645,13.100776,25.177042,21.565649,19.391336,19.122751,19.706757,0.11949536511422572
SDSSJ120823.82+001027.7  ,5.273,182.09925,0.1743611,19.486116,0.072742,-0.049406,791.5969,270.46796,2.914121,0.602876,67.663574,1.26131,5.136324,5.472212,6.946688,NaN,22.247946,20.72337,20.654593,20.395555,0.15441415379420234
PSOJ172.1770+26.8866     ,5.77 ,172.177,26.8866667,,,-0.050056,1649.3143,346.86298,3.325579,0.752138,74.59378,0.183386,9.477104,10.848969,4.241358,NaN,24.341587,20.058311,19.91153,20.931238,0.184636240301879
PSOJ187.1047-02.5609     ,5.77 ,187.1047917,-2.5609028,20.019495,0.108445,-0.030508,2052.9688,189.9703,2.938524,0.632076,69.936676,0.252797,7.566068,6.780242,3.634404,NaN,23.99307,20.302824,20.421886,21.098917,0.19865274724884177
SDSSJ104433.04-012502.2  ,5.8  ,161.1376667,-1.4172778,18.308308,0.048969,-0.003369,1293.8854,489.74335,2.647583,0.606491,89.20084,1.081831,25.370253,27.05493,18.599253,NaN,22.414602,18.989187,18.919384,19.326262,0.12631416024808667
VIKINGKiDSJ1148+0056     ,5.84 ,177.13825,0.9450722,20.737215,0.191935,-0.017406,1123.3484,350.5145,2.909575,0.623776,181.27718,0.018122,3.846128,4.558043,1.864934,NaN,26.854475,21.037441,20.853054,21.823341,0.36721134758435947
PSOJ197.7198+25.5351     ,5.84 ,197.7197917,25.5351889,-999999500,-999999500,0.038981,1013.4566,271.536,3.742802,0.833498,47.86007,0.151094,7.005784,5.480589,4.538935,26.022856,24.551878,20.386358,20.652931,20.857615,0.20291211949912705
SDSSJ124340.81+252923.9  ,5.85 ,190.9200417,25.4899722,19.205292,0.115642,-0.022148,838.9382,365.37122,3.101475,0.695921,82.9956,0.145889,21.603376,29.59304,6.431349,NaN,24.589945,19.163696,18.822025,20.479244,0.1065761386263151
PSOJ187.3050+04.3243     ,5.89 ,187.305,4.3243611,-999999500,-999999500,0.051083,783.14136,395.20587,2.712387,0.567567,99.61438,0.059412,2.121214,3.950693,2.93173,25.729319,25.565308,21.683538,21.008316,21.33219,0.2064443228428083
PSOJ194.1290+25.5476     ,5.91 ,194.1290417,25.547625,-999999500,-999999500,-0.004565,664.0066,307.24176,3.29978,0.794681,85.23679,0.172252,11.80052,13.69324,4.587231,NaN,24.40959,19.820248,19.658735,20.846123,0.14515187420899556
VIKINGKiDSJ1215+0023     ,5.93 ,183.8202917,0.3901806,20.376295,0.147574,-0.002477,2152.1262,645.5553,2.96962,0.596146,122.57213,0.039203,2.845044,4.731136,2.280461,NaN,26.016691,21.364779,20.812586,21.604944,0.2529230508019717
SDSSJ130608.26+035626.3  ,5.99 ,196.5344167,3.9406389,18.86228,0.105259,-0.014023,1788.1871,612.8606,2.599344,0.585193,115.5282,0.173517,22.418634,16.349812,13.846172,NaN,24.401646,19.123478,19.466219,19.646675,0.07783110344687028
