#ID , RA , DEC , z , Discovery Ref ,,,,
J222843.53+011032.20,22:28:43.53,+01:10:32.20,5.9030,Zeimann11,,,,
J133550.81+353315.80,13:35:50.81,+35:33:15.80,5.901,Fan06,,,,
J232914.46-040324.10,23:29:14.46,-04:03:24.10,5.9,Willott09,,,,
J013201.70-021603.11,01:32:01.70,-02:16:03.11,5.90,Banados16,,,,
J211824.97-105557.43,21:18:24.97,-10:55:57.43,5.90,Banados16,,,,
J022029.72-043204.00,02:20:29.72,-04:32:04.00,5.90,Matsuoka18,,,,
J142307.21-022519.00,14:23:07.21,-02:25:19.00,5.9,Matsuoka19b,,,,
J131258.66+010902.10,13:12:58.66,+01:09:02.10,5.90,Matsuoka21,,,,
J122913.20+041927.70,12:29:13.20,+04:19:27.70,5.89,Banados14,,,,
J083525.76+321752.60,08:35:25.76,+32:17:52.60,5.89,Jiang16,,,,
J025040.58-025502.82,02:50:40.58,-02:55:02.82,5.89,Banados16,,,,
J044407.73-043333.07,04:44:07.73,-04:33:33.07,5.89,Banados16,,,,
J142200.23+001103.00,14:22:00.23,+00:11:03.00,5.89,Matsuoka18,,,,
J230610.54-012458.40,23:06:10.54,-01:24:58.40,5.89,Matsuoka21,,,,
J102232.14+023041.90,10:22:32.14,+02:30:41.90,5.89,Matsuoka21,,,,
J141327.11-223342.20,14:13:27.11,-22:33:42.20,5.88,Banados14,,,,
J224237.55+033421.60,22:42:37.55,+03:34:21.60,5.88,Willott10,,,,
J050344.56-073022.07,05:03:44.56,-07:30:22.07,5.88,Banados16,,,,
J103137.69-023935.67,10:31:37.69,-02:39:35.67,5.88,Banados16,,,,
J131732.73+012741.60,13:17:32.73,+01:27:41.60,5.88,Matsuoka21,,,,
J230735.35+003149.40,23:07:35.35,+00:31:49.40,5.87,Jiang09,,,,
J211951.89-004020.10,21:19:51.89,-00:40:20.10,5.87,Jiang16,,,,
J033550.53-154744.50,03:35:50.53,-15:47:44.50,5.87,Banados16,,,,
J223148.89-003547.50,22:31:48.89,-00:35:47.50,5.87,Matsuoka18,,,,
J085048.25+324647.90,08:50:48.25,+32:46:47.90,5.867,Jiang15,,,,
J020332.38+001229.20,02:03:32.38,+00:12:29.20,5.86,Jiang08,,,,
J032835.51-325322.92,03:28:35.51,-32:53:22.92,5.86,Venemans15b,,,,
J121311.80-124603.50,12:13:11.80,-12:46:03.50,5.86,Banados14,,,,
J083955.36+001554.20,08:39:55.36,+00:15:54.20,5.86,Venemans15B,,,,
J140319.13+090250.90,14:03:19.13,+09:02:50.90,5.86,Jiang15,,,,
J120923.99-000646.50,12:09:23.99,-00:06:46.50,5.86,Matsuoka18,,,,
J000552.34-000655.80,00:05:52.34,-00:06:55.80,5.850,Fan04,,,,
J142516.34+325409.57,14:25:16.34,+32:54:09.57,5.85,Cool06,,,,
J014057.03-114059.48,01:40:57.03,-11:40:59.48,5.85,Banados16,,,,
J082907.62+030356.52,08:29:07.62,+03:03:56.52,5.85,Banados16,,,,
J124340.81+252923.90,12:43:40.81,+25:29:23.90,5.85,Jiang16,,,,
J?,  ,  ,5.85, Gloudemans in prep ,,,,
J084035.09+562419.90,08:40:35.09,+56:24:19.90,5.844,Fan06,,,,
J140329.33-120034.10,14:03:29.33,-12:00:34.10,5.84,Banados14,,,,
J114833.18+005642.30,11:48:33.18,+00:56:42.30,5.84,Venemans15B,,,,
J121516.88+002324.70,12:15:16.88,+00:23:24.70,5.84,Venemans15B,,,,
J131052.75+253206.68,13:10:52.75,+25:32:06.68,5.84,Banados16,,,,
J155000.93+431802.80,15:50:00.93,+43:18:02.80,5.84,Matsuoka18,,,,
J232936.84-152014.46,23:29:36.84,-15:20:14.46,5.84,Banados18b,,,,
J114338.34+380828.70,11:43:38.34,+38:08:28.70,5.836,Jiang16,,,,
J115414.26-121117.48,11:54:14.26,-12:11:17.48,5.83,Banados16,,,,
J140911.38-155911.66,14:09:11.38,-15:59:11.66,5.83,Banados16,,,,
J160945.53-125854.11,16:09:45.53,-12:58:54.11,5.83,Banados16,,,,
J143611.74+500706.90,14:36:11.74,+50:07:06.90,5.83,Fan06,,,,
J023858.09-031845.40,02:38:58.09,-03:18:45.40,5.83,Matsuoka19b,,,,
J023930.24-004505.40,02:39:30.24,-00:45:05.40,5.82,Jiang09,,,,
J154346.82+170028.46,15:43:46.82,+17:00:28.46,5.82,Banados16,,,,
J154509.90+163631.91,15:45:09.90,+16:36:31.91,5.82,Banados16,,,,
J001734.47+170510.70,00:17:34.47,+17:05:10.70,5.8165,Banados16,,,,
J083643.85+005453.30,08:36:43.85,+00:54:53.30,5.810,Fan01,,,,
J214755.41+010755.30,21:47:55.41,+01:07:55.30,5.81,Jiang09,,,,
J113910.09-121704.38,11:39:10.09,-12:17:04.38,5.81,Banados16,,,,
J155524.25-065351.59,15:55:24.25,-06:53:51.59,5.81,Banados16,,,,
J235118.96+062406.92,23:51:18.96,+06:24:06.92,5.81,Banados16,,,,
J?,  ,  ,5.801, Wolff in prep ,,,,
J203355.91-273854.60,20:33:55.91,-27:38:54.60,5.80,Banados16,,,,
J000239.39+255034.80,00:02:39.39,+25:50:34.80,5.8,Fan04,,,,
J081054.32+510540.10,08:10:54.32,+51:05:40.10,5.80,Jiang16,,,,
J012541.12-255256.24,01:25:41.12,-25:52:56.24,5.79,Banados16,,,,
J104433.04-012502.20,10:44:33.04,-01:25:02.20,5.78440,Fan00,,,,
J141455.90-132849.28,14:14:55.90,-13:28:49.28,5.78,Banados16,,,,
J154552.08+602824.00,15:45:52.08,+60:28:24.00,5.78,Wang16,,,,
J161435.36+011444.79,16:14:35.36,+01:14:44.79,5.78,Yang19,,,,
J111921.65+011308.60,11:19:21.65,+01:13:08.60,5.78,Wang19,,,,
J012958.51-003539.70,01:29:58.51,-00:35:39.70,5.778883,Jiang09,,,,
J092721.82+200123.70,09:27:21.82,+20:01:23.70,5.772,Fan06,,,,
J232514.24+262847.60,23:25:14.24,+26:28:47.60,5.77,Wang16,,,,
J112842.48+265312.00,11:28:42.48,+26:53:12.00,5.77,Banados16,,,,
J122825.15-023339.25,12:28:25.15,-02:33:39.25,5.77,Banados16,,,,
J163752.18+024158.10,16:37:52.18,+02:41:58.10,5.76,Wenzl21,,,,
J000121.63+265009.17,00:01:21.63,+26:50:09.17,5.75,Banados16,,,,
J?,  ,  ,5.75, Gloudemans in prep ,,,,
J132741.32+573238.37,13:27:41.32,+57:32:38.37,5.74,Banados16,,,,
J142036.30-160230.20,14:20:36.30,-16:02:30.20,5.73,Morganson11,,,,
J212328.88-242137.44,21:23:28.88,-24:21:37.44,5.73,Banados16,,,,
J152330.66+293539.10,15:23:30.66,+29:35:39.10,5.73,Wenzl21,,,,
J?,  ,  ,5.721, Wolff in prep ,,,,
J003725.76-080708.46,00:37:25.76,-08:07:08.46,5.72,Banados16,,,,
J135649.41-264230.23,13:56:49.41,-26:42:30.23,5.72,Banados16,,,,
J162100.92+515548.86,16:21:00.92,+51:55:48.86,5.71,Jiang16,,,,
J112143.65-071839.69,11:21:43.65,-07:18:39.69,5.71,Yang19,,,,
J?,  ,  ,5.707, Wolff in prep ,,,,
J030044.18-223227.20,03:00:44.18,-22:32:27.20,5.7,Banados14,,,,
J114816.21+525339.30,11:48:16.21,+52:53:39.30,5.7,Mahabal05,,,,
