t1_name,t1_redshift,t1_radeg,t1_decdeg,t1_japermag3,t1_japermag3err,ls_id,dec,ra,elat,elon,glat,glon,mjd_max,mjd_min,ref_id,brickid,blob_nea_g,blob_nea_r,blob_nea_z,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,dec_ivar,dered_flux_g,dered_flux_r,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_flux_z,dered_mag_g,dered_mag_r,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,dered_mag_z,ebv,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,flux_g,flux_ivar_g,flux_ivar_r,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,flux_ivar_z,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,fracflux_g,fracflux_r,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracflux_z,fracin_g,fracin_r,fracin_z,fracmasked_g,fracmasked_r,fracmasked_z,gaia_a_g_val,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_sigma5d_max,gaia_astrometric_weight_al,gaia_e_bp_min_rp_val,gaia_phot_bp_mean_flux_over_error,gaia_phot_bp_mean_mag,gaia_phot_bp_rp_excess_factor,gaia_phot_g_mean_flux_over_error,gaia_phot_g_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_phot_rp_mean_mag,galdepth_g,galdepth_r,galdepth_z,g_r,htm9,mag_g,mag_r,mag_w1,mag_w2,mag_w3,mag_w4,mag_z,mw_transmission_g,mw_transmission_r,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,mw_transmission_z,nea_g,nea_r,nea_z,nest4096,objid,parallax_ivar,parallax,pmdec_ivar,pmdec,pmra_ivar,pmra,psfdepth_g,psfdepth_r,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,psfdepth_z,psfsize_g,psfsize_r,psfsize_z,ra_ivar,random_id,rchisq_g,rchisq_r,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,rchisq_z,ref_epoch,ring256,r_z,sersic_ivar,sersic,shape_e1_ivar,shape_e1,shape_e2_ivar,shape_e2,shape_r_ivar,shape_r,snr_g,snr_r,snr_w1,snr_w2,snr_w3,snr_w4,snr_z,w1_w2,w2_w3,w3_w4,wise_x,wise_y,z_w1,allmask_g,allmask_r,allmask_z,anymask_g,anymask_r,anymask_z,brick_primary,fitbits,gaia_astrometric_n_good_obs_al,gaia_astrometric_n_obs_al,gaia_astrometric_params_solved,gaia_duplicated_source,gaia_phot_bp_n_obs,gaia_phot_g_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,maskbits,nobs_g,nobs_r,nobs_w1,nobs_w2,nobs_w3,nobs_w4,nobs_z,release,wisemask_w1,wisemask_w2,brickname,ref_cat,type,wise_coadd_id,dist_arcsec
SWJ220106.63+030207.71   ,5.06 ,330.277625,3.035475,18.019644,0.037049,9906622636294839,3.0354650235841323,330.27762855392723,14.212849099466725,333.45749518675876,-39.06803787381824,62.43928718142164,58406.006002980736,56886.10790563259,2683527830335172992,348969,5.93518,4.780832,5.309926,3135.5527,2286.866,94799.53,94737.82,94736.68,94739.08,0,1.933394e+12,0.27828,6.943407,35.660973,33.029102,280.5947,1912.8539,29.421505,23.888794,20.396069,18.619516,18.702759,16.3798,14.295795,18.828339,0.044842,0.189453,4.93638,21.757683,0.189453,4.93638,21.757683,0.243688,1335.7126,430.79312,2.55845,0.623654,0.000646,9e-06,98.770546,6.349498,35.391,32.875313,280.31555,1912.1351,27.986168,0.000629,4e-06,0.013096,0.010073,0.192066,0.337937,6e-06,0.997063,0.998639,0.995601,0.008119,0.003874,0.142712,NaN,1.287809,0.340118,5.500456,0.038705,NaN,4.378782,21.742102,1.422369,101.16802,20.296858,14.561728,19.146818,917.17896,442.1109,82.90809,3.539766,3185313,24.032917,20.49315,18.627768,18.707825,16.380882,14.296204,18.88264,0.875691,0.914464,0.992429,0.995344,0.999005,0.999624,0.951215,5.934948,4.780737,6.072015,78100939,695,0,0,0,0,0,0,1408.7987,708.36975,4.167669,0.770583,0.000777,1e-05,135.35515,1.619104,1.452779,1.640314,3.9171895e+12,88.21362,1.09511,1.430886,0.682734,0.783139,0.803204,0.132658,2.456821,2015.5,373163,1.61051,0,0,0,0,0,0,0,0,8.906147,131.78737,56.608456,25.962225,7.123909,5.575012,278.136,-0.080057,2.326942,2.084679,298.893,218.28648,0.254873,0,0,0,0,0,2048,1,128,80,80,3,0,9,115,13,0,0,3,4,188,182,10,10,6,9010,0,0,3303p030,G2,PSF,3297p030,0.0381198787901785
SDSSJ231216.43+010051.6  ,5.068,348.0685,1.0143417,19.956501,0.183526,9906621885974573,1.0143033601666862,348.06849756692094,5.650826163593479,349.42615321141614,-53.10828298152185,78.63438542739817,58066.02399164074,56543.16134073259,0,337520,4.598192,2.80715,2.316456,2575.748,1996.0415,6237.83,6238.988,6239.4272,6239.319,0,2.811282e+11,0.020534,0.673864,4.97207,4.396066,40.695602,50.22447,4.097991,26.718798,22.928568,20.758657,20.89234,18.476131,18.247711,20.968573,0.036801,0.01434,0.48763,3.062894,0.01434,0.48763,3.062894,0.018415,2960.0435,2234.542,2.936481,0.640259,0.000779,1.1e-05,346.5531,0.626186,4.941158,4.379261,40.662373,50.20898,3.933189,0.02157,0.000298,0.472049,0.665184,1.075228,14.733466,7.1e-05,0.990202,0.992049,0.991178,0.01302,0.009071,0.010471,0,0,0,0,0,0,0,0,0,0,0,0,0,1826.8463,1221.556,176.11722,3.828835,3155178,26.837076,23.008242,20.765429,20.896498,18.477018,18.248047,21.013138,0.896786,0.929246,0.993783,0.996177,0.999183,0.999692,0.959784,4.597806,2.807031,2.31634,77341495,2093,0,0,0,0,0,0,3015.307,2409.6519,3.735356,0.698958,0.000779,1e-05,380.16745,1.415949,1.118289,1.017358,2.7209025e+11,71.66472,0.900818,1.162401,0.693434,0.489687,0.374493,0.070519,1.084325,0,386526,1.995104,0,0,0,0,0,0,0,0,1.001887,29.600386,8.467248,3.504117,1.135197,0.162775,73.21999,-0.131069,2.419479,0.228971,245.57767,189.76245,0.247709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,169,166,13,13,6,9010,0,0,3481p010,"",PSF,3479p015,0.13830096329077074
SWJ220226.77+150952.38   ,5.07 ,330.6115417,15.16455,17.614315,0.035439,9906627196619049,15.164540703934724,330.6115513220803,25.366644549755,338.5452420664341,-31.103436702686707,73.65386021461973,58377.11275884074,56880.31964222259,1768708695459522432,418554,5.36362,4.720677,5.94505,2263.6758,625.2864,161572.45,161571.95,161572.28,161572.34,0,5.603177e+13,-0.002404,7.867168,42.355732,36.504307,122.51561,2316.6482,39.664978,NaN,20.260454,18.43272,18.59414,17.279522,14.08785,18.503983,0.047656,0,5.569077,29.27909,0,5.569077,29.27909,-0.002088,2610.6372,437.42648,2.580551,0.700322,0.000955,1.3e-05,98.39287,7.153988,42.015034,36.323696,122.38608,2315.7231,37.611668,0.403992,0.000338,0.157447,0.139955,0.284104,1.026698,0.000467,0.998792,0.998436,0.998416,0.003114,0.004076,0.004585,NaN,0,0,1.096936,0.08647,NaN,5.368814,21.187704,1.469426,137.85803,19.827204,27.11136,18.649822,1693.0574,480.75128,90.34386,NaN,3189840,NaN,20.36363,18.441488,18.599525,17.28067,14.088284,18.561693,0.868427,0.909347,0.991956,0.995052,0.998943,0.999601,0.948234,5.363513,4.720574,5.94492,51476198,2345,3.373044,0.069908,1.301713,-0.054689,0.763187,0.712148,2579.612,776.18164,4.809087,0.885535,0.000807,1.2e-05,134.67967,1.541641,1.440802,1.614076,5.1058735e+13,59.094387,0.944355,1.452151,1.199496,0.649189,0.71037,0.10186,1.203358,2015.5,291244,1.801937,0,0,0,0,0,0,0,0,-0.106663,149.62383,67.49334,30.397566,3.781762,8.318045,373.0821,-0.158037,1.318855,3.192387,215.78557,60.176704,0.120205,0,0,0,0,0,0,1,128,132,132,31,0,12,150,14,0,0,4,4,211,214,13,14,5,9010,0,0,3306p152,G2,PSF,3302p151,0.04730483192999478
SDSSJ223907.56+003022.6  ,5.09 ,339.7815,0.5062778,,,9906621695067167,0.5062796496113191,339.78151088012913,8.370510791720939,341.5225391836735,-47.87542882630417,68.47680147198369,58048.07100414073,56545.079215902595,0,334607,4.376255,3.440073,2.955292,3084.0344,1885.7946,3644.789,3647.8718,3648.0046,3647.8962,0,1.4117275e+11,-0.034709,0.723155,5.49649,4.731883,18.552937,-1332.953,3.896033,NaN,22.851923,20.649786,20.812414,19.328968,NaN,21.023443,0.067319,0,0.492464,2.814845,0,0.492464,2.814845,-0.028438,2881.263,2181.2185,2.955563,0.641933,0.000533,7e-06,212.69048,0.632314,5.43414,4.698845,18.525234,-1332.2012,3.61421,0,0,0.15032,0.329953,2.590466,0.853566,0,0.991205,0.991449,0.987964,0.012744,0.012165,0.016005,0,0,0,0,0,0,0,0,0,0,0,0,0,1733.0894,1263.7262,113.46653,NaN,3154047,NaN,22.997667,20.662172,20.820023,19.330591,NaN,21.104967,0.819323,0.874384,0.988656,0.993018,0.998507,0.999436,0.927664,4.37599,3.439894,2.955087,77253134,1055,0,0,0,0,0,0,2838.6995,2316.2227,3.687134,0.691505,0.000472,6e-06,227.277,1.393358,1.23769,1.149443,1.4180067e+11,64.33643,1.025627,1.071907,0.817571,1.178428,0.554905,0.097714,1.169226,0,389574,1.8927,0,0,0,0,0,0,0,0,-1.526486,29.53131,9.342238,3.764749,0.427645,-3.569134,52.709324,-0.15785,1.489431,NaN,294.27954,179.33199,0.442795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,171,173,9,9,5,9010,0,0,3398p005,"",PSF,3403p000,0.03972890413014929
SDSSJ223327.64-010704.4  ,5.11 ,338.3651667,-1.1178889,,,9906621128445597,-1.1178901259027212,338.36519887023394,7.396125511902275,339.5821320969027,-47.92508297344176,65.26315630147738,58066.01574330075,56543.14551237259,0,325961,5.218704,2.87991,2.557974,1934.1466,179.63316,1517.186,1517.9348,1518.309,1518.3541,0,6.5047777e+10,-0.078253,0.235778,3.432667,2.565778,-38.23208,-702.11725,2.068524,NaN,24.068743,21.160921,21.476952,NaN,NaN,21.710848,0.067543,0,0.160367,1.492956,0,0.160367,1.492956,-0.064072,2756.6956,2789.1812,2.909757,0.615493,0.000587,8e-06,383.28497,0.206068,3.393599,2.547805,-38.174805,-701.7199,1.918416,0.021788,0.00337,0.748347,1.226823,1.279819,0.845399,0.000896,0.9903,0.984275,0.993405,0.047332,0.011095,0.040415,0,0,0,0,0,0,0,0,0,0,0,0,0,1662.3269,1468.3447,197.3316,NaN,3072046,NaN,24.214973,21.17335,21.484585,NaN,NaN,21.792643,0.818779,0.873993,0.988619,0.992995,0.998502,0.999434,0.927432,5.837533,2.804033,2.557816,76535525,3741,0,0,0,0,0,0,2519.4363,2831.5007,3.657703,0.660569,0.000706,1e-05,414.14374,1.603765,1.127326,1.063488,6.3118602e+10,55.88947,0.999964,1.008777,0.521764,0.395722,0.895754,0.097819,0.982467,0,401858,2.422331,0,0,0,0,0,0,0,0,-3.36404,10.883014,5.788805,1.998839,-0.925137,-1.973351,37.5581,-0.311235,NaN,NaN,184.09871,17.582747,0.619293,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,172,164,10,10,7,9010,0,0,3383m010,"",PSF,3388m016,0.1158748723054675
SDSSJ233455.05-001022.1  ,5.11 ,353.729375,-0.1728056,20.003849,0.16214,9906621415563316,-0.172832004706142,353.7294214246357,2.331378908026553,354.17477540017796,-57.374445314040514,85.49880588667915,58066.05424568074,56537.24286468259,0,330342,4.226202,2.904814,3.04352,364.70544,2859.8203,7162.1177,7162.8784,7162.9375,7162.9673,0,2.648582e+11,-0.006673,0.680141,3.983097,3.281268,78.738396,651.68164,4.630607,NaN,22.918503,20.999449,21.209896,17.759533,15.464911,20.835905,0.035526,0,0.493387,3.465642,0,0.493387,3.465642,-0.006007,3747.7903,2247.4812,3.004018,0.634213,0.000808,1.1e-05,316.0878,0.633626,3.959188,3.269159,78.67633,651.4876,4.450708,0.1895,0.00024,0.318869,0.183666,0.748482,1.174731,0.000105,0.869557,0.983361,0.984335,0.100714,0.107289,0.014714,0,0,0,0,0,0,0,0,0,0,0,0,0,2243.608,1242.3824,177.34288,NaN,3016248,NaN,22.995417,21.005985,21.21391,17.76039,15.465235,20.878927,0.900177,0.931611,0.993998,0.996309,0.999212,0.999702,0.96115,4.511179,3.128591,3.017587,76960609,8244,0,0,0,0,0,0,3695.5828,2345.569,3.709188,0.660049,0.000754,1e-05,344.60587,1.43439,1.193089,1.160288,2.5580695e+11,26.877106,0.894837,0.910814,0.824013,0.536747,0.724331,0.146897,1.089998,0,394734,2.116489,0,0,0,0,0,0,0,0,-0.367742,30.038713,6.862106,2.603476,2.235946,2.163684,79.12852,-0.207924,3.45352,2.295155,34.476624,272.2702,-0.127058,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,8,182,174,14,14,8,9010,0,0,3536m002,"",PSF,3539p000,0.19226951560691646
SDSSJ223850.20-002701.8  ,5.17 ,339.7091667,-0.4505,,,9906621317521664,-0.450522653132017,339.7091797017686,7.511482587512843,341.09087621645364,-48.477468373485344,67.35631380876453,58409.003585370745,56545.0837059126,0,328846,4.589521,2.852879,3.002925,642.8668,2479.335,4499.1357,4505.297,4507.3765,4506.611,0,1.7183805e+11,0.002366,0.689457,9.712118,12.87291,494.3682,-9993.314,3.604033,29.065113,22.903732,20.031715,19.72581,15.764874,NaN,21.108028,0.051247,0.001582,0.4846,2.649849,0.003066,0.489834,2.655921,0.002033,4000.502,3025.931,2.899117,0.642111,0.000762,1e-05,287.19586,0.622482,9.628135,12.804433,493.80615,-9989.022,3.403804,5.831526,0.027331,0.494123,0.811354,0.962098,0.9887,0.009477,0.99703,0.997771,0.996747,0.010704,0.014363,0.014605,0,0,0,0,0,0,0,0,0,0,0,0,0,2441.5369,1659.2224,156.6579,6.215141,3018941,29.229824,23.014683,20.041145,19.7316,15.766109,NaN,21.17009,0.859244,0.902858,0.991353,0.994681,0.998863,0.999571,0.944443,4.589325,2.852715,3.002786,77238362,8448,0,0,0,0,0,0,4021.7385,3256.765,3.593544,0.674746,0.000701,1e-05,308.27682,1.420685,1.122858,1.155545,1.7206034e+11,69.43579,1.055116,0.869492,0.699831,0.545981,0.441252,0.079495,1.072328,0,396742,1.844593,0,0,0,0,0,0,0,0,0.128567,34.24179,16.393627,10.260426,13.630644,-32.236984,57.68376,0.309546,3.965491,NaN,60.97774,236.69473,1.128944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,170,169,13,13,7,9010,0,0,3396m005,"",PSF,3403p000,0.09402824594867489
WFSJ224524.2+002414      ,5.17 ,341.3511667,0.4040556,,,9906621695463037,0.4039289942884863,341.3511553459894,7.681201007060892,342.9503785494533,-49.07244972497522,70.01613953432415,58380.19322981074,56543.151051592584,0,334613,4.661802,3.081292,3.064992,2127.129,479.43964,2398.0054,2398.213,2398.6484,2398.811,0,8.827382e+10,-0.015623,0.355079,3.856963,3.788562,-59.904537,1055.6316,2.490383,NaN,23.624187,21.034386,21.053814,NaN,14.941219,21.509335,0.074522,0,0.237947,1.781803,0.000111,0.238561,1.783284,-0.01253,4520.298,3577.0876,2.762577,0.61573,0.000579,1e-05,392.96136,0.306047,3.808558,3.759291,-59.805527,1054.9724,2.291752,0.040298,0.001441,4.610722,2.713282,1.511568,0.950717,0.00096,0.992064,0.992681,0.990086,0.012503,0.011051,0.014596,0,0,0,0,0,0,0,0,0,0,0,0,0,2807.042,1971.5116,212.11308,NaN,3154354,NaN,23.785528,21.048098,21.062235,NaN,14.941897,21.59958,0.802036,0.861913,0.98745,0.992274,0.998347,0.999376,0.920241,4.661452,3.080902,3.064791,77232184,3709,0,0,0,0,0,0,4501.607,3714.6719,3.588066,0.649861,0.00046,1e-05,411.14264,1.434843,1.166322,1.165787,8.481316e+10,25.530884,1.138927,0.978431,2.484493,0.867026,0.842336,0.1126,0.911928,0,390603,2.185947,0,0,0,0,0,0,0,0,-0.84242,18.30432,6.330205,2.949857,-1.439324,3.36488,45.429977,-0.014137,NaN,NaN,202.61304,45.328598,0.551483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,170,171,10,13,10,9010,0,0,3413p005,"",PSF,3418p000,0.45760961182209814
SDSSJ211928.32+102906.6  ,5.18 ,319.868,10.4851667,19.174145,0.166103,9906625445043252,10.485170204820703,319.86798672120017,24.77594050286082,325.89488205601316,-26.345822320195378,61.741776762860475,58378.029843670745,56885.13364018259,0,391827,7.068498,6.420693,4.87404,343.53656,1595.981,8442.28,8448.327,8450.122,8449.677,0,2.2277667e+11,0.039097,1.28271,12.432691,9.721174,129.82898,422.10596,8.006849,26.019642,22.22968,19.763588,20.030703,17.216572,15.936446,20.241346,0.056571,0.025705,0.890708,5.843273,0.025705,0.890708,5.843273,0.033069,1725.2261,801.72906,3.228564,0.781255,0.000798,1e-05,130.75502,1.145876,12.314066,9.664106,129.66606,421.90585,7.517241,0.067056,0.008751,0.260678,0.23431,0.581239,1.420007,0.002489,0.996549,0.99619,0.996391,0.011555,0.008799,0.008834,0,0,0,0,0,0,0,0,0,0,0,0,0,1196.7881,568.30286,87.96047,3.849306,3360719,26.201462,22.352156,19.773996,20.037096,17.217934,15.936961,20.309855,0.845808,0.893324,0.990459,0.99413,0.998745,0.999526,0.938851,7.068199,6.420393,4.873832,50799186,7220,0,0,0,0,0,0,1706.2098,862.08026,4.668595,0.897061,0.000944,1.2e-05,146.05583,1.766043,1.686534,1.466015,2.1666148e+11,94.92354,1.038645,1.107928,1.148845,0.603729,0.366668,0.098169,1.512525,0,321933,2.042301,0,0,0,0,0,0,0,0,1.37353,32.445282,22.126165,8.541974,3.662119,1.342531,85.958275,-0.2631,2.819162,1.280972,33.042454,151.77286,0.535858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,201,200,11,11,4,9010,0,0,3197p105,"",PSF,3199p106,0.048669400173821875
SDSSJ221141.01+001118.9  ,5.23 ,332.920875,0.1885833,,,9906621598865832,0.1885770306113239,332.9208908977524,10.608372538415525,334.93889509270036,-42.91234893599967,61.70609210245177,58047.057056200734,56540.07384586259,0,333139,4.505868,3.354159,2.79435,1168.9409,955.52075,1140.1367,1141.77,1142.0812,1142.0332,0,4.273467e+10,0.044361,0.258629,3.932419,4.698845,59.301834,-245.4371,2.161088,25.882502,23.968306,21.013351,20.820023,18.06733,NaN,21.663319,0.056863,0.029139,0.179478,1.576541,0.029139,0.179478,1.576541,0.037488,2514.7554,2114.766,3.186529,0.647095,0.000617,9e-06,248.7554,0.230906,3.894706,4.671119,59.22703,-245.32016,2.028281,0.00881,0.00213,1.936256,1.32813,0.621609,3.063207,0.000519,1,1,1,0.016928,0.016459,0.018919,0,0,0,0,0,0,0,0,0,0,0,0,0,1572.636,1196.1248,132.42763,1.973845,3183133,26.065258,24.091413,21.023813,20.826448,18.0687,NaN,21.73218,0.845079,0.892806,0.99041,0.994099,0.998739,0.999524,0.938546,4.505562,3.353981,2.79421,77965257,6568,0,0,0,0,0,0,2563.6548,2181.0208,4.288436,0.724074,0.000619,8e-06,264.3816,1.410796,1.220261,1.110061,4.1585172e+10,68.08154,1.105592,1.063183,0.52518,0.586017,0.508837,0.08249,1.024471,0,392627,2.359234,0,0,0,0,0,0,0,0,1.879944,10.618566,6.952383,3.757552,1.471573,-0.725077,31.99001,0.197365,2.757748,NaN,111.709305,91.39059,0.708366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,197,174,11,11,5,9010,0,0,3328p002,"",PSF,3327p000,0.061521148393426366
SDSSJ211812.73-000350.7  ,5.46 ,319.5530417,-0.0640833,20.183794,0.161718,9906621501016265,-0.064102295565693,319.5530738069004,14.893829723705299,321.94901634085517,-32.16161890348153,51.63590753602305,58390.09603395074,56536.143540132594,0,331646,4.155723,3.268922,2.602874,2787.7993,918.70404,3168.1138,3168.5618,3168.6123,3168.6,0,1.3271563e+11,-0.005819,0.378754,3.667094,6.804296,-74.26299,2432.9421,3.305642,NaN,23.554108,21.089195,20.418041,NaN,14.034671,21.20186,0.076607,0,0.253144,2.363192,3.9e-05,0.253214,2.363357,-0.004638,4551.508,2662.4482,3.003978,0.675418,0.000724,1e-05,313.7204,0.325099,3.619794,6.750261,-74.136826,2431.3804,3.034923,0.726932,0.017062,1.198041,0.177006,2.086288,1.103747,0.003354,0.998322,0.998323,0.887116,0.012478,0.012535,0.01673,0,0,0,0,0,0,0,0,0,0,0,0,0,2685.2275,1488.2626,161.03221,NaN,3031570,NaN,23.719961,21.10329,20.426699,NaN,14.035368,21.29463,0.797103,0.858339,0.987101,0.992059,0.998301,0.999358,0.918104,4.155521,3.268791,2.603738,78272743,2249,0,0,0,0,0,0,4528.925,2767.1118,3.983319,0.76679,0.000785,1e-05,333.94693,1.353403,1.201448,1.072968,1.24087845e+11,96.0875,0.953946,0.940397,0.763965,0.724406,0.616898,0.067886,0.940539,0,394637,2.425331,0,0,0,0,0,0,0,0,-0.312905,16.774761,6.273822,5.547623,-1.995219,7.598771,53.755016,0.676592,NaN,NaN,266.05692,87.60937,0.191339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,171,168,11,11,8,9010,0,0,3196p000,"",PSF,3191p000,0.1342989772614706
SDSSJ222018.50-010147.0  ,5.605,335.0770833,-1.0297472,19.413021,0.090245,9906621127592528,-1.0296982510820178,335.07703212366994,8.691157171444031,336.5289558523561,-45.35516384529825,62.27285497190953,58048.05311253074,56540.10003559259,0,325948,5.713782,3.048586,2.179157,2458.4944,1391.4275,9312.938,9314.263,9315.586,9315.71,0,4.5708218e+11,0.028933,0.342676,14.710296,16.436607,2.906,4495.255,5.363851,26.346508,23.66279,19.580946,19.46047,21.34176,13.368114,20.676308,0.072026,0.018145,0.230396,3.841956,0.018168,0.23044,3.84206,0.023378,2997.1685,2582.8108,2.686371,0.584771,0.00064,9e-06,370.82968,0.296831,14.53183,16.313854,2.901358,4492.542,4.949796,0.645847,0.072508,1.190642,0.90897,26.227808,1.01027,0.011896,0.999499,0.876438,0.878707,0.011052,0.008326,0.013348,0,0,0,0,0,0,0,0,0,0,0,0,0,1974.5945,1401.4077,186.3097,2.759272,3040190,26.578,23.818727,19.5942,19.468609,21.343496,13.36877,20.763533,0.807985,0.866215,0.987868,0.992532,0.998403,0.999397,0.922806,5.706021,3.05081,2.195144,77929326,2640,0,0,0,0,0,0,2968.1365,2642.0498,3.922443,0.683161,0.000724,1e-05,412.5732,1.594336,1.162638,0.99029,4.3515006e+11,12.714436,1.043249,1.037114,0.677372,0.503211,0.594977,0.107633,1.342659,0,400825,3.055195,0,0,0,0,0,0,0,0,1.279841,15.08535,23.817892,12.475259,0.073376,13.214522,95.317924,0.125591,-1.874887,7.974727,234.3419,132.9963,1.169333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,191,175,11,11,6,9010,0,0,3351m010,"",PSF,3357m016,0.2549188316783959
SWJ232514.24+262847.61   ,5.77 ,351.3093333,26.4798917,17.960201,0.041644,9906631166791695,26.479918940428544,351.30932911195606,27.573705186217754,3.445641468324619,-32.52159873028619,99.98207559583501,58423.032962140736,56882.310325782586,0,479134,6.314801,6.011215,6.499751,736.63715,1523.9344,17099.588,17077.822,17090.695,17095.793,0,3.3962757e+11,-0.039538,0.761718,23.84605,31.194628,261.35574,-3761.2776,15.116785,NaN,22.795513,19.05646,18.764801,16.45692,NaN,19.551352,0.095557,0,0.489948,10.574976,0.047785,0.547139,10.824927,-0.029797,2274.8047,533.1733,3.064857,0.757051,0.001069,1.3e-05,101.643814,0.629567,23.462996,30.885925,260.80197,-3758.2664,13.588498,3.984838,0.212341,0.284833,0.054612,0.67557,167.85771,0.043916,0.906514,0.995407,0.992043,0.005556,0.005759,0.012114,0,0,0,0,0,0,0,0,0,0,0,0,0,1624.5975,371.97833,74.845634,NaN,3172957,NaN,23.002396,19.074041,18.775599,16.459223,NaN,19.667072,0.753618,0.826509,0.983936,0.990104,0.997881,0.999199,0.898901,5.364806,6.011044,6.499155,82704502,4111,0,0,0,0,0,0,2408.2202,549.9865,5.275684,0.962758,0.001139,1.4e-05,111.267555,1.6089,1.635206,1.705672,3.7062833e+11,76.05068,0.923883,1.037619,1.131568,1.016682,0.566834,0.13288,1.150006,0,218599,3.335323,0,0,0,0,0,0,0,0,-1.421157,14.537039,41.07604,26.87344,8.528498,-13.674351,136.99728,0.298443,2.316376,NaN,70.43403,145.50774,0.593031,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,216,218,14,14,5,9010,0,0,3512p265,"",PSF,3516p257,0.09898975883387132
SDSSJ214755.41+010755.3  ,5.81 ,326.980875,1.1320278,,,9906621974782602,1.1320409601997856,326.9809046973155,13.58220098533542,329.5921729288452,-37.623021268353334,57.950771986820286,58048.036644380736,56538.18364768259,0,338875,5.972374,3.151691,1.873176,344.60025,178.71304,805.255,804.3812,802.9173,804.53253,0,3.3460124e+10,-0.058774,0.060428,3.606632,1.898839,65.890076,-230.15662,2.028036,NaN,25.5469,21.107244,21.80378,17.95295,NaN,21.732311,0.115183,0,0.037355,1.387211,0,0.037355,1.387211,-0.041793,2724.9048,2090.3215,3.197481,0.694308,0.000777,1e-05,252.99767,0.048028,3.536913,1.876212,65.721825,-229.93452,1.783532,0.118008,0.074511,0.693866,0.705385,0.760071,3.205978,0.001617,0.982687,0.86668,0.990341,0.024247,0.012347,0.165339,0,0,0,0,0,0,0,0,0,0,0,0,0,1755.0205,1111.5756,125.40126,NaN,3192857,NaN,25.796272,21.128439,21.816795,17.955727,NaN,21.871798,0.711083,0.794788,0.980669,0.988084,0.997447,0.999035,0.879438,5.969765,3.15316,2.505548,78386139,8842,0,0,0,0,0,0,2680.6445,2079.4207,4.167837,0.762419,0.000777,1e-05,259.70627,1.624761,1.1861,1.059954,3.3778485e+10,22.429947,1.029035,0.960021,1.642863,0.732966,0.59038,0.192213,0.9447,0,386466,3.924475,0,0,0,0,0,0,0,0,-2.181613,2.195826,6.324532,1.563357,1.831392,-0.725947,28.368681,-0.688356,3.861069,NaN,33.152836,16.915184,0.743359,0,0,0,0,0,2048,1,0,0,0,0,0,0,0,0,0,0,7,7,187,173,12,12,6,9010,0,0,3268p012,"",PSF,3267p015,0.1169183995780383
