t1_name,t1_redshift,t1_radeg,t1_decdeg,t1_japermag3,t1_japermag3err,ls_id,dec,ra,elat,elon,glat,glon,mjd_max,mjd_min,ref_id,brickid,blob_nea_g,blob_nea_r,blob_nea_z,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,dec_ivar,dered_flux_g,dered_flux_r,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_flux_z,dered_mag_g,dered_mag_r,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,dered_mag_z,ebv,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,flux_g,flux_ivar_g,flux_ivar_r,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,flux_ivar_z,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,fracflux_g,fracflux_r,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracflux_z,fracin_g,fracin_r,fracin_z,fracmasked_g,fracmasked_r,fracmasked_z,gaia_a_g_val,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_sigma5d_max,gaia_astrometric_weight_al,gaia_e_bp_min_rp_val,gaia_phot_bp_mean_flux_over_error,gaia_phot_bp_mean_mag,gaia_phot_bp_rp_excess_factor,gaia_phot_g_mean_flux_over_error,gaia_phot_g_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_phot_rp_mean_mag,galdepth_g,galdepth_r,galdepth_z,g_r,htm9,mag_g,mag_r,mag_w1,mag_w2,mag_w3,mag_w4,mag_z,mw_transmission_g,mw_transmission_r,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,mw_transmission_z,nea_g,nea_r,nea_z,nest4096,objid,parallax_ivar,parallax,pmdec_ivar,pmdec,pmra_ivar,pmra,psfdepth_g,psfdepth_r,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,psfdepth_z,psfsize_g,psfsize_r,psfsize_z,ra_ivar,random_id,rchisq_g,rchisq_r,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,rchisq_z,ref_epoch,ring256,r_z,sersic_ivar,sersic,shape_e1_ivar,shape_e1,shape_e2_ivar,shape_e2,shape_r_ivar,shape_r,snr_g,snr_r,snr_w1,snr_w2,snr_w3,snr_w4,snr_z,w1_w2,w2_w3,w3_w4,wise_x,wise_y,z_w1,allmask_g,allmask_r,allmask_z,anymask_g,anymask_r,anymask_z,brick_primary,fitbits,gaia_astrometric_n_good_obs_al,gaia_astrometric_n_obs_al,gaia_astrometric_params_solved,gaia_duplicated_source,gaia_phot_bp_n_obs,gaia_phot_g_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,maskbits,nobs_g,nobs_r,nobs_w1,nobs_w2,nobs_w3,nobs_w4,nobs_z,release,wisemask_w1,wisemask_w2,brickname,ref_cat,type,wise_coadd_id,dist_arcsec
J090347.54+011445.2      ,L    ,135.9480833,1.245888889,16.449,0.139,9906621924709502,1.2460999358092537,135.948016747094,-14.866104181565106,138.02384248215625,29.714361698022554,228.25574660774225,58436.31601543074,57021.33637872259,0,338111,4.456562,4.505738,3.180871,796.4532,1745.9252,55194.152,55182.625,55183.836,55183.766,0,2.0854524e+12,0.041264,0.776514,128.62886,92.23984,-55.708115,240.3856,28.423,25.961082,22.774626,17.226654,17.587704,NaN,16.54773,18.865826,0.04393,0.028166,0.553015,21.038828,0.028166,0.553015,21.038828,0.036232,1325.5457,659.77466,1.608871,0.512738,0.00109,1.4e-05,74.90436,0.711386,127.67478,91.81907,-55.65382,240.29712,27.063875,0,0,0.013771,0.018261,0.352934,2.943145,0,0.996887,0.995407,0.753699,0.011266,0.035515,0.024168,0,0,0,0,0,0,0,0,0,0,0,0,0,816.2514,434.44614,58.49295,3.23254,3702817,26.102276,22.869736,17.234737,17.592669,NaN,16.548128,18.919025,0.878057,0.916128,0.992583,0.995438,0.999025,0.999632,0.952182,4.456425,4.496385,3.195553,16782971,5246,0,0,0,0,0,0,1320.9326,719.5846,4.301496,0.759281,0.000887,1.1e-05,110.89997,1.407114,1.409045,1.187927,2.1437621e+12,43.507782,1.174965,1.244612,1.33195,0.489845,0.39872,0.156058,3.867947,0,384898,3.95071,0,0,0,0,0,0,0,0,1.319128,18.272728,161.94434,65.74773,-1.837152,0.897521,234.23055,-0.357931,NaN,NaN,76.17119,166.21947,1.684288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,196,187,16,16,3,9010,0,0,1358p012,"",PSF,1361p015,0.7966333160041869
J091303.23+184147.9      ,L    ,138.2634583,18.69663889,15.966,0.055,9906628413230112,18.696358804230496,138.26346510174258,2.480081782952597,135.03182262782067,39.38755273488889,210.3319464419164,58195.07417694074,57020.323200492596,635468831242026752,437118,7.806597,7.529346,3.851322,1343.1674,1062.49,32641.506,37905.945,39322.7,40680.617,41099.344,5.4080317e+11,0.065341,1.533976,260.00677,184.85173,-92.41502,145.01881,38.010918,25.462036,22.035454,16.462538,16.832941,NaN,17.09644,18.55023,0.031638,0.033501,0.810889,20.659698,0.033501,0.810889,20.659698,0.059499,928.30273,367.2878,1.018943,0.368686,0.000588,8e-06,30.001413,1.440191,258.61642,184.24405,-92.35014,144.98036,36.692974,0,0,0.002615,0.002241,0.057502,1.533764,0,0.993204,0.991701,0.991956,0.009319,0.010903,0.316316,NaN,4.745663,1.508,49.14152,0.012569,NaN,2.014117,21.858187,2.181752,47.71394,20.960106,12.31319,19.359211,858.9196,363.47778,31.78097,3.459772,3898648,25.56372,22.103949,16.468359,16.836515,NaN,17.096727,18.588543,0.910597,0.938861,0.994653,0.996713,0.999298,0.999735,0.965327,7.806182,7.528857,5.015541,18494577,3104,0,0,0,0,0,0,1284.1501,561.7336,3.714306,0.680535,0.000696,9e-06,65.07392,1.573904,1.512764,1.124945,8.244629e+10,29.959562,1.07789,1.667294,10.738487,1.127953,1.197869,0.19221,207.76999,2015.5,267145,3.515406,685.58026,0.5,4560.6934,0.605886,8709.03,0.03483,32561.469,0.671601,1.812828,27.600914,261.0544,111.872025,-2.24005,0.421505,200.98042,-0.368156,NaN,NaN,128.42206,101.51564,2.120184,0,0,0,0,0,2048,1,136,49,49,3,0,4,57,6,0,0,3,3,180,171,11,11,3,9010,0,0,1382p187,G2,SER,1379p181,1.0085755022445335
J091534.08+042205.1      ,L    ,138.892,4.368083333,14.548,0.03,9906623057368062,4.368082852156204,138.89186743860844,-11.004906792742661,139.93865826732198,33.83047305002292,226.83978233625746,58468.238045040736,57121.04344155259,579379032257250176,355394,4.235413,3.075865,3.837004,784.7672,3422.0647,308679.84,308701.94,308721.1,308721.7,0,1.767104e+13,-0.720659,1.191442,508.00214,412.54404,906.66815,-19.650755,89.592514,NaN,22.309818,15.735336,15.961325,15.10638,NaN,17.61932,0.055118,0,0.633539,50.00402,0.184066,1.624155,86.52451,-0.612168,2682.9685,774.53296,0.318425,0.147045,0.000723,9e-06,58.01681,1.067433,503.27905,410.18427,905.5596,-19.641678,84.250534,0.460818,1.244847,1.481288,1.404649,0.621403,25.445168,0.60071,1,1,1,0.00197,0.001744,0.002892,NaN,2.052265,1.413557,2.160982,0.035508,NaN,3.656612,21.24229,4.171242,81.719315,20.47422,36.11377,18.095505,1663.0496,553.12665,82.35722,NaN,3703539,NaN,22.429148,15.745478,15.967552,15.107707,NaN,17.686068,0.849455,0.895917,0.990703,0.99428,0.998777,0.999538,0.940375,4.235341,3.075814,3.836932,16862149,5118,0.830975,54.846027,0.231372,17.588905,0.291437,-111.47215,2768.9004,1047.9656,4.086914,0.724067,0.000717,9e-06,147.69046,1.363371,1.161266,1.297042,1.969718e+13,76.56133,4.335508,3.937855,16.88804,3.675321,0.840809,0.087707,204.64177,2015.5,363403,4.74308,0,0,0,0,0,0,0,0,-31.708698,29.707132,283.996,157.29099,24.341124,-0.059938,641.72595,-0.222075,0.859845,NaN,74.589935,326.48297,1.94059,0,0,0,0,0,0,1,130,111,111,31,0,8,111,11,0,2048,6,5,182,175,11,11,4,9010,0,0,1388p042,G2,PSF,1382p045,0.4758379907267752
J091838.44+213404.1      ,L    ,139.6601667,21.56780556,15.662,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSO_J127.4696+10.5777    ,L    ,127.4696,10.5777,17.07,0.03,9906625395425778,10.577560484287913,127.46962754126734,-8.15911859399068,127.165442287577,26.617592239994995,214.42483933003086,58482.25687092073,57123.984020302596,0,391070,6.001878,3.710325,3.945492,3209.9062,2865.4531,9528.7705,9529.55,9529.835,9529.812,0,2.5938579e+11,0.067552,0.439283,116.8261,97.33851,16.442644,1085.6647,12.773018,25.4259,23.393139,17.33115,17.529287,19.460072,14.910761,19.734266,0.051179,0.045132,0.308362,9.378635,0.045277,0.308986,9.380274,0.058056,889.79663,268.56213,1.47821,0.425645,0.00036,6e-06,65.26204,0.396665,115.81722,96.82141,16.423977,1085.1991,12.064311,0.269241,0.039425,0.261168,0.246809,11.284725,1.777092,0.005507,0.665036,0.99786,0.996769,0.007623,0.004423,0.008054,0,0,0,0,0,0,0,0,0,0,0,0,0,594.53546,160.8719,43.99308,2.086449,3885152,25.59039,23.50394,17.340567,17.535072,19.461304,14.911226,19.796244,0.859418,0.902982,0.991364,0.994688,0.998865,0.999571,0.944515,6.001242,3.71023,3.945348,17486297,498,0,0,0,0,0,0,875.2519,275.98752,4.025875,0.676981,0.000417,6e-06,76.06791,1.639404,1.275088,1.31527,2.7324196e+11,91.335526,1.016251,1.206637,1.541047,1.078196,0.651064,0.088478,3.277544,0,321386,3.707697,0,0,0,0,0,0,0,0,1.731768,6.500488,140.81248,63.16771,0.311826,2.581205,97.46144,-0.194506,-1.926231,4.550077,305.89374,272.7887,2.455677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,191,166,6,7,3,9010,0,0,1275p105,"",PSF,1276p106,0.5116256798142885
PSO_J146.0144+05.1319    ,L    ,146.0144,5.1319,16.74,0.02,9906623435769523,5.1317177512094245,146.01442555121847,-8.012846526110195,146.5115697635195,40.32137403432513,230.57058240822943,58485.26919699074,57122.0607714026,0,361168,4.694688,6.043654,2.471414,2021.4105,174.24823,45279.945,45280.605,45281.37,45281.324,0,2.2510174e+12,0.014973,0.549822,74.17333,51.10791,-9.186918,-1330.1565,23.097908,27.061752,23.149445,17.82438,18.228779,NaN,NaN,19.091068,0.04062,0.010326,0.394352,17.16862,0.011003,0.397253,17.177095,0.013276,2182.267,844.58575,1.920434,0.536897,0.00068,9e-06,92.48351,0.507044,73.66448,50.8923,-9.178638,-1329.7037,22.074774,0.290486,0.038565,0.144579,0.155925,1.891405,0.829093,0.001037,0.996403,0.995041,0.994442,0.011378,0.013489,0.013103,0,0,0,0,0,0,0,0,0,0,0,0,0,1359.7595,566.4143,65.317635,3.954918,3717873,27.192305,23.237387,17.831854,18.23337,NaN,NaN,19.140259,0.886704,0.922195,0.99314,0.995781,0.999099,0.99966,0.955704,4.694446,6.042932,2.471315,112132834,1715,0,0,0,0,0,0,2224.1711,877.27277,3.956821,0.690295,0.000755,1e-05,140.02086,1.432276,1.631078,1.047037,2.1386647e+12,95.027916,1.099473,1.218478,0.875156,0.631646,0.640231,0.099153,9.03034,0,358303,4.097128,0,0,0,0,0,0,0,0,0.6202,14.735577,102.08404,37.290432,-0.239298,-3.996411,212.28946,-0.401516,NaN,NaN,192.47702,16.81912,1.308405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,188,179,11,11,3,9010,0,0,1460p052,"",PSF,1458p045,0.6624612654852952
PSO_J158.1597+05.2231    ,L    ,158.1597,5.2231,16.62,0.01,9906623438918166,5.2229032674306275,158.15940630902693,-3.6608194956373046,157.85892026235666,50.36900642630828,240.20827400524982,58485.28367494074,57400.327280096666,0,361216,4.331131,3.730845,2.848665,494.9299,1427.2772,58750.44,58750.855,58753.41,58753.348,0,2.3549578e+12,0.045683,0.611878,86.66975,63.0245,89.53427,-250.66776,23.181103,25.85061,23.033337,17.65533,18.001226,17.620028,NaN,19.087164,0.030355,0.032515,0.448472,17.449692,0.032839,0.448775,17.45015,0.041757,2109.9395,717.699,1.779697,0.498502,0.000649,9e-06,116.51145,0.575941,86.22504,62.825706,89.47397,-250.60399,22.409397,0,0,0.09189,0.088121,0.56076,3.590561,0,0.994642,0.994278,0.993528,0.010771,0.009439,0.025819,0,0,0,0,0,0,0,0,0,0,0,0,0,1259.7697,428.68124,80.111115,2.849115,3723992,25.948172,23.099056,17.660917,18.004656,17.620758,NaN,19.123924,0.914062,0.941267,0.994869,0.996846,0.999326,0.999746,0.96671,4.331055,3.730687,2.848186,112308115,4630,0,0,0,0,0,0,2169.4346,779.88947,3.889235,0.675309,0.000645,9e-06,160.22368,1.372354,1.272031,1.123474,2.4071813e+12,23.73465,1.064403,1.809031,1.297621,1.148643,0.516659,0.114167,10.535713,0,357314,3.975132,0,0,0,0,0,0,0,0,1.918078,15.429396,115.02875,44.357872,2.278982,-0.73518,241.88809,-0.343739,0.383898,NaN,47.51216,136.19429,1.463007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,179,164,11,11,4,9010,0,0,1580p052,"",PSF,1579p045,1.2689339247408713
J070037.46+280122.5      ,M    ,105.1560833,28.02291667,15.638,0.046,9906631613481583,28.023186245998517,105.15610445342591,5.286291701457827,103.40204982954337,14.224234715189983,188.42982109237423,57031.272059562594,57031.21705839258,884351053492614016,485950,0,0,3.710506,3047.8955,2118.6165,424521.97,424531.1,424539.4,424538.66,0,2.5235127e+14,0,0,134.71466,89.227165,58.610626,1574.5764,160.09564,Infinity,Infinity,17.176462,17.623756,18.08006,14.507091,16.989052,0.073853,0,0,112.94449,0,0,112.9528,0,0,0,1.388324,0.468637,0.000751,1e-05,19.530315,0,133.03911,88.54396,58.514626,1573.602,147.43658,0,0,39.832542,38.775093,93.73121,11.847535,0.000331,0,0,0.999235,0,0,0.005874,NaN,0,0,0.726819,0.328967,NaN,9.603539,20.525795,1.547909,235.11093,18.836784,71.89524,17.55033,0,0,19.612085,NaN,3844831,Infinity,Infinity,17.190052,17.632103,18.081839,14.507763,17.078487,0.803628,0.863065,0.987562,0.992343,0.998362,0.999381,0.920928,0,0,3.710425,25738003,623,11.13516,3.812801,3.617569,-12.328352,1.802088,-22.660498,0,0,3.524249,0.700446,0.000701,1e-05,35.140503,0,0,1.282771,1.4483046e+14,69.842186,0,0,2.019398,0.693383,0.433587,0.099339,4.159122,2015.5,207659,Infinity,0,0,0,0,0,0,0,0,0,0,156.7562,60.614624,1.60327,5.049971,651.56824,-0.442051,-0.449736,3.574076,292.0175,41.619637,-0.111565,0,0,0,0,0,0,1,128,130,130,31,0,12,128,11,0,0,0,0,164,162,13,13,2,9010,0,0,1052p280,G2,PSF,1045p287,0.9727990962259994
J075059.51+280415.4      ,M    ,117.7479583,28.07094444,15.366,0.047,9906631616369516,28.070991438678558,117.74802760013058,6.9562995549698625,114.44765899418861,24.60394713070343,192.6330841790841,58486.17946740074,57019.231796552594,875485858739432960,485994,6.772315,4.990164,4.436007,1123.9454,2775.1099,1.819607e+06,1.8196224e+06,1.8196372e+06,1.8196371e+06,0,5.5327688e+14,4.287266,17.75812,146.10355,101.064926,-44.389748,-1285.8597,174.21828,20.919548,19.376507,17.088348,17.488499,NaN,NaN,16.897266,0.034534,2.970781,12.722651,128.66264,2.97083,12.722788,128.66278,3.870649,1339.6853,253.66083,1.35978,0.465607,0.000697,9e-06,61.55869,16.57642,145.25098,100.70233,-44.355732,-1285.4877,167.63533,0.001126,0.000377,0.019264,0.032493,0.952778,0.878206,3.9e-05,0.999875,0.999802,0.999763,0.001935,0.002954,0.003189,NaN,0.902094,4.030658,0.428524,0.312616,NaN,11.139248,20.411608,1.638317,381.60135,18.743511,108.938,17.390995,1310.8086,326.8292,97.662506,1.579268,3871618,21.03054,19.451273,17.094702,17.492401,NaN,NaN,16.939087,0.902825,0.933456,0.994165,0.996412,0.999234,0.999711,0.962214,6.772198,4.990075,4.435925,25479992,4972,11.507457,3.752829,12.693285,-23.575075,4.421669,9.716586,1868.8374,520.3879,3.476609,0.699193,0.000716,1e-05,162.66489,1.731177,1.488436,1.401384,2.260928e+14,50.679386,1.47158,2.251111,1.369575,1.289664,0.643483,0.062428,7.804646,2015.5,207695,2.512186,0,0,0,0,0,0,0,0,141.67238,264.0082,169.37659,68.714615,-1.171428,-3.813932,1315.2559,-0.397699,NaN,NaN,106.898476,103.96453,-0.155615,0,0,0,0,0,0,1,128,263,269,31,1,23,264,24,0,0,5,3,158,160,12,12,4,9010,0,0,1176p280,G2,PSF,1182p287,0.277642829961369
J075353.10+085359.9      ,M    ,118.47125,8.899972222,12.627,0.021,9906624834441082,8.899640592491988,118.47190223363928,-11.742786026057791,118.75442066709333,17.88938296293467,211.94183742776633,58485.15209320074,57032.30815563259,3145665903366297472,382510,3.036288,3.659344,0,1380.153,420.53186,808274.94,0,0,0,0,2.9251546e+15,22.83841,104.77456,1865.1776,1320.5399,233.2349,-539.4798,2050.3083,19.103334,17.44936,14.323199,14.698121,16.580517,NaN,14.220452,0.020211,0.006766,0.031654,0.630533,0.006766,0.031654,0.630533,21.5121,96.255356,64.38951,0.221709,0.115157,0.000796,1.1e-05,0.051483,100.63598,1858.8,1317.7651,233.13028,-539.3884,2004.6062,0,0,0.001094,0.001483,0.099859,0.807247,0,0.750879,0.683627,0.999805,0.518842,0.020295,0.965082,0.49,0.677565,28.839607,0.198915,1.628173,0.301,56.011654,18.894686,1.682479,1181.552,16.238201,527.66376,14.788637,295.9601,284.41306,0,1.675177,3830097,19.168293,17.493116,14.326919,14.700405,16.581003,NaN,14.244927,0.941926,0.9605,0.996581,0.997899,0.999551,0.999831,0.97771,4.607437,3.648604,4.083252,91550927,3962,68.14596,33.24048,56.14026,-233.28297,20.958008,414.41013,495.6581,505.5075,3.646765,0.671341,0.000727,1e-05,0,1.421308,1.272292,1.347535,1.0188657e+15,41.605545,3.6452,16.946232,744.7269,127.064026,1.856623,0.201317,0.214705,2015.5,332625,3.248189,0,0,0,0,0,0,0,0,211.05481,807.53406,875.2345,447.18002,6.578312,-1.793265,454.84305,-0.373487,-1.880598,NaN,131.99237,40.15264,-0.081991,0,0,0,2048,0,66,1,4290,261,261,31,0,38,361,35,0,2064,3,2,164,155,12,13,3,9010,0,0,1184p090,G2,PSF,1179p090,2.6089570412192007
J075809.36+280329.2      ,M    ,119.539,28.05811111,14.977,0.034,9906631616823584,28.058050280829427,119.53895936076653,7.247255251292123,116.01304688583927,26.097478248822867,193.20488886708176,58485.16498586074,57019.231796552594,874790726872675968,486001,5.952485,7.486836,3.715813,3392.4417,2597.9966,3.2051362e+06,3.205067e+06,3.2050795e+06,3.205079e+06,0,1.4762762e+15,10.826732,43.28623,237.32681,148.362,-30.162762,509.21307,295.00858,19.913757,18.409126,16.561632,17.071693,NaN,15.732751,16.325413,0.038108,7.055497,29.266443,206.25131,7.055497,29.266443,206.25131,9.671776,1482.88,167.29268,1.055603,0.408427,0.000727,1.1e-05,34.993244,40.118855,235.79907,147.77473,-30.137259,509.05045,282.73224,6.5e-05,0.000394,0.010469,0.008407,1.540132,2.082034,9e-06,0.999291,0.75496,0.998883,0.001555,0.002738,0.002322,NaN,0.531022,2.972584,0.26704,0.777436,NaN,20.999397,19.617579,1.544848,670.9571,18.011938,186.20218,16.73756,2034.0404,318.0503,83.81043,1.544605,3924836,20.036234,18.491629,16.568645,17.076,NaN,15.733098,16.371561,0.893324,0.926827,0.993563,0.996042,0.999155,0.999681,0.958386,5.952122,7.487618,3.715746,25459761,288,28.285965,4.446503,34.495796,-36.763702,11.632368,-36.75117,2987.7686,443.0207,3.491301,0.674678,0.00072,1e-05,147.23882,1.602127,1.807744,1.278608,6.253713e+14,19.743881,4.054638,4.394827,3.369279,1.156146,0.531304,0.158564,71.74237,2015.5,207700,2.120068,0,0,0,0,0,0,0,0,372.4425,518.904,242.26593,94.44033,-0.812324,1.706891,1672.505,-0.507355,NaN,NaN,323.4246,86.658005,-0.197084,0,0,0,0,0,0,1,128,245,245,31,0,23,244,24,0,0,7,3,159,158,12,14,4,9010,0,0,1196p280,G2,PSF,1200p287,0.2542104639686825
J085335.80-032934.2      ,M    ,133.3991667,-3.492833333,11.212,0.023,9906620131185448,-3.4922955991134628,133.3988018836474,-20.143444735181127,136.92642387414537,25.062937484820527,231.30214142683346,58408.338647990735,57674.33198318667,0,310744,3.936701,4.036512,2.384153,583.6846,1905.3047,61.979614,50.915,0,0,0,2.909825e+09,0.051486,-0.066967,28.65085,129.3931,1631.7936,360.80124,0.661259,25.72077,NaN,18.857157,17.220222,14.468337,16.10683,22.949072,0.019326,0.037852,0,0.503793,0.037852,0,0.503793,0.048623,2073.8,639.379,0.112739,0.049259,0.001019,1.3e-05,149.2397,-0.064435,28.557165,129.1331,1631.0936,360.7428,0.647157,0.368353,3.26439,265.65497,45.00132,0.300471,2.046185,9.088631,0.999872,0.999867,0.999801,0.001825,0.002444,0.009533,0,0,0,0,0,0,0,0,0,0,0,0,0,1198.747,369.80103,70.76599,NaN,2573191,25.782885,NaN,18.860712,17.222406,14.468802,16.107006,22.972475,0.944396,0.962196,0.99673,0.997991,0.999571,0.999838,0.978675,3.93663,4.036438,2.384088,167695847,4904,0,0,0,0,0,0,2081.2651,644.79407,4.291059,0.815886,0.001018,1.3e-05,151.26218,1.320754,1.331338,1.032279,2.9673155e+09,29.090748,0.889371,1.10432,6170.457,1028.992,31.475681,0.106286,6.686116,0,417659,NaN,0,0,0,0,0,0,0,0,2.214264,-1.629311,9.588541,28.66019,52.070282,1.288964,7.90591,1.638306,2.753604,-1.638204,55.888584,181.78154,4.111763,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2048,4,4,187,189,14,14,4,9010,0,0,1333m035,"",PSF,1331m031,2.3379354212717103
J090206.59+003318.5      ,M    ,135.5274583,0.555138889,12.106,0.021,9906621641523724,0.5549794635800155,135.52679068731908,-15.650771145552177,137.81827438218752,28.997683055851223,228.68719135653143,58520.217071630745,57122.045783052585,576506489410890752,333790,0,1.751067,0,3148.8796,2554.9543,748299.1,0,0,0,0,8.317646e+14,16.92412,100.84386,3362.8088,2339.2734,509.00235,-155.82825,2585.9578,19.428734,17.490877,13.683245,14.077297,15.7332,NaN,13.968447,0.038289,0.006376,0.039427,1.045621,0.006377,0.039427,1.045621,15.110621,0.905232,27.807447,0.133451,0.074512,0.000756,9e-06,0.100763,93.43112,3341.059,2329.9702,508.56992,-155.77824,2477.8467,0,0,0.000277,0.000297,0.026246,2.454863,0,0.908168,0.676515,0.99931,0.954708,0.343508,0.909122,0.522,0.79938,27.422483,0.331277,1.27664,0.357,40.382927,19.079472,1.745245,772.039,16.115973,198.77443,14.615066,0,67.70308,0,1.978024,3702795,19.551794,17.57377,13.690289,14.081624,15.734123,NaN,14.014814,0.892845,0.926493,0.993532,0.996023,0.99915,0.999679,0.958193,5.217446,4.869775,4.125875,16778547,524,28.19075,46.013287,13.345611,-97.52134,7.380996,-465.10913,0,113.20091,4.395963,0.755104,0.000824,1.1e-05,0,1.598694,1.456498,1.352775,3.314786e+14,3.140704,0.043446,3.637724,1583.4572,231.27858,2.340741,0.212557,1.226249,2015.5,388993,3.558956,0,0,0,0,0,0,0,0,14.376802,492.68817,1220.5214,636.0075,13.984647,-0.478751,786.54816,-0.391335,-1.652499,NaN,299.67233,243.0992,0.324525,2048,0,2,2048,2048,2,1,4290,88,88,31,0,10,104,11,0,2224,4,2,194,182,11,11,3,9010,0,0,1356p005,G2,PSF,1361p000,2.470873127499614
J091800.96+280220.5      ,M    ,139.504,28.03902778,15.411,0.057,9906631621414365,28.039083203916125,139.50392431315396,11.729323786238192,133.27560814886291,43.09312826392705,198.81152731187575,58518.22443054074,57019.336562252596,695165505107896448,486071,7.018447,5.018754,3.467729,1152.1853,2336.6628,369127.72,369127.3,369126.56,369127.34,0,1.6402927e+13,0.861199,4.869591,179.56538,116.84756,26.26641,-183.14563,121.61705,22.662241,20.78127,16.864443,17.330952,18.951498,NaN,17.287514,0.02314,0.567018,3.278655,83.5657,0.567018,3.278655,83.5657,0.804182,1071.4163,201.85449,1.315874,0.479472,0.000874,1.2e-05,25.920155,4.65,178.86258,116.56648,26.252924,-183.1101,118.518265,4.6e-05,5.7e-05,0.022552,0.028536,1.320528,2.681473,1.4e-05,0.998774,0.998435,0.998048,0.00442,0.004991,0.007012,NaN,2.171871,5.244199,2.277727,0.083958,NaN,5.385715,21.763111,1.878345,206.48459,19.553497,57.80721,17.99945,828.6136,158.6016,37.02996,1.905247,3918820,22.736614,20.831367,16.868702,17.333567,18.952055,NaN,17.315536,0.933793,0.954906,0.996086,0.997595,0.999487,0.999806,0.97452,7.018297,5.018641,3.467645,20231979,3549,1.469077,8.688751,0.371865,-23.60862,0.358365,-60.2398,1154.8214,250.39525,4.124179,0.776207,0.000868,1.2e-05,67.88869,1.760069,1.48829,1.239812,1.5254392e+13,98.79148,1.050763,1.101318,4.781405,0.738147,0.625644,0.133642,4.643099,2015.5,207757,3.515831,0,0,0,0,0,0,0,0,26.322874,66.06511,205.17601,80.71522,0.775995,-0.622637,603.3983,-0.464865,-1.618488,NaN,110.39682,62.788277,0.446835,0,0,0,0,0,0,1,128,150,150,31,0,12,194,18,0,0,3,2,187,185,14,14,2,9010,0,0,1394p280,G2,PSF,1388p287,0.3124851632352602
J092507.00+275727.8      ,M    ,141.2791667,27.95772222,12.692,0.018,9906631621808310,27.95760559872635,141.27915743737407,12.142900312416979,134.82316963495234,44.61044507554262,199.3684874157434,58193.08765602074,57019.34992544259,695290235254128384,486077,7.112706,3.595473,0,183.34445,1217.8618,7.858661e+06,0,0,0,0,7.6777254e+15,197.00581,661.24164,1616.7601,1022.37036,236.14522,-46.571507,1903.2587,16.763802,15.4491,14.478386,14.97598,16.567053,NaN,14.301255,0.020043,131.46286,449.87732,1317.8923,131.46286,449.87732,1317.8923,185.65744,68.3907,13.233895,0.254199,0.144452,0.000923,1.2e-05,0.111051,635.3359,1611.278,1020.24,236.04019,-46.563683,1861.1836,1e-06,0,0.001513,0.002142,0.170706,5.280171,0,1,1,1,0,0.241218,0.920084,0.2378,0.218129,5.088202,0.114887,9.530651,0.119,304.31586,16.504717,1.416903,2314.725,15.277877,655.5569,14.171677,638.1659,223.32332,0,1.335727,3918646,16.828218,15.492492,14.482074,14.978244,16.567535,NaN,14.325527,0.942396,0.960823,0.996609,0.997916,0.999555,0.999832,0.977893,7.112582,5.176624,3.850867,20235609,4278,175.82518,6.07527,200.9417,-62.067116,102.99809,-8.381779,898.0981,383.93112,4.333243,0.789091,0.00081,1.1e-05,0,1.777401,1.515869,1.309783,4.79373e+15,41.901245,29.541693,71.5328,46.527622,5.879961,0.76064,0.150048,11.017624,2015.5,208785,1.166965,0,0,0,0,0,0,0,0,1535.3623,2311.2517,812.37714,387.7605,7.173002,-0.162698,620.2253,-0.49617,-1.589292,NaN,18.147533,116.05769,-0.156547,0,0,2,0,2048,2,1,4290,185,187,31,0,24,212,22,0,2192,3,3,195,191,15,15,3,9010,0,0,1411p280,G2,PSF,1419p272,0.4208684917322302
