| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0783-SLIT1038-DET01 |       782.6 |        0.104 |      3.00 |    1.596 |  1.54 |  0.049 |
| 1038 | SPAT0823-SLIT1038-DET01 |       823.1 |        0.168 |      3.00 |    0.716 |  0.11 |  0.049 |
| 1038 | SPAT0860-SLIT1038-DET01 |       859.9 |        0.225 |      3.00 |    0.854 |  0.31 |  0.049 |
| 1038 | SPAT0916-SLIT1038-DET01 |       916.1 |        0.312 |      3.00 |    0.697 | 19.35 |  0.049 |
| 1038 | SPAT0930-SLIT1038-DET01 |       929.7 |        0.333 |      3.00 |    0.611 |  1.86 |  0.049 |
| 1038 | SPAT1039-SLIT1038-DET01 |      1039.2 |        0.504 |      3.00 |    1.391 |  2.06 |  0.049 |
| 1038 | SPAT1193-SLIT1038-DET01 |      1193.2 |        0.743 |      3.00 |    0.816 | 13.07 |  0.049 |
| 1038 | SPAT1247-SLIT1038-DET01 |      1247.0 |        0.826 |      3.00 |    1.661 |  0.26 |  0.049 |
| 1038 | SPAT1261-SLIT1038-DET01 |      1261.0 |        0.850 |      3.00 |    7.990 |  0.27 |  0.049 |
| 1038 | SPAT1282-SLIT1038-DET01 |      1281.8 |        0.882 |      3.00 |    2.191 |  0.21 |  0.049 |
